openaq_location_id,station_name,urban_ward_code,provider,parameter,parameter_display,unit,value,datetime_from,datetime_to,source
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,18.43,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,10.23,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,19.32,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,80.09,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,11.45,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,0.13,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,0.040799999999999996,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,98.71,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,9.79,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,13.63,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,86.0,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,18.98,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,640.0,,,OpenAQ
12040,"Mulund West, Mumbai - MPCB",T,CPCB,,,,47.69,,,OpenAQ
8039,Mumbai,L,AirNow,,,,23.0,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,28.71,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,0.58,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,26.0,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,8.75,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,12.5,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,68.9,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,5.55,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,4.88,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,6.96,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,0.01877,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,226.2,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,1.48,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,7.75,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,47.0,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,1320.0,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,20.45,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,28.0,,,OpenAQ
6956,"Powai, Mumbai - MPCB",S,CPCB,,,,21.29,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,41.49,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,2.96,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,16.31,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,20.52,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,15.85,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,53.99,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,0.51,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,23.52,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,1.22,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,0.84,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,109.3,,,OpenAQ
3409513,"Sewri, Mumbai - BMC",FS,CPCB,,,,0.011689999999999999,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,57.95,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,11.53,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,0.01,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,6.49,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,6.35,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,29.64,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,14.53,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,0.31,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,75.96,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,0.00839,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,1.22,,,OpenAQ
3409511,"Shivaji Nagar, Mumbai - BMC",ME,CPCB,,,,264.18,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,2.93,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,0.0,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,0.03,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,32.2,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,7.01,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,15.82,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,0.0,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,28.0,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,0.0,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,0.0,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,0.00841,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,1400.0,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,121.0,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,0.08,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,3.99,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,12.56,,,OpenAQ
6959,"Siddharth Nagar-Worli, Mumbai - IITM",GS,CPCB,,,,66.0,,,OpenAQ
60661,"Siddharth Nagar-Worli, Mumbai - IITM",GS,caaqm,,,,62.24,,,OpenAQ
60661,"Siddharth Nagar-Worli, Mumbai - IITM",GS,caaqm,,,,45.37,,,OpenAQ
60661,"Siddharth Nagar-Worli, Mumbai - IITM",GS,caaqm,,,,19.0,,,OpenAQ
60661,"Siddharth Nagar-Worli, Mumbai - IITM",GS,caaqm,,,,102.6,,,OpenAQ
60661,"Siddharth Nagar-Worli, Mumbai - IITM",GS,caaqm,,,,1740.0,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,0.33,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,0.17771,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,4.3,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,150.24,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,10.2,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,1.36,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,90.64,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,87.07,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,34.03,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,83.49,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,4.13,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,125.37,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,56.7,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,84.9,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,1960.0,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,7.38,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,130.97,,,OpenAQ
6967,"Sion, Mumbai - MPCB",FN,CPCB,,,,9.56,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,1253.51,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,42.85,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,8.7,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,31.0,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,27.93,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,79.1,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,0.76,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,987.0,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,26.82,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,1.49,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,19.43,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,0.05633,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,113.13,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,5.36,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,0.0,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,1080.0,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,56.6,,,OpenAQ
6987,"Vile Parle West, Mumbai - MPCB",KW,CPCB,,,,35.09,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,2.0,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,6.0,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,0.82,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,72.0,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,3.9,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,4.8,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,2.9,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,33.5,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,42.0,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,0.0063,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,0.7,,,OpenAQ
3409323,"Worli, Mumbai - MPCB",GS,CPCB,,,,136.0,,,OpenAQ
