green_space_id,green_space_name,address,bmc_department,ward_code_source,twitter_handle,website,latitude,longitude,source_file,source,coordinate_valid
1967,"Garden plot at Nariman Point, J. Bajaj road,",,,,,,18.9238694,72.8217029,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1968,"Garden at C.T.S.No.807, Mount Mary Road, Bandra (W), Mumbai - 50.",,,,,,19.049,72.822,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1969,"Sadhu Vaswani Garden, Junction of S.V.Road and Turner Road, Bandra (W), Mumbai- 50.",,,,,,19.0597266,72.8372402,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1970,"Madhukar Kulkarni Udyan Junction at Ramdas Naik Marg and Carmel Road, Bandra (W), Mumbai- 50.",,,,,,19.052,72.824,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1971,"Garden CTS No. 899/B, near Taj Land End hotel, Band Stand, B.J.Road, Bandra (W) Mumbai- 50.",,,,,,19.0426054,72.8182635,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1972,"Garden Plot No.906-B, Behind Taj Land End, B.J.Road, Bandra (W), Mumbai - 50.",,,,,,19.0421867,72.8190277,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1973,"Garden near Shatranj Hotel, Union Park, Bandra (West), Mumbai- 50.",,,,,,19.071,72.824,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1974,"Garden at the junction of Dadabhai X Road No.1 & 2, Santacruz (W), Mumbai- 54.",,,,,,19.086,72.833,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1975,"Garden adjacent to Glaxo Apt., St.John Baptista Road, Bandra (W), Mumbai- 50.",,,,,,19.047,72.823,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1976,"Garden at Boran Road, Bandra (W), Mumbai- 50.",,,,,,19.055,72.833,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1977,"Plot No. 78, TPS, Khari Village, S.V.Road, Khar (W), Mumbai- 50.",,,,,,19.065,72.837,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1978,"R.G of St Joseph Road Opp Chimbai Municipal School Play ground at St Joseph Road Bandra (W), Mumbai- 50.",,,,,,19.057,72.824,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1979,"Swami Vivekanand Sarovar S.V Road Bandra (W), Mumbai- 50.",,,,,,19.0561176,72.8376575,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1980,"R.G. Of the Junction Of St.Martins Road & Raghunath Road, Bandra West, Mumbai- 50.",,,,,,19.058,72.835,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1981,"Madhu Park at C.D Road Khar (W), Mumbai- 52",,,,,,19.0714692,72.8356797,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1982,"General Arunkumar Vaidya Garden,Off.Gen.Arrunkumar Vaidya Road,Bandra Reclamation, Bandra W (Part of plot used as garden",,,,,,19.0525293,72.8306934,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1983,"Step garden at Mount Mary road Bandra west, Mumbai- 50.",,,,,,19.048,72.822,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1984,"Garden below milan flyover, Santacruz (W), Mumbai- 54",,,,,,19.090328,72.8407843,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1985,"Garden at B.J Road, Opp.Father Agnel Ashram ,Bandstand, Bandra West, Mumbai- 50. (Gazebo plot)",,,,,,19.045,72.819,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1986,"Nilgiri Forest Garden at Linking Road, Bandra West, Mumbai- 50.",,,,,,19.062,72.835,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1987,"Joggers park near Otters club, Bandra (W), Mumbai -50",,,,,,19.059,72.821,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1988,"Nandadeep Udyan, Opp. Kalanagar, W.E. Highway, Bandra (East) Mumbai- 400 051.",,,,,,19.05337,72.84629,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1989,"Garden at Shivaji Nagar Mun. Tenament, Bandra (East) , Mumbai 400 051.",,,,,,19.060786,72.84268,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1990,"Late Shri Madhukar Sarpotdar Udyan, Kadamwadi, Near Mathuradas Colony, Santacruz (East), Mumbai 400 055.",,,,,,19.078339,72.859767,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1991,"A. C. Keluskar Udyan , Beside Western Express Highway , Below Vakola Bridge, Santacruz (East), Mumbai-400055",,,,,,19.0812,72.8464,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1992,Garden at plot bearing CTS No. 5013 A/2(pt) located at the junction of CST road and Huns bugra road,,,,,,19.07459,72.86073,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1993,"Savitribai phule garden Opp. Saint merry High school , Kalina , Santacruz(E)",,,,,,19.07811,72.86817,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1994,"Dinkar J. Patel Udyan,Opposite V.N.Desai Hospital, Santacruz/East, Mumbai-400055.",,,,,,19.07916,72.84407,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1995,"Dr. Bhabasaheb Ambedkar Udyan, Near Kherwadi Junction, Bandra (E), Mumbai- 400 051.",,,,,,19.06058,72.8493,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1996,"Garden at CTS No. 4875/C, 5613(Pt), 5614/A, 5648/A at Sunder Nagar, Kalina, Santacruz/East,Mumbai-400098",,,,,,19.07421,72.86414,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1997,"Chh. Shivaji Maharaj Kridangan, Kherwadi, Bandra/East Mumbai-400051.",,,,,,19.0599,72.84414,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1998,,,,,,,19.05974,72.84526,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
1999,"Dindayal Upadyay Kridangan, Dhobighat Road, Vakola, Santacruz/East,Mumbai-400055.",,,,,,19.08074,72.84954,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2000,"Kalina Tank Land, CTS No. 6544,opp. St. Anthony High School, Kalina, Santacruz/East, Mumbai-400098.",,,,,,19.07756,72.86861,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2001,"School attached PG near Kalina Municipal School , Near Gurudwara, Santacruz(E)",,,,,,19.07705,72.86092,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2002,"P.G at Manipada, Sundernagar, Kalina, Santacruz/East, Mumbai - 400098.",,,,,,19.07451,72.86254,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2003,"Narali baug garden, Govt colony, near Kherwadi Police station, Santacruz E , Mumbai-400 051",,,,,,19.06614,72.85014,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2004,"Prabodhankar thakre udyan , CTS No 169/4 & 168/9, SNo 42, H.No 2 (P)",,,,,,19.136,72.865,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2005,"Shahid Major Sandeep Unnikrishnan Udyan,",,,,,,19.1356254,72.8649902,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2006,CTS No. 244 B,,,,,,19.1130188,72.8669798,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2007,"Sant Nrankari baba Hardev Sihaji Maharaj Udyan,CTS No. 245 A(Pt), 179 (E)",,,,,,19.1138171,72.8678389,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2008,"Shree Sai Leela Udyan, CTS No. 382 (D)",,,,,,19.1279219,72.8598675,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2009,"Hemant Karkare Udyan, CTS NO 167 A part, A2 - G2, A1 - G3, C1 - G4, C3 - G5, Hissa No 2, Mumbai-60.",,,,,,19.136,72.866,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2010,"Chhatrapati Rajaram Maharaj Udyan, CTS no. 102 & 99(P) Tikka no 24 ,",,,,,,19.1359773,72.8544984,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2011,"Nana Nani Park, CTS No FP 186 TPS V Garden",,,,,,19.0929966,72.8480693,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2012,"Garden at the junction of Linking Road & Water Field Road, Opp. National College, Bandr (W), Mumbai- 50.",,,,,,19.064,72.834,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2013,"P.G.of St.Pual Road, Bandra (W)Mumbai-50",,,,,,19.058,72.824,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2014,"P.G.of St.Andrews Road, Bandra (W) Mumbai-50",,,,,,19.056,72.826,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2015,"Dharamaveer Sambhaji udyan and Kreedangan , Khotwadi,TPS VI, Santacruz (W), Mumbaibai -54",,,,,,19.0885153,72.8409994,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2016,"Veermata Jijabai Bhosale Kridangan at St. John Baptista Road, Bandra (W) Mumbai-50",,,,,,19.048,72.824,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2017,"P.G. Near St.Elias High School, Dr. Ambedkar Road Bandra (W) Mumbai-50",,,,,,19.073,72.827,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2018,"Mother Teressa Playground at 2nd Hasnabad Lane, Khar (W) Mumbai-54",,,,,,19.074,72.839,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2019,"P.G.at Pali Mala Road,adjacent, St.Anne High School. Bandra (W) Mumbai-50",,,,,,19.0635035,72.825972,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2020,"P.G. at Khar Gymkhana on 16th Road, Khar (W) Mumbai-52",,,,,,19.069,72.831,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2021,"Swami Muktanand Park, Saraswati Road, Santacruz (W), Mumbai- 50.",,,,,,19.082,72.831,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2022,"Guru nanak park at 16th Road Bandra(w), Mumbai- 50.",,,,,,19.0607154,72.830764,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2023,"Chhatrapati Sambhaji Udyan Union Park. Opp. Dr Ambedkar Road. Khar.(w), Mumbai- 52",,,,,,19.0709712,72.8273224,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2024,"Jamshedji Hasnji Katrak Udyan Pery Cross Road Bandra(w), Mumbai- 50.",,,,,,19.0605212,72.8230054,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2025,"Raosaheb Patwardhan Udyan,32nd Road Bandra (w), Mumbai- 50.",,,,,,19.064,72.834,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2026,"Vishanu Buva K.Udyan, S.V Road,Khar (W), Mumbai- 52",,,,,,19.0732476,72.8377194,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2027,"Rotary Park Main Avenue Road & 16th Road Khar (w), Mumbai- 52",,,,,,19.0773482,72.8306164,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2028,"Lions Juhu Municipal Children Park at Juhu Road & Linking,Santacruz(w), Mumbai- 54",,,,,,19.0839729,72.834073,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2029,"RG plot at Kantawadi D'Monte Park ,Bandra (w), Mumbai- 50.",,,,,,19.06,72.825,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2030,"Dr. Norman Francis Levis R.G Supari Tank Juncation Of Rebello Road & Mount Carmello Road Bandra(w), Mumbai- 50.",,,,,,19.0513763,72.8264518,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2031,"R.G. plot at D'Monte park Road, Bandra (W), Mumbai- 50.",,,,,,19.0578216,72.825806,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2032,"R.G of the Juncation of B.J.Road & Bhabha Road Bandra (w), Mumbai- 50. (Sea harrier Jet plot)",,,,,,19.0499796,72.8210907,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2033,"R.G of the Juncation of B.J.Road & Bhabha Road Bandra (w), Mumbai- 50. (Fish garden)",,,,,,19.0510836,72.8218031,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2034,"Dr. Babasaheb Ambedkar Recreation Ground Kantawadi Road Plot No 787 Bandra (w), Mumbai- 50.",,,,,,19.0614538,72.8247696,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2035,"Prof. Almeida Park, Prof. Almeida Road, Near Bhabha Hospital, Bandra (W), Mumbai- 50.",,,,,,19.0574271,72.8313997,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2036,"Late Shridhar G. Bagve Udyan Poddar Road Santacruz (w), Mumbai- 54",,,,,,19.085,72.838,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2037,छत्रपती शिवाजी महाराज पार्क,,,,,,19.100174,72.893129,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2038,साहित्यरत्न लोकशाहिर अण्णाभाऊ साठे मैदान,,,,,,19.091928,72.896249,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2039,स्वर्गीय अलका सागर मनोरंजन मैदान,,,,,,19.113255,72.899539,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2040,श्री जगन्नाथ मंदिर क्रीडांगण,,,,,,19.0998299,72.8868326,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2041,भारतरत्न ए.पी.जे. अब्दुल कलाम खेळाचे मैदान,,,,,,19.07466,72.885931,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2042,सेंट मदर तेरेसा उद्यान,,,,,,19.0823319,72.8851442,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2043,चाचा नेहरु मनोरंजन मैदान,,,,,,19.077775,72.884595,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2044,,,,,,,19.077771,72.884382,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2045,,,,,,,19.112444,72.90158,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2046,,,,,,,19.112444,72.90158,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2047,,,,,,,19.112444,72.90158,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2048,,,,,,,19.108901,72.899764,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2049,,,,,,,19.107374,72.900531,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2050,,,,,,,19.106184,72.895611,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2051,गणेश मैदान,,,,,,19.111052,72.89634,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2052,,,,,,,19.077928,72.884345,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2053,Garden plot infront of Markaz masjid,,,,,,19.070484,72.880643,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2054,L. R. Tersee Bhatia Udyan,,,,,,18.9387131,72.8353286,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2055,Horniman Circle Garden,,,,,,18.9320315,72.8349962,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2056,Walter D’souza Garden,,,,,,18.9424735,72.8274487,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2057,Saboo Siddhique Playground,,,,,,18.9482612,72.8376592,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2058,"Chhatrapati Shivaji Maharaj Udyan, Gateway of India",,,,,,18.9228188,72.833872,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2059,"Cooperage Bandstand garden,",,,,,,18.9258086,72.8282763,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2060,"Sabina Chandrashekhar Recreation Ground,",,,,,,18.9245355,72.8303113,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2061,Garden plot at junction of N. Parekh marg & J. Bhosle marg,,,,,,18.9212991,72.826879,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2062,DSK Garden,,,,,,18.9132928,72.8210062,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2063,Pasta lane I Garden,,,,,,18.9188189,72.8278857,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2064,Hutatma Chowk Garden.,,,,,,18.9325483,72.8316973,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2065,"Suraksha Garden,",,,,,,18.9172579,72.8236488,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2066,"CPRA Garden, Cuffe parade",,,,,,18.9149164,72.8216137,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2067,"Colaba Woods Garden, Cuffe parade",,,,,,18.9132387,72.8201146,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2068,"Vikas Garden , Cuffe Parade",,,,,,18.9159061,72.816625,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2069,"F P No 108, TPS 1",,,,,,19.102,72.854,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2070,"Shahid Rajguru Udyan ,CTS No. 1498 A/5",,,,,,19.1020004,72.8790327,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2071,Shahid Bhagat Singh Udyan CTS No. 1498 A/6,,,,,,19.1025163,72.8788993,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2072,"Devidas Vitthal Salsingikar Udyan, CTS No. 175 A (pt)",,,,,,19.1350052,72.8694462,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2073,"Vicharwant Sadguru Wamanrao Pai, CTS.No.453/B/3",,,,,,19.1079882,72.859992,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2074,CTS No. 70 D,,,,,,19.15,72.851,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2075,"CTS No 273,274",,,,,,19.109,72.87,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2076,CTS NO.710 C (P) & 710 D(P),,,,,,19.1106308,72.8844076,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2077,Shahid Ashok Kamate Manoranjan Maidan,,,,,,19.138,72.868,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2078,CTS NO 345A/6,,,,,,19.1134929,72.8852748,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2079,CTS No.379/2 of Chakala,,,,,,19.109,72.859,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2080,"CTS no.115 B,115C,119A/1",,,,,,19.1205123,72.8839011,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2081,CTS no.122A/1,,,,,,19.1200464,72.8846864,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2082,CTS No. 119 A/1,,,,,,19.1211502,72.8815546,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2083,CTS No. FP NO 16 16/1 to 24 and 17,,,,,,19.115,72.862,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2084,"Mother Teresa Udyan, CTS No 398/C and 398/D part Park, Survey No 89 A1",,,,,,19.1086539,72.8616825,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2085,"Ramesh More Park, CTS NO 523, 522, 524 Hissa No 8",,,,,,19.1189002,72.8503587,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2086,"Prabhodankar Thackeray Maidan,CTS NO 252 part, 255 part, 256 part, 257, 258, 259 260 part, 261, 262, 270, 271 part, 272 part, 274/2 part,435 part, Hissa No 23",,,,,,19.1088688,72.849708,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2087,"Anandibai Keskar Park ,F P No 72, TPS 1",,,,,,19.100867,72.8465738,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2088,"CTS No 228/B, survery No 11, Hissa No 2 P, 85 part",,,,,,19.14,72.856,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2089,"Matoshri Meenatai Thackeray Shilpgram, CTS NO. 190/B,",,,,,,19.135,72.871,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2090,Bhausaheb Hire Garden,,,,,,18.970692,72.818539,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2091,Bane Compound,,,,,,18.970344,72.816946,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2092,Jaisinghbhai Solanki Garden,,,,,,18.9649,72.82035,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2093,lolmanya Tilak Garden,,,,,,18.955108,72.813377,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2094,Rajarambapu Suryawanshi Garden,,,,,,18.958392,72.824754,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2095,Amarson Garden,,,,,,18.969544,72.802256,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2096,Johnson &Johnson Garden,,,,,,18.974786,72.80595,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2097,Tulsidas Kilachand Grden,,,,,,18.955672,72.807677,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2098,Pandurangshastri Athavle Garden,,,,,,18.96879,72.814153,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2099,Rock Garden,,,,,,18.95127,72.803679,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2100,Tata Garden,,,,,,18.967139,72.803266,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2101,Swami Samarth Garden,,,,,,18.954008,72.821254,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2102,Banganga Garden,,,,,,18.944959,72.793312,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2103,Playground OPP to Bombay Internatinal School,,,,,,18.956476,72.808736,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2104,S M Joshi Kridangan,,,,,,18.948252,72.79585,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2105,T D R Plot at 12 khetwadi,,,,,,18.960767,72.821441,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2106,August Kranti Garden,,,,,,18.962505,72.810654,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2107,"Pawwala Compound ,Mumbai 04",,,,,,18.960555,72.822796,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2108,Priyadarshini Park,,,,,,18.957275,72.798951,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
