green_space_id,green_space_name,address,bmc_department,ward_code_source,twitter_handle,website,latitude,longitude,source_file,source,coordinate_valid
2258,Rock Garden,,,,,,19.07173,72.89996,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2259,"TDR plot of Anik village Depot, CTS no. 220 (D), 215 (B)",,,,,,19.0320261,72.8905917,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2260,"Plot bearing CTS No. 669/A, V. N. Purav Road",,,,,,19.0502,72.9048,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2261,Lokmanya Tilak Maidan,,,,,,19.0598432,72.9067813,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2262,"Mahatma Gandhi Maidan,",,,,,,19.0579866,72.8992545,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2263,"Municipal Playground, Tilaknagar",,,,,,19.0667793,72.8943426,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2264,Playground near Ayyappa Temple,,,,,,19.0640547,72.8932917,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2265,"Playground Near Marawali Church, R.C. Marg, Chembur CTS no.316 (pt.), 19 (pt.)",,,,,,19.0406643,72.8932083,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2266,"L.S. Rokade Maidan, Near Municipal School CTS no.49 (pt.)",,,,,,19.0637724,72.8904057,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2267,Shri. Nanak Bhojwani Udyan CTS no.27 (pt.),,,,,,19.05459,72.8985,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2268,Shri Ganesh Udyan,,,,,,19.0672611,72.8961071,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2269,"Playground Near Adarsha Vidyalaya, Sahakar Nagar, Chembur. CTS No.49 (pt.)",,,,,,19.062993,72.88961,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2270,"Playground Near Ghatla Municipal School, ChemburCTS no.586/3",,,,,,19.0523286,72.9075359,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2271,"Garden Plot at Mahul Village Road, Anik Village CTS NO.232/A/ 1/3, Anik",,,,,,19.0320261,72.8905917,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2272,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1162628,72.9380327,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2273,C.T.S. No. 340,,,,,,19.1171103,72.9331362,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2274,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1180291,72.9385022,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2275,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1150549,72.9404812,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2276,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.120904,72.9388052,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2277,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1144546,72.9362459,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2278,C.T.S. No. 150(pt),,,,,,19.1212514,72.9313716,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2279,C.T.S. No. 350(pt),,,,,,19.1141099,72.9311854,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2280,C.T.S. No. 252c,,,,,,19.1118482,72.9297988,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2281,CTS No-773(pt),,,,,,19.1626,72.9389,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2282,CTS No-547/a,,,,,,19.1623545,72.9378837,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2283,CTS No-411/f,,,,,,19.1517048,72.9404192,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2284,"CTS No-373/A,36/B",,,,,,19.145507,72.929343,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2285,"CTS No.373/A,37/B",,,,,,19.1460841,72.9301072,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2286,"CTS No.373/A,36B/A",,,,,,19.1457107,72.9299817,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2287,Adishakti Shree Ekveeramata Kridangan.,,,,,,19.15121,72.94932,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2288,CTS No.301/D,,,,,,19.1575943,72.9414599,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2289,CTS No.993,,,,,,19.1520353,72.9348813,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2290,Sahid Jaywant Hanumant Patil R.G.,,,,,,19.1353277,72.9293316,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2291,"CTS No.339A/2, 339A/3",,,,,,19.1581589,72.9451542,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2292,"CTS No-654/C,642/1,426/E",,,,,,19.14392,72.9391,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2293,"CTS No.419/A/1/3,",,,,,,19.1499558,72.9393847,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2294,CTS No-403/B/4,,,,,,19.1510581,72.9403852,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2295,CTS No.607/C/2,,,,,,19.1366295,72.9298,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2296,CTS No-617/B/3,,,,,,19.140985,72.9336882,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2297,"CTS No.198,198/1 to 18",,,,,,19.1535865,72.9340448,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2298,Prabodhankar Thakare Manoranjan Maidan,,,,,,19.1087028,72.9170193,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2299,"CTS no 581/F,588/A,589/A,590/4, 591,592A(pt),594A(pt),597",,,,,,19.2515368,72.8475609,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2300,Jari mari garden,,,,,,19.2542386,72.8648059,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2301,Sane Guruji garden,,,,,,19.254827,72.856965,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2302,CTS No. 535/A/3/4,,,,,,19.2515066,72.8482185,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2303,CTS No.1246,,,,,,19.245114,72.846513,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2304,"CTS No. 2758/A/2, 2758/A/3",,,,,,19.24782,72.86939,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2305,CTS No.889,,,,,,19.2508903,72.8513152,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2306,Dahisar cemetary,,,,,,19.26093,72.85535,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2307,"Hutatma Babu Genu Maidan,",,,,,,19.0970424,72.9107439,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2308,"Chhatrapati Shivaji Maharaj Maidan,",,,,,,19.10304,72.9177,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2309,"Jai Maharashtra Ganesh Maidan,",,,,,,19.0888,72.90054,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2310,"MTNL Play Ground plot,",,,,,,19.09202,72.91407,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2311,"Shirishkumar pai Maidan,",,,,,,19.097781,72.901955,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2312,Chittaranjan Kridangan,,,,,,19.0796004,72.899447,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2313,Play Ground plot at Laxmi Baugh Ghatkopar (E),,,,,,19.0933383,72.9182354,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2314,Maharashtra Bhushan Ti. Dr. Nanasaheb Dharmadhikari Kridangan,,,,,,19.0966112,72.9028097,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2315,"Pankheshah Baba Recreation Ground,",,,,,,19.0958397,72.9160287,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2316,"Subhedar Ramji Maloji Ambedkar Udyan,",,,,,,19.1025641,72.9184065,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2317,"Meenatai Thakre Udyan,",,,,,,19.0985161,72.9172597,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2318,"Krantiveer Shyamji Krushna Varma Udyan,",,,,,,19.088926,72.896826,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2319,"New Maneklal Maidan,",,,,,,19.0893767,72.9017373,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2320,"R.G.Plot,Nr Mac Lab Kirol gaon",,,,,,19.080306,72.897177,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2321,"R.G.Plot,Nr. Godrej & Boise Ltd.",,,,,,19.103659,72.92831,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2322,"R.G. at Park site Vikhroli (W), 1/10",,,,,,19.1097154,72.9180052,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2323,"Munisuvrat Udyan,Navroji Hill Road, Ghatkopar(W)",,,,,,19.085078,72.90407,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2324,"Clover Recreation Ground,",,,,,,19.080766,72.902095,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2325,"R.G. Plot nr Mahendra & mahendra Park Building,",,,,,,19.0893571,72.8968397,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2326,"R.G. plot bearing CTS No. 50B,",,,,,,19.0981342,72.918805,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2327,Pramod Mahajan Van Udyan,,,,,,19.14189,72.9083,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2328,Chhatrapati Shivaji Maharaj Udyan,,,,,,19.122835,72.9122246,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2329,George Fernandes Rock Garden,,,,,,19.1151301,72.9050233,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2330,C.T.S. No. 2A/4D,,,,,,19.1052466,72.9174681,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2331,"C.T.S. No. 13/D, Powai",,,,,,19.1164731,72.9076811,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2332,"C.T.S. No. 22/2, Powai",,,,,,19.1135007,72.9088011,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2333,Sahakar Maharshi Baburao Paranjape Udyan,,,,,,19.13591,72.9345,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2334,"C.T.S. No. 15/F, Powai",,,,,,19.114821,72.9089774,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2335,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1162797,72.9336,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2336,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1196943,72.9372347,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2337,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1111192,72.9340011,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2338,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1158647,72.8863492,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2339,"C.T.S. No. 356(pt),kannmawar nagr",,,,,,19.1217374,72.9405057,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2340,CTS No-350(pt),,,,,,19.1130652,72.9333913,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2341,CTS No-339,,,,,,19.1179095,72.9346701,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2342,CTS No-125/121(pt),,,,,,19.1234606,72.9292376,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2343,CTS No-160,,,,,,19.118525,72.9312968,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2344,CTS No-3926,,,,,,19.120208,72.9345425,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2345,CTS NO 281,,,,,,19.1146176,72.9325634,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2346,CTS No-458(pt),,,,,,19.151237,72.9372846,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2347,CTS NO -4c,,,,,,19.1198718,72.9382059,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2348,Pandit Dindayal Upadhyay Udyan,,,,,,19.1194571,72.9066789,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2349,"C.T.S. No. 2A/4B, Vikhroli (W)",,,,,,19.1061354,72.917684,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2350,"C.T.S. No. 13A/1/2, Powai",,,,,,19.1169543,72.9076781,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2351,CTS No. 2853/C,,,,,,19.252286,72.871506,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2352,"Sports Complex Bhavdevi CTS No.140(Pt), 149(Pt), 150, 151(Pt), 171, 172, 173, 174, 175, 177, 178, 185 & 185/1, 186/A (pt) & 186/B (pt), 187, 187/1 To 4, 196, 2790, 88/f, 142, 144, 145, 146, 147, 148,1235/A",,,,,,19.24681,72.85577,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2353,CTS No. 2941/B & 2940/B,,,,,,19.253148,72.873,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2354,Dr.Babasaheb Ambedkar Udyan MCGM,,,,,,19.2068746,72.8702609,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2355,Swatantryaveer Savarkar Udyan MCGM,,,,,,19.19906,72.8556017,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2356,Rajiv Gandhi udyan MCGM,,,,,,19.2133554,72.8507627,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2357,MCGM Garden Near Mihar Complex,,,,,,19.2099232,72.8189364,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2358,MCGM Garden Near Green Hill CHSL,,,,,,19.1971168,72.8706331,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2359,Maharana Pratap Udyan MCGM,,,,,,19.2001875,72.8741918,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2360,Sai Udyan MCGM,,,,,,19.2003776,72.8732204,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2361,MCGM Garden near Bhoomi CHS,,,,,,19.2062682,72.8791174,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2362,"MCGM Playground, Attached to Gundecha School",,,,,,19.2118335,72.8773463,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2363,Rajeev Gandhi Maidan MCGM,,,,,,19.2127755,72.8629078,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2364,MCGM Plot at Atmaram Sawant marg,,,,,,19.1986213,72.8596323,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2365,MCGM play gournd near Essbel Bldg,,,,,,19.1954291,72.8760484,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2366,Savitribai Phule Maidan MCGM,,,,,,19.198183,72.8756225,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2367,MCGM Play ground Nr. Naman Towers,,,,,,19.1965796,72.8487175,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2368,MCGM PG at Sambhaji school,,,,,,19.2010121,72.8634214,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2369,MCGM PG at Akurli cross road no.3,,,,,,19.2012447,72.863377,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2370,MCGM plot attached to Thakur Public School,,,,,,19.2091768,72.875327,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2371,Netaji Subhash Chandra Bose Kridangan MCGM,,,,,,19.2115227,72.8458315,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2372,MCGM plot at Parekh Nagar,,,,,,19.2090012,72.8452943,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2373,MCGM plot near Shyam Narayan School,,,,,,19.2131114,72.8743922,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2374,MCGM plot Nr.Spring club,,,,,,19.210871,72.8467633,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2375,MCGM Plot at village poisar.,,,,,,19.209292,72.8599581,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2376,St.Meery PG MCGM,,,,,,19.2124871,72.8200261,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2377,MCGM plot Mahavir Ngr,,,,,,19.211414,72.8411308,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2378,Lokmanya Bal Gangadhar Tilak Manoranjan Maidan MCGM,,,,,,19.1969912,72.8494089,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2379,MCGM Recreation Ground near Thakur engineering College,,,,,,19.2063353,72.8758771,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2380,Priyadarshini Indira Gandhi Manoranjan Maidan MCGM,,,,,,19.1970515,72.8552802,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2381,Khajuriya udyan MCGM,,,,,,19.1964918,72.8488874,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2382,Sahitya Samrat Aanabhau Sathe Manoranjan Maidan MCGM,,,,,,19.1985354,72.8698001,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2383,MCGM plot at Mahaveer Ngr,,,,,,19.2113836,72.841045,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2384,"Shyam Naryan Singh Thakur, Manoranjan maidan MCGM",,,,,,19.2107038,72.8644918,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2385,Pramod Navalkar udyan MCGM,,,,,,19.2088956,72.8593124,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2386,"MCGM plot Nr.Swayambho Ganesh Mandir,",,,,,,19.1967604,72.8558149,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2387,MCGM PLOT back side of R/South Ward office,,,,,,19.203844,72.844801,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2388,Punyoshlok Ahilyabai Holkar Maidan MCGM,,,,,,19.2002598,72.8577752,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2389,MCGM Play ground Near sheikh Quarry,,,,,,19.2068841,72.8800149,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2390,Dadoji Kandev Maidan MCGM,,,,,,19.2124159,72.871721,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2391,MCGM Play ground next to Oxford Public School,,,,,,19.2070063,72.8764707,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2392,Mahalaxmi Udyan MCGM,,,,,,19.2080807,72.8769706,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2393,Evershine Joggers Park MCGM,,,,,,19.210873,72.8763386,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2394,MCGM garden near Charkop Bus stop,,,,,,19.2081461,72.8107085,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2395,Madharao Sindhiya udyan MCGM,,,,,,19.2000804,72.8760871,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2396,MCGM Plot at Village Akurli,,,,,,19.1951496,72.8769889,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2397,MCGM Garden near Gundecha School,,,,,,19.2123543,72.8769774,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2398,MCGM Plot at Charkop village,,,,,,19.2128288,72.8186101,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2399,MCGM Plot at Charkop Village,,,,,,19.2126423,72.8186407,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2400,Loknete Maa.Gopinath Munde Udyan MCGM,,,,,,19.2137165,72.8395784,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2401,MCGM Plot at village Akurli,,,,,,19.2040243,72.8564452,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2402,Veer Abdul hamid udyan MCGM,,,,,,19.1984036,72.8685265,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2403,MCGM plot opp.Swami Vivekanand School,,,,,,19.2094619,72.8465263,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2404,MCGM Plot next to Kapol Vidyanidhi School,,,,,,19.2104984,72.8440175,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2405,Shaheed Bhagatsingh Miadan MCGM,,,,,,19.2110082,72.8724534,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2406,Shri Kantilal Ravaji Makhecha MCGM,,,,,,19.2024161,72.838718,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2407,Sahid Tukaram Ombale,,,,,,19.2489731,72.845844,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2408,"CTS no 3/7/A, 3/7/b & 63A",,,,,,19.260722,72.850391,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2409,CTS No. 319/F,,,,,,19.25808,72.85657,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2410,"Cts no 108/a,109,110,113",,,,,,19.258865,72.855274,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2411,Plot bearing cts no 101,,,,,,19.2594,72.85368,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2412,CTS No. 255 E,,,,,,19.2559634,72.8554397,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2413,CTS NO. 628/D/1,,,,,,19.25108,72.849963,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
