facility_id,name,service_type,address,ward_code,longitude,latitude,source,source_file,source_id,verification_status,geometry
HC_00029,D P Wadi Dispensary,dispensary,"Kapreshwar Krupa,Chs.Umesh Salunkhe Marg Mumbai- 33",E,72.84,18.98,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,29,source_verified,POINT Z (72.84 18.98 0)
HC_00030,E S Patanwala Dispensary,dispensary,"E.S. Patanwala Marg,Maratha Compound,Byculla Mumbai- 27",E,72.84,18.98,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,30,source_verified,POINT Z (72.84 18.98 0)
HC_00031,Motishah Lane Dispensary,dispensary,"Near B.I.T. chwal, Love Lane,Mumbai- 10",E,72.84,18.98,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,31,source_verified,POINT Z (72.84 18.98 0)
HC_00032,Gaurabai Dispensary,dispensary,Ozone Building Nagpada Mumbai .,E,72.83,18.97,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,32,source_verified,POINT Z (72.83 18.97 0)
HC_00033,Siddharth Nagar Dispensary,dispensary,"siddharth Nagar Porta Cabin, Kamathipura Mumbai- 8",E,72.83,18.96,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,33,source_verified,POINT Z (72.83 18.96 0)
HC_00034,Nawab Tank Dispensary,dispensary,"Porta Cabin, Chimanaji Ranoji Street, Dockyard East Mumbai- 10",E,72.8441,18.9654,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,34,source_verified,POINT Z (72.8441 18.9654 0)
HC_00035,Hakim Ajmal Khan Unani (Souter Street) Dispensary,dispensary,"Meghraj Sethi Marg,opp Zula maidan Byculla Mumbai- 08",E,72.83,18.97,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,35,source_verified,POINT Z (72.83 18.97 0)
HC_00036,F/S Parel Dispensary,dispensary,"Room no.12,F/South ward offiice Bldg.Parel,Mumbai-12",FS,72.84,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,36,source_verified,POINT Z (72.84 19.01 0)
HC_00037,Gautam Ngr. Dispensary,dispensary,"Dadasaheb Phalkr Road,Dadar(E),Mumbai-14",FS,72.84,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,37,source_verified,POINT Z (72.84 19.01 0)
HC_00038,Naigaon Dispensary,dispensary,"S.S.Wagh Marg,Naigaon Mumbai-14",FS,72.85,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,38,source_verified,POINT Z (72.85 19.01 0)
HC_00039,Kidwai Nagar Dispensary,dispensary,"Rafiahmad Kidwai Road,Near Hari Masjid,Kidwainagar Wadal.Mumbai-31",FS,72.85,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,39,source_verified,POINT Z (72.85 19.01 0)
HC_00040,Sewree Cross Road Dispensary,dispensary,"Opp.Old Post Office,Sewree Cross Rd.Disp.,Sewree Mumbai-15",FS,72.85,19.0,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,40,source_verified,POINT Z (72.85 19 0)
HC_00041,A.D. Marg Dispensary (private Property),dispensary,"Mulraj Bhavan,A.D.Marg,Sewree-15",FS,72.85,19.0,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,41,source_verified,POINT Z (72.85 19 0)
HC_00042,Ambewadi Dispensary,dispensary,"G.D.Ambekar Marg,Near Pooja Hotel ,Kalachowy,Mumbai-33",FS,72.84,18.99,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,42,source_verified,POINT Z (72.84 18.99 0)
HC_00043,Abhuday Nagar Dispensary,dispensary,"Bldg.no.12,Near N.M.K.School,Cottn Green ,Kalachowky",FS,72.85,18.99,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,43,source_verified,POINT Z (72.85 18.99 0)
HC_00044,Triveni Sadan Dispensary,dispensary,"Bldg.no.2,MahadevPalav Marg,Currey Road,Mumbai-12",FS,72.83,18.99,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,44,source_verified,POINT Z (72.83 18.99 0)
HC_00045,L.B.S. Market Dispensary,dispensary,"LBS Municipal Market Dispensary Bld, 1st Floor L.N Road Beside Matunga Central Railway Station(E),Mumbai-19",FN,72.85,19.03,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,45,source_verified,POINT Z (72.85 19.03 0)
HC_00046,Wadala Dispensary,dispensary,Madona Building Ground Floor Nathalal Parekh Marg Wadala 400031,FN,72.86,19.02,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,46,source_verified,POINT Z (72.86 19.02 0)
HC_00047,Korba Mithagar Dispensary,dispensary,"Korba Mithagar Dipensary,Barkat Ali Naka, OPP Wadala Police Station,Near Municipal Marathi School",FN,72.86,19.02,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,47,source_verified,POINT Z (72.86 19.02 0)
HC_00048,Pratiksha Nagar Transit Camp Dispensary,dispensary,"Pratiksha Nagar Municipal Dispensary, Room No 3,4,5, & 6, Ground Floor,Mhada Building no T-1, Behind Transit Camp Post Office, Sion -22",FN,72.87,19.04,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,48,source_verified,POINT Z (72.87 19.04 0)
HC_00049,New Transit Camp Dispensary,dispensary,"C S NO.404/6, PLOT NO.104, OPP.NEW SIES COLLEGE, ROAD NO.29, SION EAST , MUMBAI 22.",FN,72.86,19.03,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,49,source_verified,POINT Z (72.86 19.03 0)
HC_00050,Antop Hill Dispensary,dispensary,"Oppo Antop Hill Bus Depot,Shaikh Mistri Dargah, Road Antop Hill Mumbai 400037",FN,72.87,19.03,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,50,source_verified,POINT Z (72.87 19.03 0)
HC_00051,Rawli Camp Dispensary,dispensary,"Raoli Camp MH UPHC, Sardar Nagar-4, Sion Koliwada, Mumbai-37",FN,72.87,19.04,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,51,source_verified,POINT Z (72.87 19.04 0)
HC_00052,Worli Koliwada Dispensary,dispensary,Ground floor near worli bus depot near police chowki Mumbai-25,GS,72.8517,18.9615,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,52,source_verified,POINT Z (72.8517 18.9615 0)
HC_00053,Jijamata Nagar Dispensary,dispensary,dispensary in container opp four season hospital Dr E Moses Road worli Mumbai-18,GS,72.82,18.99,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,53,source_verified,POINT Z (72.82 18.99 0)
HC_00054,S.B. Marg Dispensary,dispensary,opp one India bull center BMC building Ground floor near shikshak bhavan Elephiston Mumbai -13,GS,72.83,19.0,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,54,source_verified,POINT Z (72.83 19 0)
HC_00055,Ferguson Road Dispensary,dispensary,160-A Hasan building ground floor N M Joshi marg lower parel Mumbai-13,GS,72.83,19.0,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,55,source_verified,POINT Z (72.83 19 0)
HC_00056,Maharashtra High School Compound Dispensary,dispensary,Municipal dispensary ground floor N M Joshi marg Mumbai -13,GS,72.83,19.0,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,56,source_verified,POINT Z (72.83 19 0)
HC_00057,Beggars Home Dispensary,dispensary,Dr King’s George V memorial bld Dr E Moses road near famous studio Mahalaxmi Mumbai -11,GS,72.82,18.99,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,57,source_verified,POINT Z (72.82 18.99 0)
HC_00058,Prabhadevi Dispensary,dispensary,Paricharika niwas building ground floor old prabhadevi road opp Giayaman house Mumbai -13,GS,72.83,19.02,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,58,source_verified,POINT Z (72.83 19.02 0)
HC_00059,Welfare center Dispensary,dispensary,Ground floor shivalya building Ganapat rao kadam marg Mumbai -13,GS,72.8227,18.9978,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,59,source_verified,POINT Z (72.8227 18.9978 0)
HC_00060,Sasmira Marg Dispensary,dispensary,Ground floor sasmira marg behinsd worli labour camp Mumbai -25,GS,72.82,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,60,source_verified,POINT Z (72.82 19.01 0)
HC_00061,BDD Chawl Dispensary,dispensary,Building no 45 ground floor N M Joshi marg opp jambori Maidan worli,GS,72.82,19.0,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,61,source_verified,POINT Z (72.82 19 0)
HC_00062,Currey Road Dispensary,dispensary,S B Pawar marg near Municipal Gardan Low leval north Mumbai -13,GS,72.83,18.99,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,62,source_verified,POINT Z (72.83 18.99 0)
HC_00063,Zandu Ayurvedic Dispensary,dispensary,opp one India bull center BMC building Ground floor near shikshak bhavan Elephiston Mumbai -13,GS,72.83,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,63,source_verified,POINT Z (72.83 19.01 0)
HC_00064,Prabhadevi Avurvedic Dispensary,dispensary,Dnyaneshwar apartment Ground floor veer savarkar marg Mumbai -25,GS,72.83,19.02,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,64,source_verified,POINT Z (72.83 19.02 0)
HC_00065,Bai Gulbai Dispensary,dispensary,"St. Anthony Building, Groung floor ,Bhavani shankar road ,dadar west-28",GN,72.84,19.02,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,65,source_verified,POINT Z (72.84 19.02 0)
HC_00066,Shree Cinema Dispensary,dispensary,"Welfare Center Building, Dilip Gupte,Road mahim-16",GN,72.84,19.03,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,66,source_verified,POINT Z (72.84 19.03 0)
HC_00067,Welkarwadi Dispensary,dispensary,Welkarwadi L.J.2nd Road BMC Building BMC Ground Floor Building no.4,GN,72.84,19.04,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,67,source_verified,POINT Z (72.84 19.04 0)
HC_00068,Shahu Nagar Dispensary,dispensary,"Building E-14,Ground Floor shahunagar BMC Building Mahim -17",GN,72.85,19.04,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,68,source_verified,POINT Z (72.85 19.04 0)
HC_00069,Matunga Labour Camp Dispensary,dispensary,"Matunga labour camp,in front of tata power,Dharavi",GN,72.85,19.03,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,69,source_verified,POINT Z (72.85 19.03 0)
HC_00070,Pilla Bunglow Dispensary,dispensary,Pilla Bunglow Mumcipal Dispensary sant Rohidas Road Dharravi-17,GN,72.86,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,70,source_verified,POINT Z (72.86 19.05 0)
HC_00071,Dharavi Main Road Dispensary,dispensary,Dharavi Main road muncipal Dispensary,GN,72.85,19.04,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,71,source_verified,POINT Z (72.85 19.04 0)
HC_00072,Transit Camp Dispensary,dispensary,"Transit camp dispensary,60ft road, Dharavi",GN,72.86,19.04,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,72,source_verified,POINT Z (72.86 19.04 0)
HC_00073,Kumbharwada Dispensary,dispensary,Ground Floor Rajiv Gandhi SRA Building 90 feet road kumbharwada dharavi- 17,GN,72.85,19.04,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,73,source_verified,POINT Z (72.85 19.04 0)
HC_00074,Prabhat Colony Dispensary,dispensary,,HE,72.84,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,74,source_verified,POINT Z (72.84 19.09 0)
HC_00075,Kolekalyan Dispensary,dispensary,"Shantinagar industrial estate, Near Hayat Hotel , Santacruz East Mumbai – 55.",HE,72.85,19.07,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,75,source_verified,POINT Z (72.85 19.07 0)
HC_00076,Swami Vivekanand Nagar Dispensary,dispensary,"Datta Mandir Road,Vakola,Santacruz-East",HE,72.85,19.08,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,76,source_verified,POINT Z (72.85 19.08 0)
HC_00077,Kalina Dispensary,dispensary,"Near Kalina Market, kalina kurla road,kalina,Santacruz east",HE,72.86,19.08,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,77,source_verified,POINT Z (72.86 19.08 0)
HC_00078,Bharat Nagar Dispensary,dispensary,"Windsor House, MCGM Library , Santacruz East",HE,72.86,19.06,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,78,source_verified,POINT Z (72.86 19.06 0)
HC_00079,Kherwadi Dispensary,dispensary,"kherwadi Dispensary,Kherwadi, bandra 51",HE,72.85,19.06,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,79,source_verified,POINT Z (72.85 19.06 0)
HC_00080,Jawahar Nagar Dispensary,dispensary,"Jawahar Nagar Dispensary,Golibar Road, Khar east",HE,72.84,19.06,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,80,source_verified,POINT Z (72.84 19.06 0)
HC_00081,Gurunanak Dispensary,dispensary,"Bandra Station, Near Bandra Dharmshala Road, Bandra West, Mumbai",HW,72.84,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,81,source_verified,POINT Z (72.84 19.05 0)
HC_00082,Ambedkar Dispensary,dispensary,"Dr. Ambedkar Road, Khar West",HW,72.8377,19.0701,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,82,source_verified,POINT Z (72.8377 19.0701 0)
HC_00083,Shastri Nagar Dispensary,dispensary,"shastri nagar disp. Near shiv sena shakha, shastri nagar , Santakruz west",HW,72.84,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,83,source_verified,POINT Z (72.84 19.09 0)
HC_00084,Khar Danda Dispensary,dispensary,"Khar Danda Chavari galli, Khar west",HW,72.83,19.07,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,84,source_verified,POINT Z (72.83 19.07 0)
HC_00085,Old Khar Dispensary,dispensary,"Khar TB Clinic, S. V. Rd, Khar West",HW,72.84,19.07,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,85,source_verified,POINT Z (72.84 19.07 0)
HC_00086,Sambhaji Nagar Dispensary,dispensary,"Sahar Road, Opp. Nagar Soc., Andheri (E) 400069",KE,72.85,19.11,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,86,source_verified,POINT Z (72.85 19.11 0)
HC_00087,Gundavli Dispensary,dispensary,"Ground Floor,MCGM K/E Ward office,Gundavli,gaothan, Azad Road, Andheri (E) 400069",KE,72.859,19.1185,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,87,source_verified,POINT Z (72.859 19.1185 0)
HC_00088,Paranjape Dispensary,dispensary,"Nehru Road, BMC Bldg., 1st Floor, Nehru Road, Vile Parle, Mumbai-400057",KE,72.85,19.1,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,88,source_verified,POINT Z (72.85 19.1 0)
HC_00089,Koldongari Dispensary,dispensary,"Sahar Road, Opp. Garware Chowk, Koldongri, Andheri (E), 400069",KE,72.85,19.11,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,89,source_verified,POINT Z (72.85 19.11 0)
HC_00090,Natwar Nagar Dispensary,dispensary,"Road No.05,Shiljeet Apt., Natwar Nagar, Jogeshwari (E) 400060",KE,72.85,19.13,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,90,source_verified,POINT Z (72.85 19.13 0)
HC_00091,Marol Dispensary,dispensary,"Near fish Market, Opp. Saifee Park, Church Road, Marol, Andheri (E) 400059",KE,72.88,19.11,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,91,source_verified,POINT Z (72.88 19.11 0)
HC_00092,Caves Road Dispensary,dispensary,"Squartters Colony, Maternity home, Sanjay Gandhi Nagar, Jogeshwari (E), 400060",KE,72.86,19.14,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,92,source_verified,POINT Z (72.86 19.14 0)
HC_00093,Sundar Nagar Dispensary,dispensary,"Mahakali Caves Road, Andheri (E), 400093",KE,72.87,19.13,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,93,source_verified,POINT Z (72.87 19.13 0)
HC_00094,Hari Nagar Dispensary,dispensary,"Shankarwadi, Pump House, Jogeshwari (E), 400093",KE,72.86,19.13,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,94,source_verified,POINT Z (72.86 19.13 0)
HC_00095,Sambhaji Nagar Ayurvedic Dispensary,dispensary,"Shahaji Raje Road, Vile Parle(E), 400057",KE,72.8492,19.11,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,95,source_verified,POINT Z (72.8492 19.11 0)
HC_00096,Mangala Municipal Nursing Home Dispensary,dispensary,"Baman Daya Pada, Miletary Road, Andheri (E),400059",KE,72.8886,19.123,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,96,source_verified,POINT Z (72.8886 19.123 0)
HC_00097,N.J.Wadia Dispensary,dispensary,"GAZDHAAR HALL, S.V ROAD, NEAR ANDHERI WEST RAILWAY STATION, ANDHERI WEST , MUMBAI-400058",KW,72.85,19.12,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,97,source_verified,POINT Z (72.85 19.12 0)
HC_00098,Oshiwara Dispensary,dispensary,"Link Plaza,in front of lashkria tower aadarsh nagar behram baugh jogeshwari west",KW,72.85,19.15,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,98,source_verified,POINT Z (72.85 19.15 0)
HC_00099,Parle Market Dispensary,dispensary,Amasaheb vartak bmc market compound sarojini road parla west mumbai 400056,KW,72.84,19.1,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,99,source_verified,POINT Z (72.84 19.1 0)
HC_00100,Versova Dispensary,dispensary,"yari road, near muncipal school, Andheri west Mumbai 61.",KW,72.81,19.14,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,100,source_verified,POINT Z (72.81 19.14 0)
HC_00101,Juhu Jalan Dispensary,dispensary,"N S Rd Number 13, Chand Society, MHADA Colony, Juhu, Mumbai, Maharashtra 400049",KW,72.83,19.11,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,101,source_verified,POINT Z (72.83 19.11 0)
HC_00102,Banana Leaf Dispensary,dispensary,Juhu versova link road andheri west mumbai 400053,KW,72.82,19.13,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,102,source_verified,POINT Z (72.82 19.13 0)
HC_00103,Millat Nagar Dispensary,dispensary,"Millat nagar Muncipal Dispensary ,lokhandwala back road, near yamuna nagar, Andheri (west),",KW,72.83,19.15,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,103,source_verified,POINT Z (72.83 19.15 0)
HC_00104,Topiwala Dispensary,dispensary,"Topiwala Maternity home, opp lords College, station Rd, Goregaon West",PS,72.84,19.17,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,104,source_verified,POINT Z (72.84 19.17 0)
HC_00105,Chincholi Squatter's Dispensary,dispensary,"Chincholi Fatak, Goregoan East",PS,72.85,19.18,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,105,source_verified,POINT Z (72.85 19.18 0)
HC_00106,Sunder Nagar Dispensary,dispensary,"BMC Bldg, Pawan Baug,Nr,saraf College, Malad west",PS,72.8962,19.1246,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,106,source_verified,POINT Z (72.8962 19.1246 0)
HC_00107,Choksy Dispensary,dispensary,"Marve Rd., In front of Nutan High School, Malad (W)",PN,72.84,19.19,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,107,source_verified,POINT Z (72.84 19.19 0)
HC_00108,Nemani Dispensary,dispensary,"Nr. Nemani High School, Nr. New Era Cinema. Opp. Petrol Pump, Malad (W)",PN,72.85,19.18,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,108,source_verified,POINT Z (72.85 19.18 0)
HC_00109,Malvani Dispensary,dispensary,"Malvani gate no.6, OPP. Holy Angel School, Malvani, Malad W",PN,72.82,19.19,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,109,source_verified,POINT Z (72.82 19.19 0)
HC_00110,Rathodi Dispensary,dispensary,"Bali Residency Bldg., 1st Flr., Rathodi Bus Stop, behind Petrol Pump, Malad W",PN,72.82,19.19,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,110,source_verified,POINT Z (72.82 19.19 0)
HC_00111,Goshala Dispensary,dispensary,"Nr. Diamond Mkt., Goshala Rd., Malad E",PN,72.85,19.19,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,111,source_verified,POINT Z (72.85 19.19 0)
HC_00112,Kurar Village Dispensary,dispensary,"Siddique Comp., Nr. Ramesh Hotel, Daptari Rd., Kurar Village, Malad E",PN,72.86,19.19,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,112,source_verified,POINT Z (72.86 19.19 0)
HC_00113,Pathanwadi Dispensary,dispensary,"Pathanwadi. Mun. Disp., Triveni Ngr., Nr. Suvidha Hsp., Malad E",PN,72.86,19.18,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,113,source_verified,POINT Z (72.86 19.18 0)
HC_00114,Riddhi Garden Dispensary,dispensary,"Nr. Riddhi Garden Tower, Wageshwari Temple, General A.K.Vaidhya Marg, Dindoshi, Malad E",PN,72.87,19.18,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,114,source_verified,POINT Z (72.87 19.18 0)
HC_00115,Valnai Dispensary,dispensary,"Valnai Mun. School, Opp. Orlem Church, Malad W",PN,72.84,19.2,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,115,source_verified,POINT Z (72.84 19.2 0)
HC_00116,Manori Dispensary,dispensary,"Manori Village, Marve Rd., Malad W",PN,72.79,19.21,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,116,source_verified,POINT Z (72.79 19.21 0)
HC_00117,School Road Dispensary,dispensary,"K.D. Heights bldg no.3, Rani Sati Rd., Nr. Laxminarayan Temple, Malad E",PN,72.86,19.18,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,117,source_verified,POINT Z (72.86 19.18 0)
HC_00118,Akurli Dispensary,dispensary,Akurli Municipal Dispensary Opp Farid Estate next to oxford International School gausiya chawk thakur village kandivali east mumbai 400101,RS,72.85,19.2,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,118,source_verified,POINT Z (72.85 19.2 0)
HC_00119,Hanuman Nagar Dispensary,dispensary,Sambhaji Nagar Complex near by Hanuman Mandir Kandivali East 400101,RS,72.87,19.21,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,119,source_verified,POINT Z (72.87 19.21 0)
HC_00120,Shailaja Vijay Girkar Dispensary,dispensary,"shaileja vijay girkar municipal dispensary, dahanukarwadi, m g road, kandivali west",RS,72.8366,19.2073,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,120,source_verified,POINT Z (72.8366 19.2073 0)
HC_00121,Charkop Sector 1 Dispensary,dispensary,Charkop Sec-1 Muncipal Dispensary Sector-1 Charkop Near BMC School Kandivali west,RS,72.83,19.21,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,121,source_verified,POINT Z (72.83 19.21 0)
HC_00122,Babrekar Nagar Dispensary,dispensary,Ganesh Nagar Babrekar Nagar Kandivali West,RS,72.83,19.2,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,122,source_verified,POINT Z (72.83 19.2 0)
HC_00123,New Centenary Dispensary,dispensary,Ashiyana Building Nare usha mat home s modi road kandivali west 400067,RS,72.91,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,123,source_verified,POINT Z (72.91 19.05 0)
HC_00124,M.H.B. Dispensary,dispensary,"Old MHB Colony-MCGM,Borivali west,Mumbai 400091",RC,72.84,19.23,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,124,source_verified,POINT Z (72.84 19.23 0)
HC_00125,Gorai MHADA Dispensary,dispensary,"Gorai Mhada Part-1,near suvidya school,opposite plot no 112,Gorai,Borivali west Mumbai 400092",RC,72.83,19.23,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,125,source_verified,POINT Z (72.83 19.23 0)
HC_00126,Charkop Sector 5 Dispensary,dispensary,"Near Apna Bazar sector -5,charkop.Borivali west 400067",RC,72.83,19.22,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,126,source_verified,POINT Z (72.83 19.22 0)
HC_00127,Kajupada Dispensary,dispensary,"Chougule nagar ,mourya building ,1 st floor ,Borivali east ,Mumbai -400066",RC,72.87,19.23,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,127,source_verified,POINT Z (72.87 19.23 0)
HC_00128,K.K. Dispensary,dispensary,"at juction of s.v. and s.v.p rd,borivali west. BMC buliding.Mumbai 400092",RC,72.8666,19.224,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,128,source_verified,POINT Z (72.8666 19.224 0)
HC_00129,Ekser Dispensary,dispensary,"Eksar Talepakhadi,opp Eksar talav,Borivali west Mumbai 400092",RC,72.85,19.23,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,129,source_verified,POINT Z (72.85 19.23 0)
HC_00130,Gorai Village Dispensary,dispensary,"Near Gorai cross,Gorai village ,Borivali west,Mumbai 400091",RC,72.79,19.24,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,130,source_verified,POINT Z (72.79 19.24 0)
HC_00131,Y R Tawde Dispensary,dispensary,"Hari Shankar Joshi Road, Dahisar East",RN,72.86,19.25,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,131,source_verified,POINT Z (72.86 19.25 0)
HC_00132,Shastri Nagar Dispensary,dispensary,"Holy Cross Road, Navagaon, Dahisar West",RN,72.85,19.25,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,132,source_verified,POINT Z (72.85 19.25 0)
HC_00133,L T Road Dispensary,dispensary,"L T Road, Dahisar West",RN,72.86,19.25,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,133,source_verified,POINT Z (72.86 19.25 0)
HC_00134,Anand Nagar Dispensary,dispensary,"Manan Building, Anand Nagar, Dahisar West",RN,72.86,19.26,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,134,source_verified,POINT Z (72.86 19.26 0)
HC_00135,Pramila Nagar Dispensary,dispensary,"Mhada Colony, Kandarpada, Dahisar West",RN,72.8737,19.2605,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,135,source_verified,POINT Z (72.8737 19.2605 0)
HC_00136,Bail Bazar Dispensary,dispensary,"C/O ANANDIBAI JOSHI MATERNITY HOME, KALE MARG ANDHERI KURLA ROAD NEAR POLIC CHOWKI BAIL BAZAR KURLA (WEST) MUMBAI 400072",L,72.88,19.08,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,136,source_verified,POINT Z (72.88 19.08 0)
HC_00137,Bibi Fatima Dispensary,dispensary,BELGRAMI ROAD NEAR LBS KURLA WEST,L,72.92,19.1192,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,137,source_verified,POINT Z (72.92 19.1192 0)
HC_00138,Buddha Colony Dispensary,dispensary,Buddha Colony kurla West,L,72.8798,19.0704,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,138,source_verified,POINT Z (72.8798 19.0704 0)
