facility_id,name,service_type,address,ward_code,longitude,latitude,source,source_file,source_id,verification_status,geometry
HC_00139,Chandivali Dispensary,dispensary,"chandivali Dispensary,Sangharsh nagar",L,72.9026,19.1084,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,139,source_verified,POINT Z (72.9026 19.1084 0)
HC_00140,Kajupada Dispensary,dispensary,"Kajupada municipal dispensary, kajupada pipeline, near Ganesh maidan, kurla west, Mumbai 400072",L,72.89,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,140,source_verified,POINT Z (72.89 19.09 0)
HC_00141,Nehru Nagar Dispensary,dispensary,"MOTHER DAIRY ROAD, MOTHER DAIRY NEHRU NAGAR KURLA (E)",L,72.89,19.06,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,141,source_verified,POINT Z (72.89 19.06 0)
HC_00142,Chunabhatti Dispensary,dispensary,V N Purav marg chunabhatti mumbai 22,L,72.8846,19.1315,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,142,source_verified,POINT Z (72.8846 19.1315 0)
HC_00143,Tilak Nagar Dispensary,dispensary,"ROYAL GARGEN CHS, CTS NO 47, TILAK NAGAR (W) 400089",L,72.89,19.07,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,143,source_verified,POINT Z (72.89 19.07 0)
HC_00144,Asalpha Village Dispensary,dispensary,subash nagar Asalpha village pipeline,L,72.9,19.1,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,144,source_verified,POINT Z (72.9 19.1 0)
HC_00145,Himalaya Dispensary,dispensary,"Himalaya soc disp,near sabri bldg,NSS road Ghatkopar (w)",L,72.89,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,145,source_verified,POINT Z (72.89 19.09 0)
HC_00146,Safed Pool Dispensary,dispensary,"Safed Pool ,Kurla West",L,72.88,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,146,source_verified,POINT Z (72.88 19.09 0)
HC_00147,Mohili Village Dispensary,dispensary,"Mohili Village,Kurla West",L,72.89,19.1,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,147,source_verified,POINT Z (72.89 19.1 0)
HC_00148,Christian Village Dispensary,dispensary,CHRISTIAN VILLAGE DISPENSARY FATHER PETER PERIERA ROAD CHRISTIAN VILLAGE KURLA WEST,L,72.88,19.08,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,148,source_verified,POINT Z (72.88 19.08 0)
HC_00149,Qureshi Nagar Dispensary,dispensary,"Qureshi nagar,Kurla West",L,72.8773,19.0599,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,149,source_verified,POINT Z (72.8773 19.0599 0)
HC_00150,Nahar Amrit Shakti Dispensary,dispensary,Nahar Amrit Shakti Dispensary,L,72.88,19.07,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,150,source_verified,POINT Z (72.88 19.07 0)
HC_00151,Anik Nagar Dispensary,dispensary,"SURAKSHA SOCIETY. BLDG. NO.4, 1ST FLOOR, MHADA COLONY, VASHI NAKA, CHEMBUR-74",ME,72.9043,19.0357,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,151,source_verified,POINT Z (72.9043 19.0357 0)
HC_00152,Ayodhya Nagar Dispensary,dispensary,"NEAR FISH MARKET, JAY BHAVANI MARG, VASHI NAKA, CHEMBUR-74.",ME,72.9,19.03,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,152,source_verified,POINT Z (72.9 19.03 0)
HC_00153,Gawanpada Dispensary,dispensary,"B.D.PATIL MARG, GAVANPADA, MUMBAI-74",ME,72.9,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,153,source_verified,POINT Z (72.9 19.01 0)
HC_00154,Deonar Dispensary,dispensary,"ROOM NO. 123, DEONAR SHOPPING CENTRE, DEONAR MUNICIPAL COLONY, GOVANDI (W)",ME,72.92,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,154,source_verified,POINT Z (72.92 19.05 0)
HC_00155,Maharashtra Nagar Dispensary (Cheetah),dispensary,"BLDG. NO. 18, 1st FLOOR, ROOM NO.101,102,115 & 116. MAHARASHTRA NAGAR MANKHURD, MUMBAI-88.",ME,72.94,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,155,source_verified,POINT Z (72.94 19.05 0)
HC_00156,Kamla Raman Nagar Dispensary (Baiganwadi),dispensary,"BEHIND BHADRA HOSPITAL, ROAD TO DUMPING GROUND, MUMBAI-43, GOVANDI East",ME,72.93,19.06,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,156,source_verified,POINT Z (72.93 19.06 0)
HC_00157,Ram Manohar Lohiya (R B K Dispensary),dispensary,"CITY SURVEY NO. 4A/8/1 & 4A/8/2, UNIVERSAL MAJESTIC BLDG. P.L.LOKHANDE MARG, CHEMBUR-400071",ME,72.91,19.06,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,157,source_verified,POINT Z (72.91 19.06 0)
HC_00158,L. U. Gadkari Dispensary (Vashi Naka),dispensary,"R/1 BLDG. AMAN SOCIETY, NEAR DATTA MANDIR, VISHNU NAGAR, L.U.GADAKARI MARG, CHEMBUR, MUMBAI-74.",ME,72.89,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,158,source_verified,POINT Z (72.89 19.09 0)
HC_00159,New Baigan Wadi Dispensary,dispensary,"PLOT NO.32, ROAD NO.8, RAFIQ NAGAR, NEAR SANJAY NAGAR & 90FT. ROAD, GOVANDI, MUMBAI-43",ME,72.9235,19.0589,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,159,source_verified,POINT Z (72.9235 19.0589 0)
HC_00160,A. B. Sathe Nagar Dispensary,dispensary,"R4, MMRDA BLDG, SATHE NAGAR, MANKHURD, MUMBAI 43",ME,72.93,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,160,source_verified,POINT Z (72.93 19.05 0)
HC_00161,Trombay Dispensary,dispensary,"NEAR POST OFFICE, MAIN ROAD, TROMBAY",ME,72.95,19.03,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,161,source_verified,POINT Z (72.95 19.03 0)
HC_00162,Chembur Naka Dispensary,dispensary,"CHEMBUR NAKA DISPENSARY, BLDG NO. 2, GROUND FLOOR, CHEMBUR 71",MW,72.89,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,162,source_verified,POINT Z (72.89 19.05 0)
HC_00163,Chembur Colony Dispensary,dispensary,"CHEMBUR COLONY DISPENSARY, CHEMBUR 71",MW,72.89,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,163,source_verified,POINT Z (72.89 19.05 0)
HC_00164,Labour Camp Dispensary,dispensary,"LABOUR CAMP DISPENSARY, P.L.LOKHANDE MARG, CHEMBUR-89.",MW,72.908,19.0614,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,164,source_verified,POINT Z (72.908 19.0614 0)
HC_00165,Lal Dongar Dispensary,dispensary,"LAL DONGAR DISPENSARY, OPP ALTAVISTA TOWAR, NEAR SURANA SETHIYA HOSPITAL, V.N. PURAN MARG, CHEMBUR 71",MW,72.89,19.05,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,165,source_verified,POINT Z (72.89 19.05 0)
HC_00166,Mahul SRA Dispensary,dispensary,"MAHUL SRA DISPENSARY, GROUND FLOOR, BLDG NO. 42, MHADA SRA COMPLEX, MAHUL 74",MW,72.89,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,166,source_verified,POINT Z (72.89 19.01 0)
HC_00167,Mahul Village Dispensary,dispensary,"MAHUL DISPENSARY, NEAR FISH MARKET, MAHUL ROAD, CHEMBUR 74",MW,72.89,19.01,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,167,source_verified,POINT Z (72.89 19.01 0)
HC_00168,Sarvodaya Dispensary,dispensary,"Sarvodaya Muncipal Dispensary, Khot lane Near Bata showroom , Jyoti Chemburs Ghatkopar w Mumbai 400086",N,72.91,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,168,source_verified,POINT Z (72.91 19.09 0)
HC_00169,Park Site Dispensary,dispensary,PARKSITE MUNCIPAL UPHC ROAD NO 1 BEHIND OLD JANKALYAN BANK VIKHROLI W 400079,N,72.91,19.1,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,169,source_verified,POINT Z (72.91 19.1 0)
HC_00170,Parshi Wadi Dispensary,dispensary,"parshiwad muncipal i disp,jai maharashtra ganesh maidan,parshiwadi,ghatkopar west 4000086,",N,72.9,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,170,source_verified,POINT Z (72.9 19.09 0)
HC_00171,Pant Nagar Dispensary,dispensary,"NEAR BMC SCHOOL NO 3, PANTNGAR",N,72.92,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,171,source_verified,POINT Z (72.92 19.09 0)
HC_00172,Ramabai Dispensary,dispensary,"KDGM RAMABAI COLONY UPHC ,ON EASTERN EXPRESS HIGHWAY,NEAR SHAHID SAMARK,GHATKOPAR(East)-75..MCGM property",N,72.92,19.08,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,172,source_verified,POINT Z (72.92 19.08 0)
HC_00173,Sainath Dispensary,dispensary,Matoshree Ramabai Thakare Mat.Home Sainath nagar Rd Ganesh Maidan Ghatkopar W,N,72.91,19.09,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,173,source_verified,POINT Z (72.91 19.09 0)
HC_00174,Kirol Village Dispensary,dispensary,"near Vidyavihar(w)station,opp.BESTdepot",N,72.9,19.08,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,174,source_verified,POINT Z (72.9 19.08 0)
HC_00175,Nath Pai Dispensary,dispensary,"Venus Appartment, ground floor, opp. Dr hedagewar gardan, vidhyabhavan marg, near 90 feet road, nath pai nagar, garodiya, ghatkoper east mumbai 400072",N,72.9058,19.073,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,175,source_verified,POINT Z (72.9058 19.073 0)
HC_00176,M.V.R. Shinde Marg Dispensary,dispensary,"M.V.R.Shinde Marg, Ishwarnagar MGCB Office, Bhandup West",S,72.94,19.14,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,176,source_verified,POINT Z (72.94 19.14 0)
HC_00177,Shivaji Talav Dispensary,dispensary,"Kokan nagar, Ganga Vidyalay Primises near shivajitalao Bhandup",S,72.93,19.15,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,177,source_verified,POINT Z (72.93 19.15 0)
HC_00178,Tirandaz Dispensary,dispensary,"Tirandaz Village, IIT Road, Powai Market",S,72.905,19.1196,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,178,source_verified,POINT Z (72.905 19.1196 0)
HC_00179,Nahur Dispensary,dispensary,"MHADA colony shop no 3,4,5,Subhash Nagar,Bhandup",S,72.8846,19.1315,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,179,source_verified,POINT Z (72.8846 19.1315 0)
HC_00180,Kanjur Village Dispensary,dispensary,Kanjur Gao Near Police station Kanjur East,S,72.94,19.13,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,180,source_verified,POINT Z (72.94 19.13 0)
HC_00181,Tagor Nagar Dispensary,dispensary,Suncity building IIT Market Gandhi Nagar,S,72.94,19.12,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,181,source_verified,POINT Z (72.94 19.12 0)
HC_00182,Tulshet Pada Dispensary,dispensary,"Tulshetpada mun disp lake rd, Bhandup",S,72.9306,19.1627,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,182,source_verified,POINT Z (72.9306 19.1627 0)
HC_00183,Tembhi Pada Dispensary,dispensary,"Tembhipada Mun.disp, Nardas nagar, Near Pach mandir, Bhandup (West)",S,72.93,19.15,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,183,source_verified,POINT Z (72.93 19.15 0)
HC_00184,PJK Dispensary,dispensary,"M.G.Road, Panch Rasta, opp Kirtimahal Hotel, Mulund (w). Mum 80.",T,72.95,19.18,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,184,source_verified,POINT Z (72.95 19.18 0)
HC_00185,DDU Marg Dispensary,dispensary,"Din Dayal Upadhyay Marg, Opp Croma Shop, Checknaka, Mulund (w). Mum 80",T,72.95,19.18,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,185,source_verified,POINT Z (72.95 19.18 0)
HC_00186,Mulund Colony Dispensary,dispensary,"Zulelal Marg, Opp Jay Bharat School, Mulund colony , Mulund (w). Mum80.",T,72.94,19.17,Mumbai OpenCity / BMC,Mumbai City Dispensaries Map.kml,186,source_verified,POINT Z (72.94 19.17 0)
HC_00187,Grant Med.College & J.J. Hospital,hospital,"J.J.Marg Nagpada,Near Sandhurst Road station Mumbai-400008",E,72.83,18.96,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,1,source_verified,POINT Z (72.83 18.96 0)
HC_00188,NAIR HOSPITAL DENTAL COLLEGE,hospital,"Dr. Anandrao L. Nair Road, Mumbai Central, Mumbai – 400 008",E,72.82,18.97,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,2,source_verified,POINT Z (72.82 18.97 0)
HC_00189,B. Y. L. NAIR CHARITABLE HOSPITAL AND T. N. MEDICAL COLLEGE,hospital,"Dr. Anandrao L. Nair Road, Mumbai Central, Mumbai – 400 008.",E,72.82,18.97,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,3,source_verified,POINT Z (72.82 18.97 0)
HC_00190,Seth G.S.Medical college &KEM Hospital,hospital,"Acharya Donde Road,Parel,Mumbai-400012.",FS,72.84,19.0,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,4,source_verified,POINT Z (72.84 19 0)
HC_00191,LOKMANYA TILAK MUNICIPAL GENERAL HOSPITAL AND MEDICAL COLLEGE,hospital,"Laxmibai Kelkar Road,Sion,Mumbai-400022.",FN,72.86,19.04,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,5,source_verified,POINT Z (72.86 19.04 0)
HC_00192,Hinduhrudaysamrat Balasaheb Thackeray Med.College & Dr.R.N Cooper Hospital,hospital,"JVPD Sceme,Gulmohor Road,Juhu,Vile Paele()W,Mumbai-400056",KW,72.84,19.11,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,6,source_verified,POINT Z (72.84 19.11 0)
HC_00193,St George Hospital,hospital,"St.Georges Road,C.S.T.,Mumbai-400001",A,72.84,18.94,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,7,source_verified,POINT Z (72.84 18.94 0)
HC_00194,Cama Albless Hospital,hospital,"Mahapalika Marg,Dhobi Talao,Mumai-400001",A,72.83,18.94,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,8,source_verified,POINT Z (72.83 18.94 0)
HC_00195,G.T.Hospital,hospital,"L.T.Road,Dhobi Talao,Near Crowford Market,Mumbai-400001.",A,72.8336,18.9411,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,9,source_verified,POINT Z (72.8336 18.9411 0)
HC_00196,V.N Desai Hospital,hospital,"Golibar Road,Santacrus (E),Mumbai-400055",HE,72.85,19.08,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,10,source_verified,POINT Z (72.85 19.08 0)
HC_00197,K.B Bhabha Hospital,hospital,"R. K. Patkar Marg, Bandra(W),Mumbai-400050.",HW,72.83,19.06,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,11,source_verified,POINT Z (72.83 19.06 0)
HC_00198,Siddharth Municipal General Hospital,hospital,"Shrirang Shabde Road, Opp.Motilala Nagar Post Office,Goregaon (W),Mumbai-400053",PS,72.84,19.16,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,12,source_verified,POINT Z (72.84 19.16 0)
HC_00199,MW Desai Mun.Gen.Hospital,hospital,"Govind Nagar ,HB..P. Road,Malad (East),Mumbai-400097",PN,72.85,19.18,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,13,source_verified,POINT Z (72.85 19.18 0)
HC_00200,S.K.Patil Mun.Gen.Hospital,hospital,"Daftari Road,Malad (E),Mumbai-400097.",PN,72.85,19.19,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,14,source_verified,POINT Z (72.85 19.19 0)
HC_00201,Hinduhridaysamrat Balasaheb Thackeray Trauma Care Hospital,hospital,"Jogeshwari(E),Mumbai-400060.",KE,72.85,19.14,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,15,source_verified,POINT Z (72.85 19.14 0)
HC_00202,Bharat ratna Babasaheb Ambedkar Hospital,hospital,"S.V.Road Opp.Police Station, Kandivli (W),Mumbai-400067.",RS,72.85,19.21,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,16,source_verified,POINT Z (72.85 19.21 0)
HC_00203,Harilal Bhagwati Mun.Gen.Hosp,hospital,"S.V.Patel Road,Borivali,Mumbau-400068.",RN,72.85,19.24,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,17,source_verified,POINT Z (72.85 19.24 0)
HC_00204,Kasturba Cross Road Hospital,hospital,"Kasturba Cross Road No.2,Borivali (W),Mumbai-400066.",RC,72.85,19.24,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,18,source_verified,POINT Z (72.85 19.24 0)
HC_00205,Kurla Bhabha Hospital,hospital,"Belgrami Road, Kurla (West), Mumbai - 400 070.",L,72.88,19.07,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,19,source_verified,POINT Z (72.88 19.07 0)
HC_00206,MAA Mun.Gen.Hospital,hospital,"Postal Colony Road,Chembur,Mumbai-400071",MW,72.9,19.06,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,20,source_verified,POINT Z (72.9 19.06 0)
HC_00207,Pt. MMM Centenery Hospital,hospital,"Waman Tukaram Patil Marg,Govandi (E),Mumbai-400088.",ME,72.91,19.05,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,21,source_verified,POINT Z (72.91 19.05 0)
HC_00208,Rajawadi Hospital,hospital,"7,M.G.Road,Near Somaiya College, Ghatkopar (East), Mumbai – 400 077.",N,72.9,19.08,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,22,source_verified,POINT Z (72.9 19.08 0)
HC_00209,KMJ Phule Mun.Gen.Hospital,hospital,"Kannamwar Nagar-2,Vikhroli(E),Mumbai-400083.",S,72.94,19.12,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,23,source_verified,POINT Z (72.94 19.12 0)
HC_00210,Sant Muktabai Hospital,hospital,"Barvenagar,Bhatwadi,Ghatkopar (W),Mumbai-400084",N,72.9,19.1,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,24,source_verified,POINT Z (72.9 19.1 0)
HC_00211,SVD Savarkar Hospital,hospital,"Mahatma Phule Road,Opp.C.D.Deshmukh Road Mulund(East).Mumbai-400081",T,72.96,19.17,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,25,source_verified,POINT Z (72.96 19.17 0)
HC_00212,M.T.Agarwal Mun.Gen.Hospital,hospital,"Near T Ward office,Mulund(W),Mumbai-400080.",T,72.95,19.18,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,26,source_verified,POINT Z (72.95 19.18 0)
HC_00213,Seth A.J.B.Municipal ENT Hospital,hospital,"NearSiddarth College,Maharshi Dadhichi Marg,Fort,Mumbai-400001",A,72.83,18.93,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,27,source_verified,POINT Z (72.83 18.93 0)
HC_00214,Municipal Eye Hospital,hospital,"Maulana Shaukat Ali Marg,,Opp.Durga Devi Udyan,Mumbai-400008",E,72.83,18.96,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,28,source_verified,POINT Z (72.83 18.96 0)
HC_00215,Kasturba Hospital (For Infectiou Diseases),hospital,"Opp.Central Jail,Sane Guruji Marg (Arthur Road),Mumbai-400011",E,72.83,18.98,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,29,source_verified,POINT Z (72.83 18.98 0)
HC_00216,Group Of T.B.Hospital,hospital,"Jerbai Wadia Road,Sewri,Mumbai-400015",FS,72.85,19.01,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,30,source_verified,POINT Z (72.85 19.01 0)
HC_00217,Acworth Leprosy Hospital,hospital,"Major Parmeswaran Marg,Wadala,Mumbai-400031",FN,72.8586,19.0197,Mumbai OpenCity / BMC,Mumbai City Public Hospitals Map.kml,31,source_verified,POINT Z (72.8586 19.0197 0)
HC_00218,"Suryakant Vagal Maternity Home, Zaobawadi",maternity_hospital,"Suryakant Wagal Mun. Mat. Home, Zaobawadi, Thakurdwar, Girgaon Mumbai – 02",C,72.82,18.95,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,1,source_verified,POINT Z (72.82 18.95 0)
HC_00219,Naigaon Maternity Home,maternity_hospital,"Mun. Mat. Home, Naigaon, Mumbai – 14.",FS,72.85,19.01,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,2,source_verified,POINT Z (72.85 19.01 0)
HC_00220,Raoli Camp Maternity Home,maternity_hospital,"Mun. Mat. Home, Rowli Camp, Mumbai – 22",FN,72.87,19.04,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,3,source_verified,POINT Z (72.87 19.04 0)
HC_00221,"Haji Mohammad Haji Sabu Siddik Maternity Home, Prabhadevi",maternity_hospital,"Mohammad Haji Sabu Siddik Mun. Mat. Home, Swatryantveer Savarkar Road, Prabhadevi, Mumbai – 25",GS,72.83,19.02,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,4,source_verified,POINT Z (72.83 19.02 0)
HC_00222,Mahim Maternity Home,maternity_hospital,"Mun. Mat. Home, Lt. Dilip Gupte Marg, Mahim, Mumbai – 400 0016.",GN,72.8402,19.0328,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,5,source_verified,POINT Z (72.8402 19.0328 0)
HC_00223,"Bal Gangadhar Kher Maternity Home, Kherwadi",maternity_hospital,"B. G. Kherwadi Mun. Mat. Home, Kherwadi, Bandra (East), Mumbai – 52.",HE,72.85,19.06,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,6,source_verified,POINT Z (72.85 19.06 0)
HC_00224,Dr. V.N. Shirodkar Maternity Home,maternity_hospital,"Dr. V. N. Shirodkar Mun. Mat. Home, B-Paranjape Scheme, Hanuman Road, Vile-Parle (E), Mumbai – 54.",KE,72.85,19.11,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,7,source_verified,POINT Z (72.85 19.11 0)
HC_00225,Squatters Colony Maternity Home,maternity_hospital,"Squatters Colony Mun. Mat. Home, Gumpha Road, Jogeshwari (East) Mumbai – 60",KE,72.86,19.14,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,8,source_verified,POINT Z (72.86 19.14 0)
HC_00226,"Mata Ramabai Ambedkar Maternity Home, Marol (Marol Maternity Home)",maternity_hospital,"Marol Mun. Mat. Home, Marol-Maroshi, Andheri (East), Mumbai – 57.",KE,72.89,19.05,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,9,source_verified,POINT Z (72.89 19.05 0)
HC_00227,Oshiwara Maternity Home,maternity_hospital,"Oshiwara Mun. Mat. Home, Near Ajit Glass Factory, Oshiwara, Jogeshwari (West) Mumbai – 400102.",KW,72.85,19.15,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,10,source_verified,POINT Z (72.85 19.15 0)
HC_00228,Topiwala Maternity Home Goregaon,maternity_hospital,"Topiwala Mun. Mat. Home, Station Road, Goregaon (West), Mumbai – 62.",PS,72.84,19.16,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,11,source_verified,POINT Z (72.84 19.16 0)
HC_00229,Choksy Maternity Home,maternity_hospital,"Choksy Mun. Mat. Home, Marvey Road, Malad (West), Mumbai – 64.",PN,72.84,19.19,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,12,source_verified,POINT Z (72.84 19.19 0)
HC_00230,Maulana Abul Kalam Azhad Malvani Maternity Home,maternity_hospital,"Malavani Mun. Mat. Home, Gate No.6, Malavani, Malad (West) Mumbai – 95",PN,72.82,19.19,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,13,source_verified,POINT Z (72.82 19.19 0)
HC_00231,"Savitribai Phule Mata Bal Hospital, Riddhi Garden",maternity_hospital,"Ridhi Garden Maternity Home, General Arunkumar Vaidya Marg, Dindoshi , Goregaon ( E)",PN,72.87,19.18,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,14,source_verified,POINT Z (72.87 19.18 0)
HC_00232,Akurli Maternity Home,maternity_hospital,"Akurli Road Mun. Mat. Home, Kandivali (East), Mumbai – 101",RS,72.85,19.2,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,15,source_verified,POINT Z (72.85 19.2 0)
HC_00233,Charkop Maternity Home,maternity_hospital,"Charkop Mun. Mat. Home, Kandivali (West), Mumbai – 97",RC,72.83,19.22,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,16,source_verified,POINT Z (72.83 19.22 0)
HC_00234,"Smt.Kesarbai Chhabildas Lallubhai Bhansali Maternity Home, Borivali",maternity_hospital,"Smt. Bhansali Kesarbai Chhabildas Lallubhai Mun. Mat. Home, Borivali (West), Mumbai – 92.",RC,72.86,19.23,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,17,source_verified,POINT Z (72.86 19.23 0)
HC_00235,"Mother and Child Hospital, Magthane",maternity_hospital,"Mata Bal Rugnalay, Magathane, Borivali East Mumbai – 66",RC,72.87,19.22,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,18,source_verified,POINT Z (72.87 19.22 0)
HC_00236,"Maasaheb Meenatai Thackeray Maternity Home, Chunabhatti",maternity_hospital,"Maa Saheb Minatai Thakare Mun. Mat. Home, V. N. Purav Marg, Sion – Trombay Road, Chunabhatti Mumbai – 22",L,72.8846,19.1315,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,19,source_verified,POINT Z (72.8846 19.1315 0)
HC_00237,Dr. Anandibai Joshi Maternity Home,maternity_hospital,"Bail Bazar, Kurla Andheri Rd. Kurla (W) Mumbai – 70",L,72.88,19.08,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,20,source_verified,POINT Z (72.88 19.08 0)
HC_00238,Shahaji Nagar Maternity Home Cheeta Camp,maternity_hospital,"Shajaji Nagar Mun. Mat. Home, Near Trombay Police Station, Cheeta Camp Mumbai – 88",ME,72.95,19.04,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,21,source_verified,POINT Z (72.95 19.04 0)
HC_00239,"Matoshri Ramabai Ambedkar Maternity Home, Chembur Naka",maternity_hospital,"Dr. Ramabai Ambedkar Mun. Mat. Home, Chembur Naka, Mumbai 71.",MW,72.89,19.05,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,23,source_verified,POINT Z (72.89 19.05 0)
