openaq_location_id,station_name,urban_ward_code,date,pm25,temperature,relativehumidity,wind_speed,no2,o3,so2,co,wind_direction_sin,wind_direction_cos,day_of_year_sin,day_of_year_cos
6945,"Kurla, Mumbai - MPCB",L,2025-10-11 00:00:00+05:30,65.7,44.5,81.5,41.6,4.57,28.3,29.2,0.247,-0.0348994967025009,-0.9993908270190958,-0.9873494423939864,0.15855938510313475
6945,"Kurla, Mumbai - MPCB",L,2025-10-13 00:00:00+05:30,58.4,45.2,60.6,45.4,4.39,28.4,29.2,0.228,0.12186934340514755,-0.992546151641322,-0.9813064702716093,0.19245158197082995
6945,"Kurla, Mumbai - MPCB",L,2025-10-15 00:00:00+05:30,55.0,44.5,82.4,43.3,6.01,28.3,29.2,0.396,-0.06975647374412527,-0.9975640502598242,-0.9741004551724206,0.22611568550828803
6945,"Kurla, Mumbai - MPCB",L,2025-10-16 00:00:00+05:30,61.4,45.5,89.5,37.6,7.84,28.3,29.2,0.57,0.5591929034707469,-0.8290375725550416,-0.970063921851507,0.2428497220959358
6945,"Kurla, Mumbai - MPCB",L,2025-10-17 00:00:00+05:30,44.5,46.1,86.9,39.6,6.54,28.4,29.2,0.436,0.3420201433256689,-0.9396926207859083,-0.965739937654855,0.25951179706979943
6945,"Kurla, Mumbai - MPCB",L,2025-10-18 00:00:00+05:30,49.7,45.9,81.7,44.6,4.62,28.2,29.2,0.255,0.5299192642332049,-0.848048096156426,-0.9611297838723007,0.27609697309746883
6945,"Kurla, Mumbai - MPCB",L,2025-10-19 00:00:00+05:30,52.8,45.9,85.1,42.1,4.11,28.2,29.2,0.201,0.40673664307580043,-0.9135454576426008,-0.9562348265919058,0.2926003356333479
6945,"Kurla, Mumbai - MPCB",L,2025-10-20 00:00:00+05:30,65.5,45.8,88.4,43.2,4.54,28.4,29.2,0.245,0.17364817766693028,-0.984807753012208,-0.9510565162951536,0.30901699437494723
6945,"Kurla, Mumbai - MPCB",L,2025-10-21 00:00:00+05:30,54.0,46.1,84.1,36.3,3.74,28.4,29.2,0.165,-0.08715574274765794,-0.9961946980917455,-0.9455963874271428,0.3253420847119795
6945,"Kurla, Mumbai - MPCB",L,2025-10-22 00:00:00+05:30,43.1,46.1,90.2,32.7,3.56,28.4,29.2,0.147,-0.17364817766693047,-0.984807753012208,-0.9398560579418953,0.341570769167856
6945,"Kurla, Mumbai - MPCB",L,2025-10-23 00:00:00+05:30,38.7,46.1,88.3,44.3,3.4,28.3,29.2,0.13,-0.15643446504023073,-0.9876883405951378,-0.9338372288229252,0.35769823883312546
6945,"Kurla, Mumbai - MPCB",L,2025-10-24 00:00:00+05:30,40.7,46.0,90.5,42.4,3.17,28.4,29.2,0.106,0.05233595624294381,-0.9986295347545738,-0.9275416835791965,0.3737197147904692
6945,"Kurla, Mumbai - MPCB",L,2025-10-25 00:00:00+05:30,29.4,46.0,95.2,37.7,3.13,28.4,29.2,0.103,0.10452846326765373,-0.9945218953682733,-0.9209712877166347,0.38963044953078774
6945,"Kurla, Mumbai - MPCB",L,2025-10-26 00:00:00+05:30,29.2,45.7,99.4,35.8,3.65,28.5,29.2,0.155,0.01745240643728344,-0.9998476951563913,-0.9141279881853337,0.4054257283599973
6945,"Kurla, Mumbai - MPCB",L,2025-10-27 00:00:00+05:30,27.6,45.7,96.2,31.3,3.21,28.5,29.2,0.112,-0.45399049973954664,-0.8910065241883679,-0.9070138128026362,0.42110087079608916
6945,"Kurla, Mumbai - MPCB",L,2025-10-28 00:00:00+05:30,31.1,45.8,95.2,23.0,3.06,28.5,29.2,0.0964,-0.2079116908177595,-0.9781476007338056,-0.8996308696522434,0.4366512319560638
6945,"Kurla, Mumbai - MPCB",L,2025-10-29 00:00:00+05:30,33.0,45.6,93.6,37.3,3.1,28.5,29.2,0.101,0.3583679495453002,-0.9335804264972017,-0.8919813464595487,0.45207220393230374
6945,"Kurla, Mumbai - MPCB",L,2025-10-30 00:00:00+05:30,30.7,45.5,98.1,33.5,3.3,28.4,29.2,0.121,0.7193398003386511,-0.6946583704589974,-0.8840675099433637,0.46735921715800205
6945,"Kurla, Mumbai - MPCB",L,2025-10-31 00:00:00+05:30,29.4,45.3,99.9,35.0,3.93,28.7,29.2,0.184,0.4383711467890773,-0.898794046299167,-0.8758917051442433,0.48250774176121763
6945,"Kurla, Mumbai - MPCB",L,2025-11-01 00:00:00+05:30,30.4,45.2,99.4,39.5,3.77,28.3,29.2,0.166,0.6293203910498374,-0.7771459614569709,-0.8674563547295971,0.4975132889071803
6945,"Kurla, Mumbai - MPCB",L,2025-11-02 00:00:00+05:30,29.1,45.0,99.9,36.7,3.59,28.4,29.2,0.15,0.5877852522924732,-0.8090169943749473,-0.858763958275803,0.5123714121284235
6945,"Kurla, Mumbai - MPCB",L,2025-11-03 00:00:00+05:30,33.0,45.0,97.5,37.9,3.89,28.4,29.2,0.18,0.6819983600624985,-0.7313537016191705,-0.8498170915275277,0.5270777086423724
6945,"Kurla, Mumbai - MPCB",L,2025-11-04 00:00:00+05:30,38.8,45.1,98.2,40.5,3.63,28.4,29.2,0.153,0.9205048534524403,-0.3907311284892738,-0.8406184056344783,0.5416278206559811
6945,"Kurla, Mumbai - MPCB",L,2025-11-05 00:00:00+05:30,41.6,45.1,92.5,36.2,3.34,28.5,29.2,0.123,0.9612616959383189,-0.27563735581699905,-0.8311706263658079,0.5560174366570446
6945,"Kurla, Mumbai - MPCB",L,2025-11-06 00:00:00+05:30,43.7,45.0,94.4,33.1,3.92,28.6,29.2,0.183,0.15643446504023098,-0.9876883405951377,-0.8214765533024145,0.5702422926917867
6945,"Kurla, Mumbai - MPCB",L,2025-11-07 00:00:00+05:30,50.5,44.8,87.4,40.6,4.2,28.5,29.1,0.211,0.8290375725550417,-0.5591929034707467,-0.8115390590073611,0.5842981736283683
6945,"Kurla, Mumbai - MPCB",L,2025-11-08 00:00:00+05:30,43.7,44.9,74.7,36.7,4.17,28.4,29.1,0.21,0.15643446504023098,-0.9876883405951377,-0.801361088174677,0.5981809144059158
6945,"Kurla, Mumbai - MPCB",L,2025-11-09 00:00:00+05:30,47.2,45.0,75.7,29.5,4.4,28.4,28.9,0.231,0.7986355100472927,-0.6018150231520484,-0.7909456567567774,0.6118864012687242
6945,"Kurla, Mumbai - MPCB",L,2025-11-10 00:00:00+05:30,53.8,44.6,91.7,36.9,4.96,28.5,29.2,0.284,0.999194395114446,0.04013179253255974,-0.780295851070776,0.6254105729852457
6945,"Kurla, Mumbai - MPCB",L,2025-11-11 00:00:00+05:30,52.8,44.6,84.6,29.9,5.09,28.4,29.2,0.298,0.5877852522924732,-0.8090169943749473,-0.7694148268839381,0.6387494220515268
6945,"Kurla, Mumbai - MPCB",L,2025-11-12 00:00:00+05:30,51.1,44.8,70.3,24.6,5.05,28.4,29.1,0.297,0.5446390350150273,-0.8386705679454239,-0.7583058084785625,0.6518989958787125
6945,"Kurla, Mumbai - MPCB",L,2025-11-13 00:00:00+05:30,50.0,44.9,65.6,28.4,5.25,28.4,29.1,0.318,0.3090169943749475,-0.9510565162951535,-0.7469720876965551,0.6648553979642866
6945,"Kurla, Mumbai - MPCB",L,2025-11-14 00:00:00+05:30,53.1,45.0,68.9,28.0,5.13,28.4,29.2,0.303,0.39073112848927377,-0.9205048534524404,-0.7354170229639858,0.6776147890466887
6945,"Kurla, Mumbai - MPCB",L,2025-11-15 00:00:00+05:30,54.2,45.0,66.3,20.4,5.45,28.4,29.2,0.339,0.5299192642332049,-0.848048096156426,-0.7236440382959124,0.690173388242972
6945,"Kurla, Mumbai - MPCB",L,2025-11-16 00:00:00+05:30,51.6,45.1,65.5,23.1,5.36,28.5,29.2,0.326,0.7193398003386511,-0.6946583704589974,-0.711656622281775,0.7025274741691566
6945,"Kurla, Mumbai - MPCB",L,2025-11-17 00:00:00+05:30,48.9,45.2,64.0,19.8,4.94,28.4,29.2,0.283,0.9612616959383189,-0.27563735581699905,-0.6994583270516471,0.7146733860429608
6945,"Kurla, Mumbai - MPCB",L,2025-11-18 00:00:00+05:30,52.3,45.2,71.0,8.98,4.87,28.5,29.2,0.278,0.9743700647852352,-0.22495105434386503,-0.6870527672236675,0.7266075247685652
6945,"Kurla, Mumbai - MPCB",L,2025-11-19 00:00:00+05:30,52.4,45.2,66.3,19.4,5.22,28.4,29.2,0.313,0.8191520442889917,-0.5735764363510462,-0.6744436188329457,0.7383263540031063
6945,"Kurla, Mumbai - MPCB",L,2025-11-20 00:00:00+05:30,51.1,45.3,67.9,22.1,5.36,28.4,29.2,0.328,0.6946583704589971,-0.7193398003386513,-0.661634618242279,0.749826401204568
6945,"Kurla, Mumbai - MPCB",L,2025-11-21 00:00:00+05:30,55.0,45.3,73.7,23.5,5.56,28.4,29.2,0.35,0.9135454576426009,-0.40673664307580026,-0.6486295610349818,0.7611042586607742
6945,"Kurla, Mumbai - MPCB",L,2025-11-22 00:00:00+05:30,61.5,45.3,76.1,26.4,6.15,28.3,29.2,0.402,0.7547095802227721,-0.6560590289905072,-0.6354323008901775,0.7721565844991641
6945,"Kurla, Mumbai - MPCB",L,2025-11-23 00:00:00+05:30,61.0,45.2,84.9,31.9,6.49,28.5,29.2,0.44,0.5446390350150273,-0.8386705679454239,-0.622046748440868,0.7829801036770624
6945,"Kurla, Mumbai - MPCB",L,2025-11-24 00:00:00+05:30,60.8,44.9,85.9,41.5,6.25,28.6,29.2,0.416,0.777145961456971,-0.6293203910498373,-0.6084768701151264,0.7935716089521472
6945,"Kurla, Mumbai - MPCB",L,2025-11-25 00:00:00+05:30,71.0,45.1,92.4,42.8,7.13,28.3,29.2,0.495,0.6946583704589971,-0.7193398003386513,-0.594726686960764,0.8039279618328208
6945,"Kurla, Mumbai - MPCB",L,2025-11-26 00:00:00+05:30,66.3,45.0,87.6,39.5,6.36,28.9,29.2,0.428,0.8571673007021123,-0.5150380749100543,-0.5808002734538013,0.8140460935082175
6945,"Kurla, Mumbai - MPCB",L,2025-11-27 00:00:00+05:30,62.5,44.9,83.0,39.7,6.58,28.6,29.2,0.452,0.39073112848927377,-0.9205048534524404,-0.5667017562911184,0.8239230057575536
6945,"Kurla, Mumbai - MPCB",L,2025-11-28 00:00:00+05:30,56.8,44.9,83.3,37.4,7.15,28.6,29.2,0.501,0.5299192642332049,-0.848048096156426,-0.5524353131676203,0.8335557718385695
6945,"Kurla, Mumbai - MPCB",L,2025-11-29 00:00:00+05:30,47.1,44.8,69.0,35.0,6.35,28.7,29.2,0.422,0.258819045102521,-0.9659258262890682,-0.5380051715382992,0.8429415373547832
6945,"Kurla, Mumbai - MPCB",L,2025-11-30 00:00:00+05:30,46.2,44.7,60.7,27.2,6.0,28.6,29.2,0.391,0.8910065241883679,-0.45399049973954675,-0.5234156073655503,0.8520775211013093
6945,"Kurla, Mumbai - MPCB",L,2025-12-01 00:00:00+05:30,50.7,44.6,67.2,24.8,6.19,28.5,29.2,0.412,0.8746197071393959,-0.484809620246337,-0.5086709438521042,0.8609610158889945
6945,"Kurla, Mumbai - MPCB",L,2025-12-02 00:00:00+05:30,53.0,44.5,72.3,27.4,6.97,28.3,29.2,0.476,0.5591929034707469,-0.8290375725550416,-0.49377555015997737,0.8695893893466109
6945,"Kurla, Mumbai - MPCB",L,2025-12-03 00:00:00+05:30,51.9,43.0,69.3,29.8,7.35,28.4,29.2,0.525,0.5446390350150273,-0.8386705679454239,-0.4787338401157883,0.8779600847008883
6945,"Kurla, Mumbai - MPCB",L,2025-12-04 00:00:00+05:30,50.5,39.5,69.8,40.6,6.43,28.4,29.2,0.437,0.01745240643728344,-0.9998476951563913,-0.4635502709028512,0.8860706215341378
6945,"Kurla, Mumbai - MPCB",L,2025-12-05 00:00:00+05:30,49.0,39.5,69.6,40.1,6.25,28.4,29.2,0.416,0.2756373558169992,-0.9612616959383189,-0.4482293417404106,0.893918596519257
6945,"Kurla, Mumbai - MPCB",L,2025-12-06 00:00:00+05:30,46.8,39.4,71.4,40.9,5.72,28.4,29.2,0.365,0.05233595624294381,-0.9986295347545738,-0.4327755925504317,0.9015016841318838
6945,"Kurla, Mumbai - MPCB",L,2025-12-07 00:00:00+05:30,50.1,39.4,71.1,41.6,5.8,28.4,29.2,0.37,0.19080899537654497,-0.981627183447664,-0.41719360261231697,0.9088176373395028
6945,"Kurla, Mumbai - MPCB",L,2025-12-08 00:00:00+05:30,54.3,39.4,69.3,40.5,6.06,28.4,29.2,0.396,0.15643446504023098,-0.9876883405951377,-0.4014879892059737,0.9158642882672868
6945,"Kurla, Mumbai - MPCB",L,2025-12-09 00:00:00+05:30,44.9,39.5,49.7,40.5,6.05,28.4,29.2,0.394,-0.1045284632676535,-0.9945218953682733,-0.38566340624360745,0.9226395488404875
6945,"Kurla, Mumbai - MPCB",L,2025-12-10 00:00:00+05:30,37.7,39.5,45.7,42.0,5.37,28.4,29.2,0.332,0.01745240643728344,-0.9998476951563913,-0.3697245428906732,0.9291414114031743
6945,"Kurla, Mumbai - MPCB",L,2025-12-11 00:00:00+05:30,46.5,39.6,51.7,42.0,5.3,28.4,29.2,0.323,0.3090169943749475,-0.9510565162951535,-0.3536761221763721,0.935367949313148
6945,"Kurla, Mumbai - MPCB",L,2025-12-12 00:00:00+05:30,53.9,39.5,60.2,43.4,5.0,28.4,29.2,0.288,-0.22495105434386498,-0.9743700647852352,-0.33752289959411347,0.941317317512847
6945,"Kurla, Mumbai - MPCB",L,2025-12-13 00:00:00+05:30,59.7,39.5,64.0,43.5,5.72,28.4,29.2,0.361,-0.2419218955996675,-0.9702957262759965,-0.32126966169236515,0.9469877530760751
6945,"Kurla, Mumbai - MPCB",L,2025-12-14 00:00:00+05:30,59.3,39.5,65.0,42.9,5.5,28.4,29.2,0.342,-0.2588190451025208,-0.9659258262890683,-0.3049212246562894,0.9523775757303973
6945,"Kurla, Mumbai - MPCB",L,2025-12-15 00:00:00+05:30,54.2,39.5,62.2,43.3,5.42,28.4,29.2,0.333,-0.22495105434386498,-0.9743700647852352,-0.2884824328806098,0.9574851883550389
6945,"Kurla, Mumbai - MPCB",L,2025-12-16 00:00:00+05:30,54.4,39.5,62.8,43.8,4.78,28.4,29.2,0.269,0.10452846326765373,-0.9945218953682733,-0.27195815753410524,0.9623090774541487
6945,"Kurla, Mumbai - MPCB",L,2025-12-17 00:00:00+05:30,52.1,39.6,61.6,41.2,4.93,28.4,29.2,0.285,-0.19080899537654472,-0.981627183447664,-0.2553532951161881,0.9668478136052773
6945,"Kurla, Mumbai - MPCB",L,2025-12-18 00:00:00+05:30,54.6,39.8,43.6,37.7,5.63,28.3,29.2,0.356,0.4694715627858907,-0.882947592858927,-0.23867276600594997,0.9711000518829505
6945,"Kurla, Mumbai - MPCB",L,2025-12-19 00:00:00+05:30,51.9,39.7,42.3,44.1,5.76,28.5,29.2,0.369,0.6946583704589971,-0.7193398003386513,-0.22192151300416674,0.9750645322571945
6945,"Kurla, Mumbai - MPCB",L,2025-12-24 00:00:00+05:30,63.1,39.6,60.3,43.8,5.49,28.4,29.2,0.333,0.7547095802227721,-0.6560590289905072,-0.13727877211326517,0.9905324521322227
6945,"Kurla, Mumbai - MPCB",L,2025-12-25 00:00:00+05:30,53.7,39.5,67.1,43.2,5.55,28.4,29.2,0.345,-0.4067366430758002,-0.9135454576426009,-0.12020804489935275,0.9927487224577402
6945,"Kurla, Mumbai - MPCB",L,2025-12-26 00:00:00+05:30,57.1,39.4,69.7,43.5,5.78,28.4,29.2,0.368,0.03489949670250114,-0.9993908270190958,-0.10310169744743544,0.9946708199115211
6945,"Kurla, Mumbai - MPCB",L,2025-12-27 00:00:00+05:30,54.2,39.4,68.3,43.5,5.9,28.4,29.2,0.38,-0.5150380749100542,-0.8571673007021123,-0.0859647987374467,0.9962981749346077
6945,"Kurla, Mumbai - MPCB",L,2025-12-28 00:00:00+05:30,55.0,39.5,59.7,44.0,5.63,28.3,29.3,0.353,0.37460659341591224,-0.9271838545667873,-0.06880242680232064,0.9976303053065857
6945,"Kurla, Mumbai - MPCB",L,2025-12-29 00:00:00+05:30,57.3,39.4,68.0,43.5,6.35,28.4,29.2,0.425,-0.29237170472273677,-0.9563047559630354,-0.05161966722325418,0.9986668162884759
6945,"Kurla, Mumbai - MPCB",L,2025-12-30 00:00:00+05:30,64.0,39.4,71.7,43.3,5.42,28.3,29.2,0.332,0.8829475928589269,-0.4694715627858909,-0.034421611622745804,0.9994074007397048
6945,"Kurla, Mumbai - MPCB",L,2025-12-31 00:00:00+05:30,57.7,39.3,85.1,43.3,5.58,28.4,29.2,0.351,0.17364817766693028,-0.984807753012208,-0.01721335615583528,0.9998518392091162
6945,"Kurla, Mumbai - MPCB",L,2026-01-01 00:00:00+05:30,42.8,39.3,90.7,43.0,4.96,28.4,29.2,0.284,0.5446390350150273,-0.8386705679454239,0.0,1.0
6945,"Kurla, Mumbai - MPCB",L,2026-01-02 00:00:00+05:30,54.6,38.6,91.7,41.2,5.45,28.4,29.2,0.335,0.8191520442889917,-0.5735764363510462,0.017213356155834685,0.9998518392091162
6945,"Kurla, Mumbai - MPCB",L,2026-01-03 00:00:00+05:30,59.8,37.8,85.4,37.3,5.74,28.5,29.2,0.365,0.8829475928589269,-0.4694715627858909,0.03442161162274574,0.9994074007397048
6945,"Kurla, Mumbai - MPCB",L,2026-01-04 00:00:00+05:30,62.7,38.2,83.6,37.8,6.59,28.4,29.2,0.449,0.8829475928589269,-0.4694715627858909,0.051619667223253764,0.998666816288476
6945,"Kurla, Mumbai - MPCB",L,2026-01-05 00:00:00+05:30,56.5,38.2,79.5,38.6,5.79,28.4,29.2,0.373,0.788010753606722,-0.6156614753256583,0.06880242680231986,0.9976303053065857
6945,"Kurla, Mumbai - MPCB",L,2026-01-06 00:00:00+05:30,61.3,39.2,80.2,43.8,6.11,28.4,29.2,0.402,-0.1045284632676535,-0.9945218953682733,0.08596479873744647,0.9962981749346078
6945,"Kurla, Mumbai - MPCB",L,2026-01-07 00:00:00+05:30,59.7,39.1,74.9,42.5,5.58,28.5,29.2,0.346,0.45399049973954686,-0.8910065241883678,0.10310169744743485,0.9946708199115211
6945,"Kurla, Mumbai - MPCB",L,2026-01-08 00:00:00+05:30,57.2,38.9,66.6,42.8,5.58,28.5,29.2,0.347,0.48480962024633717,-0.8746197071393957,0.1202080448993527,0.9927487224577402
6945,"Kurla, Mumbai - MPCB",L,2026-01-09 00:00:00+05:30,57.5,38.1,68.6,40.6,5.63,28.3,29.2,0.354,0.37460659341591224,-0.9271838545667873,0.13727877211326478,0.9905324521322229
6945,"Kurla, Mumbai - MPCB",L,2026-01-10 00:00:00+05:30,53.5,37.9,64.5,39.2,5.23,28.4,29.2,0.314,-0.4226182617406993,-0.90630778703665,0.15430882066428117,0.9880226656636976
6945,"Kurla, Mumbai - MPCB",L,2026-01-20 00:00:00+05:30,69.4,41.7,87.6,43.6,6.33,28.3,29.2,0.428,0.3583679495453002,-0.9335804264972017,0.3212696616923644,0.9469877530760753
6945,"Kurla, Mumbai - MPCB",L,2026-01-21 00:00:00+05:30,70.3,41.3,78.3,43.9,6.32,28.4,29.2,0.423,0.2249510543438652,-0.9743700647852351,0.3375228995941133,0.9413173175128471
6945,"Kurla, Mumbai - MPCB",L,2026-01-22 00:00:00+05:30,67.5,41.9,77.8,43.4,6.07,28.4,29.2,0.397,0.12186934340514755,-0.992546151641322,0.3536761221763716,0.9353679493131483
6945,"Kurla, Mumbai - MPCB",L,2026-01-23 00:00:00+05:30,52.4,41.1,90.6,43.5,4.66,28.4,29.2,0.256,0.838670567945424,-0.5446390350150271,0.3697245428906731,0.9291414114031743
6945,"Kurla, Mumbai - MPCB",L,2026-01-24 00:00:00+05:30,54.5,41.4,81.8,43.4,4.81,28.4,29.2,0.271,0.788010753606722,-0.6156614753256583,0.38566340624360707,0.9226395488404876
6945,"Kurla, Mumbai - MPCB",L,2026-01-25 00:00:00+05:30,69.4,41.6,84.6,43.7,5.26,28.5,29.2,0.316,0.6293203910498374,-0.7771459614569709,0.401487989205973,0.9158642882672872
6945,"Kurla, Mumbai - MPCB",L,2026-01-26 00:00:00+05:30,67.8,41.5,85.5,43.4,5.95,28.4,29.2,0.386,0.4383711467890773,-0.898794046299167,0.4171936026123168,0.9088176373395029
6945,"Kurla, Mumbai - MPCB",L,2026-01-27 00:00:00+05:30,45.1,41.4,92.4,43.2,4.41,28.4,29.2,0.231,0.9781476007338057,-0.20791169081775934,0.4327755925504312,0.901501684131884
6945,"Kurla, Mumbai - MPCB",L,2026-01-28 00:00:00+05:30,39.3,41.1,79.5,43.3,4.13,28.4,29.2,0.203,0.8290375725550417,-0.5591929034707467,0.4482293417404106,0.893918596519257
6945,"Kurla, Mumbai - MPCB",L,2026-01-29 00:00:00+05:30,59.8,41.9,73.4,43.5,5.38,28.4,29.2,0.329,0.01745240643728344,-0.9998476951563913,0.4635502709028509,0.886070621534138
6945,"Kurla, Mumbai - MPCB",L,2026-01-30 00:00:00+05:30,68.2,42.3,87.2,43.6,6.06,28.4,29.2,0.399,0.2249510543438652,-0.9743700647852351,0.47873384011578846,0.8779600847008882
6945,"Kurla, Mumbai - MPCB",L,2026-01-31 00:00:00+05:30,51.6,42.4,99.7,44.2,5.01,28.5,29.2,0.29,0.17364817766693028,-0.984807753012208,0.49377555015997715,0.869589389346611
6945,"Kurla, Mumbai - MPCB",L,2026-02-02 00:00:00+05:30,67.5,42.5,63.9,44.0,5.71,28.5,29.2,0.363,0.5735764363510459,-0.8191520442889919,0.5234156073655503,0.8520775211013093
6945,"Kurla, Mumbai - MPCB",L,2026-02-03 00:00:00+05:30,70.8,41.8,75.6,44.0,6.82,28.4,29.2,0.472,-0.6819983600624984,-0.7313537016191706,0.5380051715382996,0.8429415373547828
6945,"Kurla, Mumbai - MPCB",L,2026-02-04 00:00:00+05:30,60.6,43.2,63.0,43.9,5.39,28.3,29.2,0.328,0.3420201433256689,-0.9396926207859083,0.5524353131676196,0.8335557718385699
6945,"Kurla, Mumbai - MPCB",L,2026-02-05 00:00:00+05:30,52.8,42.5,65.5,43.9,5.8,28.3,29.2,0.371,0.19080899537654497,-0.981627183447664,0.5667017562911176,0.8239230057575542
6945,"Kurla, Mumbai - MPCB",L,2026-02-06 00:00:00+05:30,44.3,42.7,63.4,43.8,5.4,28.5,29.2,0.33,-0.2419218955996675,-0.9702957262759965,0.5808002734538009,0.8140460935082178
6945,"Kurla, Mumbai - MPCB",L,2026-02-07 00:00:00+05:30,48.7,43.0,62.4,44.1,5.61,28.4,29.2,0.351,0.05233595624294381,-0.9986295347545738,0.5947266869607634,0.8039279618328213
6945,"Kurla, Mumbai - MPCB",L,2026-02-08 00:00:00+05:30,40.1,43.0,63.5,44.5,5.78,28.5,29.2,0.369,0.39073112848927377,-0.9205048534524404,0.6084768701151261,0.7935716089521474
6945,"Kurla, Mumbai - MPCB",L,2026-02-09 00:00:00+05:30,51.2,43.0,72.5,43.1,5.94,28.4,29.2,0.384,0.4383711467890773,-0.898794046299167,0.6220467484408675,0.7829801036770629
6945,"Kurla, Mumbai - MPCB",L,2026-02-10 00:00:00+05:30,50.8,43.0,74.7,42.4,5.05,28.5,29.2,0.296,0.9396926207859084,-0.3420201433256687,0.6354323008901774,0.7721565844991642
6945,"Kurla, Mumbai - MPCB",L,2026-02-11 00:00:00+05:30,61.2,43.0,74.0,43.9,5.91,28.4,29.2,0.382,0.7193398003386511,-0.6946583704589974,0.6486295610349814,0.7611042586607747
6945,"Kurla, Mumbai - MPCB",L,2026-02-12 00:00:00+05:30,54.6,43.0,75.9,44.0,6.14,28.4,29.2,0.405,0.3420201433256689,-0.9396926207859083,0.6616346182422783,0.7498264012045686
6945,"Kurla, Mumbai - MPCB",L,2026-02-13 00:00:00+05:30,48.6,42.9,72.8,44.1,5.65,28.4,29.2,0.356,0.40673664307580043,-0.9135454576426008,0.6744436188329455,0.7383263540031065
6945,"Kurla, Mumbai - MPCB",L,2026-02-14 00:00:00+05:30,59.5,42.1,68.0,43.8,6.47,28.4,29.2,0.436,0.40673664307580043,-0.9135454576426008,0.6870527672236669,0.7266075247685656
6945,"Kurla, Mumbai - MPCB",L,2026-02-15 00:00:00+05:30,61.7,41.3,68.9,43.3,7.45,28.4,29.2,0.536,0.4226182617406995,-0.9063077870366499,0.699458327051647,0.7146733860429609
6945,"Kurla, Mumbai - MPCB",L,2026-02-16 00:00:00+05:30,53.6,39.5,59.1,44.3,7.46,28.6,29.3,0.523,0.9937679191605964,0.11146893220632569,0.7116566222817746,0.7025274741691571
6945,"Kurla, Mumbai - MPCB",L,2026-02-17 00:00:00+05:30,42.4,40.0,74.3,43.1,4.97,28.5,29.2,0.29,0.9999939076577904,0.0034906514152237985,0.7236440382959124,0.6901733882429719
6945,"Kurla, Mumbai - MPCB",L,2026-02-18 00:00:00+05:30,29.7,39.3,85.1,42.1,4.39,28.5,29.2,0.231,0.9510565162951536,-0.30901699437494734,0.7354170229639855,0.6776147890466889
6945,"Kurla, Mumbai - MPCB",L,2026-02-19 00:00:00+05:30,70.2,39.3,84.5,41.9,5.08,28.4,29.2,0.298,0.9987193571841861,-0.05059294007671344,0.7469720876965552,0.6648553979642865
6945,"Kurla, Mumbai - MPCB",L,2026-02-20 00:00:00+05:30,81.1,39.3,89.3,42.0,7.03,28.4,29.2,0.493,0.7313537016191706,-0.6819983600624984,0.7583058084785624,0.6518989958787126
6945,"Kurla, Mumbai - MPCB",L,2026-02-21 00:00:00+05:30,57.8,41.7,61.6,44.6,7.06,28.4,29.2,0.499,-0.2079116908177595,-0.9781476007338056,0.7694148268839378,0.6387494220515272
6945,"Kurla, Mumbai - MPCB",L,2026-02-24 00:00:00+05:30,163.0,41.3,76.5,44.0,6.56,28.4,29.2,0.499,0.9921147013144778,-0.12533323356430437,0.8013610881746766,0.5981809144059165
6945,"Kurla, Mumbai - MPCB",L,2026-02-25 00:00:00+05:30,266.0,41.3,82.7,43.8,6.25,28.4,29.2,0.395,0.9854078984834901,-0.1702094991660325,0.8115390590073611,0.5842981736283684
6945,"Kurla, Mumbai - MPCB",L,2026-02-26 00:00:00+05:30,266.0,41.3,86.9,43.4,5.02,28.3,29.2,0.29,0.9135454576426009,-0.40673664307580026,0.8214765533024142,0.5702422926917871
6945,"Kurla, Mumbai - MPCB",L,2026-02-27 00:00:00+05:30,176.0,41.2,82.7,43.2,4.27,28.4,29.2,0.214,0.6946583704589971,-0.7193398003386513,0.8311706263658079,0.5560174366570446
6945,"Kurla, Mumbai - MPCB",L,2026-02-28 00:00:00+05:30,47.9,41.2,84.9,43.4,4.65,28.4,29.2,0.252,-0.017452406437283637,-0.9998476951563913,0.8406184056344782,0.5416278206559814
6945,"Kurla, Mumbai - MPCB",L,2026-03-02 00:00:00+05:30,27.9,41.3,90.4,43.8,5.01,28.4,29.2,0.293,0.9510565162951536,-0.30901699437494734,0.8587639582758029,0.5123714121284237
6945,"Kurla, Mumbai - MPCB",L,2026-03-03 00:00:00+05:30,160.0,41.4,87.6,44.0,6.65,28.4,29.2,0.459,-0.35836794954530043,-0.9335804264972017,0.8674563547295969,0.49751328890718066
6945,"Kurla, Mumbai - MPCB",L,2026-03-04 00:00:00+05:30,56.4,41.3,95.7,44.2,7.56,28.4,29.2,0.546,0.8746197071393959,-0.484809620246337,0.8758917051442429,0.48250774176121847
6945,"Kurla, Mumbai - MPCB",L,2026-03-05 00:00:00+05:30,35.8,41.5,54.8,44.0,6.56,28.4,29.2,0.45,-0.32556815445715676,-0.9455185755993167,0.8840675099433636,0.4673592171580022
6945,"Kurla, Mumbai - MPCB",L,2026-03-06 00:00:00+05:30,36.6,41.5,62.5,44.3,5.76,28.4,29.2,0.368,0.5150380749100544,-0.8571673007021122,0.8919813464595485,0.45207220393230435
