pseudocode,student_boys,student_girls,student_total,girls_share_pct,teachers_total,teachers_male,teachers_female,teacher_student_ratio,female_teacher_share_pct,classrooms_good,classrooms_minor_repair,classrooms_major_repair,classrooms_total_observed,classrooms_repair_pct,boys_toilets,boys_functional_toilets,girls_toilets,girls_functional_toilets,functional_toilets_total,electricity_available,library_available,playground_available,ramps_available,handrails_available,computer_ict_lab_available,ict_lab_available,internet_available,cwsn_boys_toilets,cwsn_girls_toilets,cwsn_toilets_total
3069060,20.0,20.0,40.0,50.0,4,0,4,10.0,100.0,4,0,0,4,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
3069925,21.0,21.0,42.0,50.0,11,1,10,3.8181818181818183,90.9090909090909,9,0,0,9,0.0,2,2,2,2,4,1,1,2,2,9,1,2,1,1,1,2
3075150,120.0,83.0,203.0,40.88669950738916,5,0,5,40.6,100.0,4,0,0,4,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,0,1,1
3075373,46.0,90.0,136.0,66.17647058823529,4,0,4,34.0,100.0,6,0,0,6,0.0,1,1,2,2,3,1,1,1,2,9,1,9,1,0,1,1
3076849,6.0,6.0,12.0,50.0,4,0,4,3.0,100.0,4,0,0,4,0.0,8,8,2,2,10,1,1,1,1,2,1,9,1,1,1,2
3088197,4.0,15.0,19.0,78.94736842105263,2,1,1,9.5,50.0,4,0,0,4,0.0,2,2,2,2,4,1,1,1,1,1,1,9,1,1,0,1
3095811,101.0,73.0,174.0,41.95402298850575,4,0,4,43.5,100.0,4,0,0,4,0.0,2,2,2,2,4,1,1,2,1,1,1,9,1,1,1,2
3097228,38.0,54.0,92.0,58.69565217391305,2,1,1,46.0,50.0,2,0,0,2,0.0,4,4,4,4,8,1,1,1,1,1,1,2,1,1,1,2
3097840,97.0,102.0,199.0,51.256281407035175,7,2,5,28.428571428571427,71.42857142857143,10,0,0,10,0.0,2,2,2,2,4,1,1,2,1,2,1,9,1,1,1,2
3098952,35.0,42.0,77.0,54.54545454545454,3,1,2,25.666666666666668,66.66666666666666,4,0,0,4,0.0,1,1,1,1,2,1,1,1,1,2,1,9,1,1,0,1
3101887,331.0,367.0,698.0,52.57879656160458,11,1,10,63.45454545454545,90.9090909090909,12,0,0,12,0.0,5,5,5,5,10,1,2,1,1,1,2,9,1,1,1,2
3112284,127.0,81.0,208.0,38.94230769230769,9,5,4,23.11111111111111,44.44444444444444,9,0,0,9,0.0,4,4,4,4,8,1,1,1,1,1,2,2,1,1,1,2
3117597,354.0,336.0,690.0,48.69565217391305,16,0,16,43.125,100.0,12,0,0,12,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
3124996,153.0,78.0,231.0,33.76623376623377,5,0,5,46.2,100.0,11,0,0,11,0.0,4,4,3,3,7,1,1,1,1,1,1,9,1,1,1,2
3128058,189.0,137.0,326.0,42.02453987730061,4,3,1,81.5,25.0,8,0,0,8,0.0,2,2,2,2,4,1,1,1,1,1,2,2,2,1,0,1
3139694,97.0,78.0,175.0,44.57142857142857,3,0,3,58.333333333333336,100.0,11,0,0,11,0.0,3,3,4,4,7,1,1,1,1,1,2,9,1,1,1,2
3143077,236.0,219.0,455.0,48.13186813186813,10,2,8,45.5,80.0,13,0,0,13,0.0,3,3,3,3,6,1,1,1,1,1,1,9,1,1,1,2
3143675,296.0,245.0,541.0,45.28650646950093,28,4,24,19.321428571428573,85.71428571428571,9,0,0,9,0.0,3,3,4,4,7,1,1,1,1,1,1,2,1,1,1,2
3146773,87.0,58.0,145.0,40.0,13,2,11,11.153846153846153,84.61538461538461,0,0,0,0,,5,5,5,5,10,1,1,1,2,9,2,9,2,0,0,0
3148458,343.0,330.0,673.0,49.03417533432392,12,7,5,56.083333333333336,41.66666666666667,19,0,0,19,0.0,10,10,10,10,20,1,1,1,1,1,1,2,1,1,1,2
3149617,8.0,12.0,20.0,60.0,3,0,3,6.666666666666667,100.0,4,0,0,4,0.0,2,2,2,2,4,1,1,1,1,1,2,9,1,1,0,1
3153343,358.0,288.0,646.0,44.58204334365325,15,7,8,43.06666666666667,53.333333333333336,18,0,0,18,0.0,4,4,5,5,9,1,1,1,1,1,1,2,1,1,1,2
3154117,149.0,143.0,292.0,48.97260273972603,14,5,9,20.857142857142858,64.28571428571429,13,4,0,17,23.52941176470588,2,2,1,1,3,1,1,1,1,1,1,2,1,0,1,1
3155579,5.0,4.0,9.0,44.44444444444444,3,0,3,3.0,100.0,11,0,0,11,0.0,0,0,0,0,0,1,1,1,1,1,1,9,1,1,1,2
3161065,78.0,67.0,145.0,46.206896551724135,4,0,4,36.25,100.0,4,0,0,4,0.0,1,1,1,1,2,1,1,2,1,1,1,9,1,1,1,2
3173097,71.0,73.0,144.0,50.69444444444444,6,0,6,24.0,100.0,4,0,0,4,0.0,3,3,3,3,6,1,1,1,1,2,2,9,1,1,1,2
3174914,158.0,168.0,326.0,51.533742331288344,5,0,5,65.2,100.0,8,0,0,8,0.0,5,5,5,5,10,1,1,1,1,1,1,9,1,1,1,2
3176639,285.0,213.0,498.0,42.77108433734939,10,0,10,49.8,100.0,12,0,0,12,0.0,4,4,3,3,7,1,1,2,1,1,1,9,1,2,1,3
3178356,15.0,22.0,37.0,59.45945945945946,6,0,6,6.166666666666667,100.0,12,0,0,12,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
3181473,4.0,3.0,7.0,42.857142857142854,1,0,1,7.0,100.0,5,0,0,5,0.0,1,1,1,1,2,1,1,1,1,1,2,9,1,1,1,2
3191011,39.0,45.0,84.0,53.57142857142857,4,0,4,21.0,100.0,4,0,0,4,0.0,8,8,6,6,14,1,1,1,1,1,1,9,1,1,1,2
3195667,48.0,50.0,98.0,51.02040816326531,5,1,4,19.6,80.0,6,0,0,6,0.0,2,2,2,2,4,1,1,1,1,1,2,2,1,1,1,2
3202644,263.0,381.0,644.0,59.161490683229815,15,6,9,42.93333333333333,60.0,9,0,0,9,0.0,8,8,15,15,23,1,2,1,1,1,1,2,1,1,1,2
3208291,100.0,61.0,161.0,37.88819875776397,7,0,7,23.0,100.0,6,0,0,6,0.0,3,2,3,2,4,1,1,1,1,2,1,9,1,2,2,4
3210549,550.0,458.0,1008.0,45.43650793650794,18,0,18,56.0,100.0,16,0,0,16,0.0,12,12,12,12,24,1,1,1,1,1,1,9,1,1,1,2
3213040,3.0,2.0,5.0,40.0,2,0,2,2.5,100.0,4,0,0,4,0.0,2,2,2,2,4,1,1,2,1,2,1,9,1,0,1,1
3217127,658.0,522.0,1180.0,44.237288135593225,26,16,10,45.38461538461539,38.46153846153847,13,0,0,13,0.0,5,5,5,5,10,1,1,1,1,1,1,2,1,1,1,2
3217553,121.0,112.0,233.0,48.06866952789699,10,5,5,23.3,50.0,9,0,0,9,0.0,3,3,4,4,7,1,1,1,1,1,1,2,1,1,2,3
3221085,118.0,89.0,207.0,42.99516908212561,7,0,7,29.571428571428573,100.0,6,0,0,6,0.0,4,4,4,4,8,1,1,1,1,2,1,9,1,1,2,3
3221737,52.0,56.0,108.0,51.85185185185185,7,2,5,15.428571428571429,71.42857142857143,4,0,0,4,0.0,2,2,4,4,6,1,1,1,1,1,1,9,1,0,1,1
3229400,79.0,51.0,130.0,39.23076923076923,7,1,6,18.571428571428573,85.71428571428571,12,0,0,12,0.0,3,3,3,3,6,1,1,1,1,1,1,9,1,1,0,1
3230939,0.0,1111.0,1111.0,100.0,20,0,20,55.55,100.0,24,0,0,24,0.0,0,0,16,16,16,1,1,1,1,2,1,9,1,0,2,2
3237217,185.0,194.0,379.0,51.187335092348285,12,1,11,31.583333333333332,91.66666666666666,8,0,0,8,0.0,6,6,6,6,12,1,1,1,1,2,1,9,1,2,2,4
3248979,81.0,29.0,110.0,26.36363636363636,4,0,4,27.5,100.0,6,0,0,6,0.0,3,3,3,3,6,1,1,1,1,1,1,9,1,1,1,2
3249640,3.0,0.0,3.0,0.0,3,0,3,1.0,100.0,4,0,2,6,33.33333333333333,2,2,2,2,4,1,1,1,1,1,2,2,1,1,1,2
3252274,59.0,64.0,123.0,52.03252032520326,6,0,6,20.5,100.0,6,0,0,6,0.0,5,5,5,5,10,1,1,1,1,2,2,9,1,1,1,2
3254036,28.0,18.0,46.0,39.130434782608695,4,0,4,11.5,100.0,8,0,0,8,0.0,1,1,2,1,2,1,1,1,1,2,1,9,1,0,0,0
3254817,150.0,128.0,278.0,46.043165467625904,8,1,7,34.75,87.5,7,0,0,7,0.0,9,9,9,9,18,1,1,1,1,1,2,2,1,1,2,3
3259464,138.0,117.0,255.0,45.88235294117647,7,2,5,36.42857142857143,71.42857142857143,7,0,0,7,0.0,3,3,3,3,6,1,1,1,1,2,2,9,1,1,1,2
3271738,6.0,2.0,8.0,25.0,1,0,1,8.0,100.0,2,0,0,2,0.0,6,6,5,5,11,1,1,1,1,1,1,2,1,1,1,2
3277398,153.0,146.0,299.0,48.82943143812709,8,0,8,37.375,100.0,4,0,0,4,0.0,3,3,3,3,6,1,1,2,1,2,1,9,1,1,1,2
3278174,14.0,12.0,26.0,46.15384615384615,1,1,0,26.0,0.0,2,0,0,2,0.0,3,3,2,2,5,1,1,1,1,1,2,9,1,1,1,2
3281784,293.0,231.0,524.0,44.083969465648856,14,0,14,37.42857142857143,100.0,22,0,0,22,0.0,3,3,3,3,6,1,1,2,1,1,1,9,1,0,0,0
3286695,476.0,446.0,922.0,48.37310195227766,20,6,14,46.1,70.0,10,9,3,22,54.54545454545454,3,3,4,4,7,1,1,1,1,1,1,2,1,1,1,2
3289241,254.0,231.0,485.0,47.62886597938144,17,0,17,28.529411764705884,100.0,16,0,0,16,0.0,2,2,6,6,8,1,1,1,1,1,2,9,1,2,3,5
3291553,63.0,49.0,112.0,43.75,6,0,6,18.666666666666668,100.0,4,0,0,4,0.0,2,2,2,2,4,1,1,1,1,1,1,9,1,0,0,0
3291844,52.0,50.0,102.0,49.01960784313725,4,0,4,25.5,100.0,4,0,0,4,0.0,5,5,5,5,10,1,1,1,1,1,1,9,1,1,1,2
3298299,33.0,33.0,66.0,50.0,2,0,2,33.0,100.0,2,0,0,2,0.0,3,3,5,5,8,1,1,1,1,1,1,9,1,1,1,2
3307486,11.0,14.0,25.0,56.00000000000001,4,1,3,6.25,75.0,8,0,0,8,0.0,4,4,1,1,5,1,1,1,1,1,2,2,1,1,1,2
3311250,15.0,20.0,35.0,57.14285714285714,7,4,3,5.0,42.857142857142854,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2
3317563,211.0,216.0,427.0,50.585480093676814,14,2,12,30.5,85.71428571428571,12,0,0,12,0.0,6,6,9,9,15,1,1,1,1,1,2,2,1,1,1,2
3319423,108.0,86.0,194.0,44.329896907216494,6,2,4,32.333333333333336,66.66666666666666,6,0,0,6,0.0,16,16,16,16,32,1,1,1,1,1,2,9,1,1,1,2
3329338,7.0,20.0,27.0,74.07407407407408,5,1,4,5.4,80.0,3,0,0,3,0.0,1,1,4,4,5,1,1,2,1,1,1,9,1,0,1,1
3335524,82.0,56.0,138.0,40.57971014492754,4,1,3,34.5,75.0,8,0,0,8,0.0,6,6,6,6,12,1,1,1,1,1,1,2,1,1,0,1
3342853,86.0,107.0,193.0,55.44041450777202,7,2,5,27.571428571428573,71.42857142857143,9,0,0,9,0.0,2,2,4,4,6,1,1,1,1,1,2,2,1,1,0,1
3346999,19.0,12.0,31.0,38.70967741935484,7,1,6,4.428571428571429,85.71428571428571,11,0,0,11,0.0,3,3,3,3,6,1,1,2,2,9,1,9,1,3,3,6
3348713,5.0,1.0,6.0,16.666666666666664,1,0,1,6.0,100.0,7,0,0,7,0.0,2,2,2,2,4,1,1,1,1,1,2,9,1,1,1,2
3354387,25.0,25.0,50.0,50.0,3,1,2,16.666666666666668,66.66666666666666,4,0,0,4,0.0,2,2,4,4,6,1,1,1,1,1,1,9,1,1,1,2
3355924,36.0,32.0,68.0,47.05882352941176,8,1,7,8.5,87.5,9,0,0,9,0.0,4,4,4,4,8,1,1,1,1,1,1,2,1,1,1,2
3358107,386.0,322.0,708.0,45.48022598870056,14,0,14,50.57142857142857,100.0,24,0,0,24,0.0,4,4,6,6,10,1,1,1,1,1,1,9,1,2,1,3
3366811,36.0,33.0,69.0,47.82608695652174,4,3,1,17.25,25.0,5,0,0,5,0.0,2,2,2,2,4,1,1,1,1,1,1,2,1,0,1,1
3394864,52.0,63.0,115.0,54.78260869565217,9,2,7,12.777777777777779,77.77777777777779,8,0,0,8,0.0,3,3,4,4,7,1,1,1,1,1,1,2,1,1,0,1
3396148,60.0,35.0,95.0,36.84210526315789,13,2,11,7.3076923076923075,84.61538461538461,18,5,3,26,30.76923076923077,4,4,4,4,8,1,1,1,1,1,1,2,1,1,1,2
3399377,232.0,205.0,437.0,46.910755148741416,14,0,14,31.214285714285715,100.0,14,0,0,14,0.0,6,6,6,6,12,1,1,1,1,1,1,2,1,1,1,2
3411535,14.0,8.0,22.0,36.36363636363637,2,0,2,11.0,100.0,0,2,0,2,100.0,3,3,3,3,6,1,1,1,1,1,1,9,1,1,1,2
3414602,62.0,34.0,96.0,35.41666666666667,9,2,7,10.666666666666666,77.77777777777779,5,0,0,5,0.0,3,3,3,3,6,1,1,1,1,1,2,9,1,1,1,2
3414930,6.0,9.0,15.0,60.0,2,0,2,7.5,100.0,2,0,0,2,0.0,3,3,2,2,5,1,1,1,1,1,1,2,1,1,1,2
3416515,198.0,175.0,373.0,46.91689008042895,10,0,10,37.3,100.0,11,0,0,11,0.0,5,5,3,3,8,1,1,1,1,2,1,9,1,1,1,2
3419300,54.0,66.0,120.0,55.00000000000001,4,0,4,30.0,100.0,4,0,0,4,0.0,3,3,4,4,7,1,1,1,1,1,1,9,1,2,0,2
3420419,248.0,346.0,594.0,58.24915824915825,14,1,13,42.42857142857143,92.85714285714286,19,0,0,19,0.0,4,4,7,7,11,1,1,1,1,1,1,9,1,1,1,2
3422150,85.0,81.0,166.0,48.795180722891565,6,1,5,27.666666666666668,83.33333333333334,5,0,0,5,0.0,5,5,5,5,10,1,1,1,1,1,2,9,1,1,1,2
3423739,34.0,27.0,61.0,44.26229508196721,5,0,5,12.2,100.0,10,0,0,10,0.0,2,2,2,2,4,1,1,1,1,2,1,9,1,1,1,2
3424807,101.0,107.0,208.0,51.442307692307686,13,2,11,16.0,84.61538461538461,14,0,0,14,0.0,3,3,4,4,7,1,1,1,1,1,2,9,1,1,1,2
3428325,110.0,92.0,202.0,45.54455445544555,6,0,6,33.666666666666664,100.0,4,0,0,4,0.0,3,3,2,2,5,1,1,1,1,1,1,9,1,1,1,2
3437119,40.0,29.0,69.0,42.028985507246375,4,0,4,17.25,100.0,10,0,0,10,0.0,3,3,3,3,6,1,1,1,1,1,1,2,1,1,1,2
3449241,812.0,625.0,1437.0,43.49338900487126,29,13,16,49.55172413793103,55.172413793103445,8,4,1,13,38.46153846153847,2,2,2,2,4,1,1,1,1,1,2,2,1,1,1,2
3454636,275.0,245.0,520.0,47.11538461538461,16,6,10,32.5,62.5,8,0,0,8,0.0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2
3456197,183.0,122.0,305.0,40.0,8,0,8,38.125,100.0,8,0,0,8,0.0,5,5,5,5,10,1,1,1,1,1,1,9,1,1,1,2
