pseudocode,student_boys,student_girls,student_total,girls_share_pct,teachers_total,teachers_male,teachers_female,teacher_student_ratio,female_teacher_share_pct,classrooms_good,classrooms_minor_repair,classrooms_major_repair,classrooms_total_observed,classrooms_repair_pct,boys_toilets,boys_functional_toilets,girls_toilets,girls_functional_toilets,functional_toilets_total,electricity_available,library_available,playground_available,ramps_available,handrails_available,computer_ict_lab_available,ict_lab_available,internet_available,cwsn_boys_toilets,cwsn_girls_toilets,cwsn_toilets_total
1979402,5.0,8.0,13.0,61.53846153846154,6,4,2,2.1666666666666665,33.33333333333333,3,3,0,6,50.0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2
1994929,88.0,17.0,105.0,16.19047619047619,5,2,3,21.0,60.0,3,0,0,3,0.0,7,7,3,3,10,1,1,1,1,2,2,2,1,1,0,1
1996598,420.0,203.0,623.0,32.58426966292135,21,8,13,29.666666666666668,61.904761904761905,19,0,0,19,0.0,3,3,3,3,6,1,1,1,1,1,1,1,1,2,3,5
2001972,1445.0,1325.0,2770.0,47.833935018050546,47,16,31,58.93617021276596,65.95744680851064,26,0,0,26,0.0,3,2,4,4,6,1,1,2,1,2,2,2,1,2,2,4
2008419,612.0,408.0,1020.0,40.0,28,6,22,36.42857142857143,78.57142857142857,23,0,0,23,0.0,25,25,25,25,50,1,1,1,1,1,2,2,1,2,2,4
2014705,122.0,109.0,231.0,47.18614718614719,26,6,20,8.884615384615385,76.92307692307693,28,0,0,28,0.0,4,4,4,4,8,1,1,2,1,1,1,9,1,0,0,0
2020795,0.0,92.0,92.0,100.0,6,0,6,15.333333333333334,100.0,12,0,0,12,0.0,0,0,8,8,8,1,1,1,1,1,1,9,1,0,7,7
2022094,128.0,131.0,259.0,50.57915057915058,10,1,9,25.9,90.0,8,0,0,8,0.0,6,6,6,6,12,1,1,2,1,1,1,1,1,1,1,2
2026030,267.0,234.0,501.0,46.706586826347305,17,2,15,29.470588235294116,88.23529411764706,11,0,0,11,0.0,2,2,2,2,4,1,1,1,1,2,2,9,1,1,1,2
2028604,530.0,404.0,934.0,43.25481798715203,23,4,19,40.608695652173914,82.6086956521739,15,2,0,17,11.76470588235294,4,4,4,4,8,1,1,1,1,1,1,2,1,1,1,2
2030957,226.0,135.0,361.0,37.396121883656505,15,0,15,24.066666666666666,100.0,10,0,0,10,0.0,2,2,3,3,5,1,1,2,1,1,1,9,1,0,1,1
2032692,150.0,169.0,319.0,52.97805642633229,16,10,6,19.9375,37.5,14,0,0,14,0.0,6,6,5,5,11,1,1,1,1,2,1,1,1,1,1,2
2046533,1070.0,925.0,1995.0,46.365914786967416,107,9,98,18.64485981308411,91.58878504672897,70,0,0,70,0.0,11,11,11,11,22,1,1,1,1,2,1,9,1,2,2,4
2050971,86.0,75.0,161.0,46.58385093167702,23,3,20,7.0,86.95652173913044,20,0,0,20,0.0,2,2,2,2,4,1,1,1,1,1,1,9,1,6,6,12
2051805,0.0,38.0,38.0,100.0,4,2,2,9.5,50.0,6,0,0,6,0.0,0,0,6,6,6,1,1,1,1,1,1,2,1,0,1,1
2052770,32.0,20.0,52.0,38.46153846153847,4,2,2,13.0,50.0,3,0,0,3,0.0,3,3,3,3,6,1,1,2,1,2,1,9,1,1,1,2
2057624,638.0,421.0,1059.0,39.754485363550515,13,2,11,81.46153846153847,84.61538461538461,16,0,0,16,0.0,6,6,3,3,9,1,1,1,1,1,1,9,1,1,1,2
2071695,589.0,430.0,1019.0,42.198233562316,26,3,23,39.19230769230769,88.46153846153845,9,0,0,9,0.0,8,8,5,5,13,1,1,2,1,1,1,9,1,4,2,6
2082418,15.0,544.0,559.0,97.31663685152057,20,1,19,27.95,95.0,16,0,0,16,0.0,3,3,14,14,17,1,1,1,1,1,1,2,1,1,1,2
2086369,131.0,153.0,284.0,53.87323943661971,24,13,11,11.833333333333334,45.83333333333333,24,0,0,24,0.0,3,3,3,3,6,1,1,1,1,1,1,2,1,1,1,2
2091245,6.0,5.0,11.0,45.45454545454545,6,1,5,1.8333333333333333,83.33333333333334,11,0,0,11,0.0,10,10,10,10,20,1,1,1,1,1,1,9,1,1,1,2
2095859,29.0,12.0,41.0,29.268292682926827,4,0,4,10.25,100.0,5,0,0,5,0.0,2,2,2,2,4,1,1,1,1,2,2,2,1,1,1,2
2104076,1307.0,977.0,2284.0,42.77583187390543,54,10,44,42.2962962962963,81.48148148148148,45,0,0,45,0.0,4,4,4,4,8,1,1,1,1,1,1,2,1,1,1,2
2104602,855.0,534.0,1389.0,38.44492440604751,39,16,23,35.61538461538461,58.97435897435898,12,0,0,12,0.0,0,0,0,0,0,1,1,1,1,1,1,2,1,6,6,12
2106628,0.0,199.0,199.0,100.0,4,0,4,49.75,100.0,2,0,0,2,0.0,0,0,2,2,2,1,1,1,1,1,2,2,1,0,0,0
2113001,274.0,330.0,604.0,54.63576158940398,30,18,12,20.133333333333333,40.0,22,0,0,22,0.0,6,6,6,6,12,1,1,1,1,1,1,2,1,1,1,2
2114341,97.0,91.0,188.0,48.40425531914894,10,4,6,18.8,60.0,15,0,0,15,0.0,2,2,2,2,4,1,1,2,1,1,1,9,1,1,1,2
2122304,156.0,77.0,233.0,33.047210300429185,9,2,7,25.88888888888889,77.77777777777779,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
2125038,85.0,42.0,127.0,33.07086614173229,5,2,3,25.4,60.0,4,0,0,4,0.0,3,3,3,3,6,1,1,1,1,2,2,9,1,1,1,2
2130844,418.0,308.0,726.0,42.42424242424242,18,10,8,40.333333333333336,44.44444444444444,21,0,0,21,0.0,5,5,5,5,10,1,1,1,1,1,1,1,1,5,5,10
2139723,20.0,10.0,30.0,33.33333333333333,2,1,1,15.0,50.0,6,0,0,6,0.0,5,5,5,5,10,1,1,1,1,1,2,9,1,0,0,0
2145547,221.0,219.0,440.0,49.77272727272727,21,12,9,20.952380952380953,42.857142857142854,30,0,0,30,0.0,20,20,20,20,40,1,1,1,1,1,1,1,1,2,2,4
2157656,1267.0,1212.0,2479.0,48.89068172650262,81,7,74,30.604938271604937,91.35802469135803,57,0,0,57,0.0,28,28,28,28,56,1,1,1,1,2,1,9,1,4,4,8
2159544,886.0,0.0,886.0,0.0,22,3,19,40.27272727272727,86.36363636363636,18,0,0,18,0.0,3,3,0,0,3,1,1,1,1,2,1,2,1,1,0,1
2168999,1830.0,2659.0,4489.0,59.233682334595684,85,25,60,52.811764705882354,70.58823529411765,54,0,0,54,0.0,10,10,10,10,20,1,1,1,1,1,1,2,1,10,10,20
2176293,55.0,47.0,102.0,46.07843137254902,9,7,2,11.333333333333334,22.22222222222222,6,2,0,8,25.0,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,2
2178034,471.0,313.0,784.0,39.9234693877551,22,5,17,35.63636363636363,77.27272727272727,21,0,0,21,0.0,2,2,3,3,5,1,1,1,1,1,1,9,1,2,1,3
2180793,31.0,19.0,50.0,38.0,11,5,6,4.545454545454546,54.54545454545454,6,0,0,6,0.0,2,2,2,2,4,1,1,1,1,2,2,2,1,1,0,1
2190094,47.0,45.0,92.0,48.91304347826087,8,0,8,11.5,100.0,6,0,0,6,0.0,1,1,3,3,4,1,1,1,1,1,1,9,1,1,1,2
2197885,21.0,19.0,40.0,47.5,7,2,5,5.714285714285714,71.42857142857143,12,0,0,12,0.0,3,3,3,3,6,1,1,1,1,2,2,9,1,0,0,0
2201741,648.0,635.0,1283.0,49.49337490257209,67,4,63,19.149253731343283,94.02985074626866,30,0,0,30,0.0,12,12,21,21,33,1,1,1,1,1,1,9,1,2,3,5
2207673,122.0,47.0,169.0,27.810650887573964,7,4,3,24.142857142857142,42.857142857142854,5,0,0,5,0.0,3,3,3,3,6,1,1,1,1,2,2,2,1,1,1,2
2217558,0.0,648.0,648.0,100.0,13,0,13,49.84615384615385,100.0,14,0,0,14,0.0,0,0,11,11,11,1,1,1,1,1,1,2,1,0,1,1
2240578,605.0,899.0,1504.0,59.77393617021277,41,16,25,36.68292682926829,60.97560975609756,24,0,0,24,0.0,5,5,5,5,10,1,1,1,1,1,1,2,1,1,1,2
2241786,328.0,270.0,598.0,45.1505016722408,21,4,17,28.476190476190474,80.95238095238095,18,0,0,18,0.0,6,6,6,6,12,1,1,1,1,1,1,9,1,1,1,2
2247606,199.0,131.0,330.0,39.696969696969695,27,0,27,12.222222222222221,100.0,16,0,0,16,0.0,10,10,15,15,25,1,1,1,1,2,1,9,1,10,15,25
2248119,765.0,653.0,1418.0,46.05077574047955,43,2,41,32.97674418604651,95.34883720930233,43,0,0,43,0.0,12,12,8,8,20,1,1,1,1,1,1,9,1,12,4,16
2260146,0.0,507.0,507.0,100.0,18,0,18,28.166666666666668,100.0,14,0,0,14,0.0,0,0,10,10,10,1,1,1,1,1,1,2,1,0,1,1
2262738,298.0,291.0,589.0,49.40577249575552,25,1,24,23.56,96.0,40,0,0,40,0.0,20,20,20,20,40,1,1,1,1,2,1,9,1,0,0,0
2269823,149.0,102.0,251.0,40.63745019920319,8,1,7,31.375,87.5,9,0,0,9,0.0,4,4,8,4,8,1,1,1,1,2,1,9,1,1,8,9
2273207,114.0,247.0,361.0,68.42105263157895,11,7,4,32.81818181818182,36.36363636363637,12,4,0,16,25.0,3,3,3,3,6,1,1,2,1,1,2,2,1,0,1,1
2273406,19.0,9.0,28.0,32.142857142857146,12,2,10,2.3333333333333335,83.33333333333334,7,0,0,7,0.0,2,2,2,2,4,1,1,1,1,1,1,2,1,2,2,4
2275379,455.0,220.0,675.0,32.592592592592595,23,7,16,29.347826086956523,69.56521739130434,16,0,0,16,0.0,12,12,4,4,16,1,1,1,1,1,1,2,1,1,1,2
2295199,152.0,66.0,218.0,30.275229357798167,8,1,7,27.25,87.5,6,0,0,6,0.0,1,1,1,1,2,1,1,2,1,1,1,9,1,1,1,2
2295507,43.0,34.0,77.0,44.15584415584416,6,5,1,12.833333333333334,16.666666666666664,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,0,1
2295570,329.0,269.0,598.0,44.98327759197324,27,0,27,22.14814814814815,100.0,22,0,0,22,0.0,12,12,20,20,32,1,1,1,1,1,1,9,1,1,1,2
2306705,413.0,315.0,728.0,43.269230769230774,20,6,14,36.4,70.0,26,0,0,26,0.0,20,20,20,20,40,1,1,1,1,2,1,9,1,20,20,40
2315017,853.0,838.0,1691.0,49.55647545830869,51,10,41,33.15686274509804,80.3921568627451,14,0,0,14,0.0,22,22,29,29,51,1,1,1,1,1,1,2,1,2,2,4
2315021,2.0,1.0,3.0,33.33333333333333,5,4,1,0.6,20.0,6,0,0,6,0.0,1,1,1,1,2,1,1,2,1,2,2,2,1,1,0,1
2330037,0.0,81.0,81.0,100.0,19,9,10,4.2631578947368425,52.63157894736842,12,0,0,12,0.0,0,0,6,6,6,1,1,1,1,1,2,2,1,0,2,2
2331923,618.0,543.0,1161.0,46.770025839793284,24,2,22,48.375,91.66666666666666,24,0,0,24,0.0,8,8,8,8,16,1,1,1,1,1,1,9,1,1,1,2
2338519,111.0,134.0,245.0,54.69387755102041,20,8,12,12.25,60.0,13,0,0,13,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,13,16
2340409,28.0,12.0,40.0,30.0,5,1,4,8.0,80.0,8,0,2,10,20.0,4,4,2,2,6,1,1,1,1,1,1,9,1,0,0,0
2340969,282.0,439.0,721.0,60.887656033287094,24,11,13,30.041666666666668,54.166666666666664,21,0,0,21,0.0,7,7,9,9,16,1,1,1,1,1,1,2,1,1,1,2
2341341,0.0,516.0,516.0,100.0,10,0,10,51.6,100.0,12,0,0,12,0.0,0,0,7,7,7,1,1,1,1,1,1,2,1,0,2,2
2344040,252.0,150.0,402.0,37.3134328358209,13,2,11,30.923076923076923,84.61538461538461,12,0,0,12,0.0,4,4,4,4,8,1,1,1,1,1,1,9,1,1,1,2
2356243,52.0,50.0,102.0,49.01960784313725,7,2,5,14.571428571428571,71.42857142857143,10,0,0,10,0.0,2,2,3,3,5,1,1,1,1,1,1,2,1,2,9,11
2362703,197.0,137.0,334.0,41.01796407185629,18,1,17,18.555555555555557,94.44444444444444,12,0,0,12,0.0,4,4,18,18,22,1,1,1,1,2,1,9,1,2,3,5
2369998,303.0,164.0,467.0,35.11777301927195,11,3,8,42.45454545454545,72.72727272727273,12,0,0,12,0.0,10,10,10,10,20,1,1,1,1,1,1,1,1,0,5,5
2370201,411.0,466.0,877.0,53.13568985176739,48,9,39,18.270833333333332,81.25,30,0,0,30,0.0,12,12,20,20,32,1,1,1,1,2,1,9,1,12,12,24
2381905,143.0,88.0,231.0,38.095238095238095,19,0,19,12.157894736842104,100.0,18,0,0,18,0.0,4,4,3,3,7,1,1,1,1,1,1,9,1,1,1,2
2382797,1607.0,748.0,2355.0,31.762208067940552,43,14,29,54.76744186046512,67.44186046511628,24,0,0,24,0.0,3,3,2,2,5,1,1,2,1,2,1,2,1,3,2,5
2385992,97.0,36.0,133.0,27.06766917293233,9,0,9,14.777777777777779,100.0,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
2393261,390.0,316.0,706.0,44.759206798866856,32,7,25,22.0625,78.125,20,0,0,20,0.0,5,5,6,6,11,1,1,1,1,2,1,9,1,3,1,4
2393991,202.0,132.0,334.0,39.52095808383233,9,1,8,37.111111111111114,88.88888888888889,14,0,0,14,0.0,5,5,6,6,11,1,1,1,1,2,1,9,1,1,1,2
2395482,56.0,44.0,100.0,44.0,8,0,8,12.5,100.0,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,2,2,9,1,0,1,1
2401620,106.0,88.0,194.0,45.36082474226804,17,8,9,11.411764705882353,52.94117647058824,10,0,0,10,0.0,3,3,3,3,6,1,1,1,1,1,1,1,1,1,1,2
2403166,42.0,44.0,86.0,51.162790697674424,14,11,3,6.142857142857143,21.428571428571427,9,5,1,15,40.0,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,2
2403186,574.0,261.0,835.0,31.257485029940117,18,7,11,46.388888888888886,61.111111111111114,21,0,0,21,0.0,20,20,25,25,45,1,1,1,1,2,1,9,1,1,1,2
2404096,40.0,62.0,102.0,60.78431372549019,9,2,7,11.333333333333334,77.77777777777779,6,0,0,6,0.0,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,2
2406437,0.0,1638.0,1638.0,100.0,39,4,35,42.0,89.74358974358975,26,0,0,26,0.0,0,0,11,11,11,1,1,1,1,1,2,2,1,0,1,1
2418886,44.0,32.0,76.0,42.10526315789473,20,5,15,3.8,75.0,12,0,0,12,0.0,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2
2421154,154.0,101.0,255.0,39.6078431372549,17,5,12,15.0,70.58823529411765,10,0,0,10,0.0,6,6,6,6,12,1,1,2,2,9,1,9,1,0,0,0
2421477,23.0,33.0,56.0,58.92857142857143,1,0,1,56.0,100.0,5,0,0,5,0.0,4,4,4,4,8,1,1,2,1,1,2,2,1,1,1,2
2424914,379.0,363.0,742.0,48.921832884097036,23,3,20,32.26086956521739,86.95652173913044,15,0,0,15,0.0,4,4,2,2,6,1,1,2,1,2,2,9,1,0,1,1
2430407,258.0,158.0,416.0,37.980769230769226,15,5,10,27.733333333333334,66.66666666666666,6,0,0,6,0.0,4,4,4,4,8,1,1,2,1,2,1,9,1,1,1,2
2435889,291.0,0.0,291.0,0.0,13,8,5,22.384615384615383,38.46153846153847,8,0,0,8,0.0,12,12,0,0,12,1,1,1,1,2,1,2,1,1,0,1
2441087,85.0,81.0,166.0,48.795180722891565,8,0,8,20.75,100.0,14,0,0,14,0.0,15,15,16,16,31,1,1,1,1,1,1,9,1,0,0,0
2451206,16.0,28.0,44.0,63.63636363636363,2,2,0,22.0,0.0,3,0,0,3,0.0,2,2,2,2,4,1,1,1,1,1,2,2,1,1,1,2
2452094,321.0,300.0,621.0,48.309178743961354,27,4,23,23.0,85.18518518518519,22,0,0,22,0.0,7,7,7,7,14,1,1,1,1,2,1,9,1,3,3,6
2453399,207.0,168.0,375.0,44.800000000000004,34,10,24,11.029411764705882,70.58823529411765,26,0,0,26,0.0,4,4,4,4,8,1,1,1,1,1,1,1,1,1,1,2
2454071,280.0,209.0,489.0,42.740286298568506,14,3,11,34.92857142857143,78.57142857142857,16,0,0,16,0.0,10,10,8,8,18,1,1,1,1,2,1,9,1,1,1,2
2456198,38.0,36.0,74.0,48.64864864864865,4,4,0,18.5,0.0,5,0,0,5,0.0,5,5,5,5,10,1,1,1,1,1,2,2,1,1,1,2
2457080,241.0,132.0,373.0,35.388739946380696,17,2,15,21.941176470588236,88.23529411764706,11,0,0,11,0.0,6,6,5,5,11,1,1,1,1,1,2,9,1,1,1,2
2465247,627.0,580.0,1207.0,48.05302402651201,33,14,19,36.57575757575758,57.57575757575758,32,0,0,32,0.0,10,10,13,13,23,1,1,1,1,1,1,2,1,1,2,3
2465710,36.0,44.0,80.0,55.00000000000001,13,9,4,6.153846153846154,30.76923076923077,10,2,0,12,16.666666666666664,3,3,3,3,6,1,1,1,1,1,1,2,1,1,1,2
2473111,49.0,58.0,107.0,54.20560747663551,7,3,4,15.285714285714286,57.14285714285714,6,0,0,6,0.0,3,3,3,3,6,1,1,1,1,1,2,2,1,1,1,2
2479489,57.0,42.0,99.0,42.42424242424242,3,2,1,33.0,33.33333333333333,6,0,0,6,0.0,4,4,4,4,8,1,1,1,1,1,2,2,1,1,0,1
2482599,108.0,89.0,197.0,45.17766497461929,11,0,11,17.90909090909091,100.0,9,0,0,9,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
2482744,3.0,4.0,7.0,57.14285714285714,2,0,2,3.5,100.0,5,0,0,5,0.0,1,1,2,2,3,1,1,2,1,1,1,9,1,1,0,1
2482810,75.0,83.0,158.0,52.53164556962025,20,0,20,7.9,100.0,48,0,0,48,0.0,27,27,41,41,68,1,1,1,1,1,1,9,1,4,4,8
2485194,90.0,222.0,312.0,71.15384615384616,11,0,11,28.363636363636363,100.0,12,0,0,12,0.0,5,5,5,5,10,1,1,1,1,2,1,1,1,2,2,4
2485822,237.0,198.0,435.0,45.51724137931035,13,0,13,33.46153846153846,100.0,12,0,0,12,0.0,4,4,4,4,8,1,1,1,1,1,1,9,1,1,1,2
2486616,16.0,20.0,36.0,55.55555555555556,6,3,3,6.0,50.0,9,0,0,9,0.0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2
2497115,0.0,172.0,172.0,100.0,12,1,11,14.333333333333334,91.66666666666666,6,0,0,6,0.0,0,0,5,5,5,1,1,2,1,2,1,9,1,0,1,1
2508063,77.0,76.0,153.0,49.673202614379086,13,5,8,11.76923076923077,61.53846153846154,13,0,0,13,0.0,2,2,4,4,6,1,1,1,1,1,1,9,1,2,1,3
2514902,88.0,114.0,202.0,56.43564356435643,9,5,4,22.444444444444443,44.44444444444444,8,0,0,8,0.0,3,3,2,2,5,1,1,1,1,2,1,2,1,1,1,2
2526617,421.0,258.0,679.0,37.99705449189985,19,5,14,35.73684210526316,73.68421052631578,15,0,0,15,0.0,4,4,4,4,8,1,1,2,1,1,1,9,1,1,1,2
2535066,29.0,37.0,66.0,56.060606060606055,23,5,18,2.869565217391304,78.26086956521739,14,0,0,14,0.0,9,9,9,9,18,1,1,1,1,1,1,9,1,3,3,6
2537256,669.0,329.0,998.0,32.965931863727455,27,6,21,36.96296296296296,77.77777777777779,22,0,0,22,0.0,6,6,7,7,13,1,1,1,1,1,1,2,1,1,1,2
2537277,124.0,127.0,251.0,50.59760956175299,8,0,8,31.375,100.0,6,0,0,6,0.0,5,5,5,5,10,1,1,1,1,2,1,9,1,1,1,2
2547945,736.0,523.0,1259.0,41.54090548054011,39,16,23,32.282051282051285,58.97435897435898,31,0,0,31,0.0,6,6,6,6,12,1,1,1,1,1,1,2,1,1,1,2
2553414,48.0,19.0,67.0,28.35820895522388,8,3,5,8.375,62.5,5,0,0,5,0.0,3,3,3,3,6,1,1,1,1,2,1,9,1,1,1,2
2557110,45.0,32.0,77.0,41.55844155844156,4,0,4,19.25,100.0,2,0,0,2,0.0,3,3,3,3,6,1,1,2,1,2,1,9,1,0,1,1
2563054,276.0,273.0,549.0,49.72677595628415,25,8,17,21.96,68.0,12,0,0,12,0.0,9,9,9,9,18,1,1,1,1,1,1,2,1,3,3,6
2565129,196.0,180.0,376.0,47.87234042553192,18,3,15,20.88888888888889,83.33333333333334,6,0,0,6,0.0,8,8,8,8,16,1,1,1,1,1,1,1,1,2,2,4
2569538,0.0,1731.0,1731.0,100.0,44,0,44,39.34090909090909,100.0,36,0,0,36,0.0,0,0,4,4,4,1,1,1,1,1,1,2,1,0,1,1
2587279,193.0,145.0,338.0,42.89940828402367,11,0,11,30.727272727272727,100.0,10,0,0,10,0.0,1,1,1,1,2,1,1,1,1,2,1,9,1,1,1,2
2590817,68.0,55.0,123.0,44.71544715447154,11,4,7,11.181818181818182,63.63636363636363,8,0,0,8,0.0,6,6,6,6,12,1,1,1,1,1,2,2,1,1,1,2
2591292,129.0,122.0,251.0,48.60557768924303,19,10,9,13.210526315789474,47.368421052631575,12,0,0,12,0.0,2,2,3,3,5,1,1,1,1,1,1,1,1,1,1,2
2591682,975.0,943.0,1918.0,49.16579770594369,106,18,88,18.09433962264151,83.01886792452831,46,0,0,46,0.0,20,20,20,20,40,1,1,1,1,1,1,9,1,10,20,30
2593711,57.0,55.0,112.0,49.107142857142854,5,1,4,22.4,80.0,3,0,0,3,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
2594466,178.0,161.0,339.0,47.49262536873156,20,6,14,16.95,70.0,18,0,0,18,0.0,4,4,4,4,8,1,1,1,1,1,2,2,1,1,1,2
2599665,104.0,91.0,195.0,46.666666666666664,21,13,8,9.285714285714286,38.095238095238095,40,0,0,40,0.0,48,48,48,48,96,1,1,1,1,2,2,9,1,2,2,4
2601939,102.0,102.0,204.0,50.0,22,2,20,9.272727272727273,90.9090909090909,20,0,0,20,0.0,2,2,2,2,4,1,1,1,1,1,2,2,1,0,4,4
2606914,361.0,242.0,603.0,40.13266998341625,25,3,22,24.12,88.0,28,0,0,28,0.0,12,12,12,12,24,1,1,1,1,1,1,1,1,1,1,2
2607501,95.0,91.0,186.0,48.924731182795696,33,11,22,5.636363636363637,66.66666666666666,12,0,0,12,0.0,18,18,36,36,54,1,1,1,1,2,2,9,1,6,6,12
2611777,289.0,214.0,503.0,42.54473161033797,10,0,10,50.3,100.0,20,0,0,20,0.0,6,6,14,14,20,1,1,1,1,1,1,9,1,2,2,4
2616549,328.0,338.0,666.0,50.750750750750754,25,10,15,26.64,60.0,17,0,0,17,0.0,2,2,2,2,4,1,1,1,1,1,1,2,1,1,1,2
2629216,780.0,587.0,1367.0,42.9407461594733,35,5,30,39.05714285714286,85.71428571428571,42,0,0,42,0.0,30,30,16,16,46,1,1,1,1,1,1,9,1,2,2,4
2631058,789.0,707.0,1496.0,47.25935828877005,34,8,26,44.0,76.47058823529412,12,0,0,12,0.0,14,14,15,15,29,1,1,1,1,1,1,1,1,1,1,2
2653062,85.0,35.0,120.0,29.166666666666668,9,1,8,13.333333333333334,88.88888888888889,9,0,0,9,0.0,5,5,5,5,10,1,1,1,1,1,1,9,1,1,1,2
2655944,1411.0,1318.0,2729.0,48.296079149871744,129,21,108,21.155038759689923,83.72093023255815,41,0,0,41,0.0,19,19,37,37,56,1,1,1,1,1,1,9,1,1,0,1
2661394,196.0,195.0,391.0,49.87212276214834,36,11,25,10.86111111111111,69.44444444444444,24,0,0,24,0.0,8,8,8,8,16,1,1,1,1,1,1,1,1,1,1,2
2662840,24.0,38.0,62.0,61.29032258064516,4,2,2,15.5,50.0,2,0,0,2,0.0,2,2,2,2,4,1,1,1,2,9,1,9,1,1,1,2
2678354,282.0,269.0,551.0,48.82032667876588,21,15,6,26.238095238095237,28.57142857142857,14,0,0,14,0.0,2,2,2,2,4,1,1,1,1,2,1,2,1,0,0,0
2679548,135.0,97.0,232.0,41.810344827586206,8,2,6,29.0,75.0,12,0,0,12,0.0,4,4,2,2,6,1,1,1,1,1,1,9,1,1,1,2
2690736,491.0,292.0,783.0,37.29246487867178,23,5,18,34.04347826086956,78.26086956521739,28,0,0,28,0.0,6,6,6,6,12,1,1,1,1,1,1,9,1,0,0,0
2714218,65.0,53.0,118.0,44.91525423728814,2,1,1,59.0,50.0,7,0,0,7,0.0,4,4,4,4,8,1,1,1,1,1,2,2,1,1,1,2
2721295,104.0,121.0,225.0,53.77777777777778,16,10,6,14.0625,37.5,12,0,0,12,0.0,9,9,5,5,14,1,1,1,1,1,1,2,1,1,1,2
2723027,372.0,0.0,372.0,0.0,13,5,8,28.615384615384617,61.53846153846154,13,0,0,13,0.0,10,10,2,2,12,1,1,2,1,2,1,2,1,0,0,0
2730580,167.0,185.0,352.0,52.55681818181818,52,3,49,6.769230769230769,94.23076923076923,20,0,0,20,0.0,7,7,7,7,14,1,1,1,1,2,1,9,1,1,1,2
2735991,1.0,6.0,7.0,85.71428571428571,2,0,2,3.5,100.0,3,0,0,3,0.0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2
2737874,1639.0,963.0,2602.0,37.00999231360492,51,20,31,51.01960784313726,60.78431372549019,17,0,0,17,0.0,3,3,3,3,6,1,1,1,1,1,1,2,1,3,3,6
2740486,170.0,139.0,309.0,44.983818770226534,9,0,9,34.333333333333336,100.0,18,0,0,18,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,2,2,4
2743529,632.0,0.0,632.0,0.0,17,16,1,37.1764705882353,5.88235294117647,14,0,0,14,0.0,24,24,0,0,24,1,1,1,1,1,1,2,1,1,0,1
2746464,69.0,29.0,98.0,29.591836734693878,1,1,0,98.0,0.0,5,0,0,5,0.0,2,2,2,2,4,1,1,1,1,1,2,2,1,1,1,2
2747430,71.0,92.0,163.0,56.44171779141104,8,2,6,20.375,75.0,6,0,0,6,0.0,13,13,12,12,25,1,1,1,1,1,1,9,1,1,1,2
2747880,541.0,565.0,1106.0,51.08499095840868,18,0,18,61.44444444444444,100.0,25,0,0,25,0.0,9,9,10,10,19,1,1,2,1,1,1,9,1,1,1,2
2753706,0.0,870.0,870.0,100.0,22,0,22,39.54545454545455,100.0,18,0,0,18,0.0,0,0,20,20,20,1,1,1,1,2,1,2,1,0,1,1
2753963,701.0,621.0,1322.0,46.97428139183056,186,43,143,7.10752688172043,76.88172043010752,112,0,0,112,0.0,28,28,41,41,69,1,1,1,1,1,2,9,1,3,3,6
2761995,102.0,166.0,268.0,61.940298507462686,9,6,3,29.77777777777778,33.33333333333333,6,0,0,6,0.0,2,2,2,2,4,1,1,2,1,2,1,1,1,1,1,2
2763082,210.0,21.0,231.0,9.090909090909092,3,0,3,77.0,100.0,6,0,0,6,0.0,4,4,2,2,6,1,1,1,1,1,1,2,1,2,1,3
2763387,277.0,255.0,532.0,47.93233082706767,24,3,21,22.166666666666668,87.5,18,0,0,18,0.0,6,6,6,6,12,1,1,2,1,1,1,9,1,1,1,2
2771735,196.0,117.0,313.0,37.38019169329074,23,10,13,13.608695652173912,56.52173913043478,16,0,0,16,0.0,4,4,4,4,8,1,1,1,1,1,2,2,1,1,1,2
2776028,101.0,72.0,173.0,41.61849710982659,13,9,4,13.307692307692308,30.76923076923077,12,0,0,12,0.0,5,5,4,4,9,1,1,1,1,2,2,2,1,1,1,2
2785385,3.0,6.0,9.0,66.66666666666666,1,1,0,9.0,0.0,3,0,0,3,0.0,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2
2786080,1860.0,1282.0,3142.0,40.802036919159775,74,17,57,42.45945945945946,77.02702702702703,64,0,0,64,0.0,12,12,12,12,24,1,1,1,1,1,1,9,1,6,6,12
