transport_id,object_id,transport_name,transport_type,best_bus_stop_name,bus_depot_name,address,ward_code_source,best_app,best_help,twitter_handle,website,latitude,longitude,style_url,source_file,source,coordinate_valid,gis_ward,validation_status
STOP_1,1,"ELECTRIC HOUSE, COLABA DEPOT",BUS_STOP,"ELECTRIC HOUSE, COLABA DEPOT",,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.920099,72.830029,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_2,2,"COLABA BUS STATION, POST OFFICE",BUS_STOP,"COLABA BUS STATION, POST OFFICE",,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.911184,72.820905,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_3,3,DHOBI GHAT (NAVY NAGAR),BUS_STOP,DHOBI GHAT (NAVY NAGAR),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.906977,72.812432,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_4,4,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),BUS_STOP,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.926071,72.831553,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_5,5,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),BUS_STOP,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.926225,72.831582,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_6,6,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),BUS_STOP,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.925783,72.832901,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_7,7,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),BUS_STOP,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.924066,72.832048,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_8,8,FOREIGN POST OFFICE,BUS_STOP,FOREIGN POST OFFICE,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.935157,72.840318,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_9,9,FOREIGN POST OFFICE,BUS_STOP,FOREIGN POST OFFICE,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.935012,72.840309,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_10,10,G.T.HOSPITAL,BUS_STOP,G.T.HOSPITAL,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.946082,72.831718,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,C,GIS_MATCH
STOP_11,11,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS (GPO),BUS_STOP,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS (GPO),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.938434,72.836604,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_12,12,HUTATMA CHOWK,BUS_STOP,HUTATMA CHOWK,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.933019,72.831785,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_13,13,HUTATMA CHOWK,BUS_STOP,HUTATMA CHOWK,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.931275,72.83135,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_14,14,BALLARD PIER,BUS_STOP,BALLARD PIER,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.937162,72.840365,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_15,15,JOHAR CHOWK (BHENDI BAZAAR),BUS_STOP,JOHAR CHOWK (BHENDI BAZAAR),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.958243,72.832421,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_16,16,JOHAR CHOWK (BHENDI BAZAAR),BUS_STOP,JOHAR CHOWK (BHENDI BAZAAR),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.959001,72.831613,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,C,GIS_MATCH
STOP_17,17,JOHAR CHOWK (BHENDI BAZAAR),BUS_STOP,JOHAR CHOWK (BHENDI BAZAAR),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.95957,72.831869,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_18,18,JOHAR CHOWK (BHENDI BAZAAR),BUS_STOP,JOHAR CHOWK (BHENDI BAZAAR),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.959507,72.831869,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_19,19,KHADI BHANDAR,BUS_STOP,KHADI BHANDAR,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.937637,72.834326,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_20,20,MAHATMA PHULE MARKET (CRAWFORD MARKET),BUS_STOP,MAHATMA PHULE MARKET (CRAWFORD MARKET),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.947169,72.835392,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_21,21,MAHATMA PHULE MARKET (CRAWFORD MARKET),BUS_STOP,MAHATMA PHULE MARKET (CRAWFORD MARKET),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.945415,72.833997,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_22,22,RAILWAY CROSSING (MANDVI),BUS_STOP,RAILWAY CROSSING (MANDVI),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.95911,72.84616,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_23,23,"MANDVI POST OFFICE, MINARA MASJID",BUS_STOP,"MANDVI POST OFFICE, MINARA MASJID",,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.955732,72.832879,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_24,24,HUTATMA CHOWK,BUS_STOP,HUTATMA CHOWK,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.930796,72.83136,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_25,25,HUTATMA CHOWK,BUS_STOP,HUTATMA CHOWK,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.929703,72.83138,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_26,26,OLD CUSTOM HOUSE,BUS_STOP,OLD CUSTOM HOUSE,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.929787,72.834873,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_27,27,PILOT BUNDER,BUS_STOP,PILOT BUNDER,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.90473,72.815832,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_28,28,RESERVE BANK OF INDIA (FORT),BUS_STOP,RESERVE BANK OF INDIA (FORT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.932651,72.836219,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_29,29,"SASOON DOCK, COLABA FIRE STATION",BUS_STOP,"SASOON DOCK, COLABA FIRE STATION",,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.91594,72.826236,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_30,30,HORNIMAN CIRCLE,BUS_STOP,HORNIMAN CIRCLE,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.93153,72.834131,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_31,31,STRAND CINEMA,BUS_STOP,STRAND CINEMA,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.916844,72.827089,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_32,32,SWADESHI MARKET,BUS_STOP,SWADESHI MARKET,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.949251,72.828886,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,C,GIS_MATCH
STOP_33,33,SWAMI DAYANAND SARASWATI CHOWK (FORT),BUS_STOP,SWAMI DAYANAND SARASWATI CHOWK (FORT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.937043,72.836966,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_34,34,SWAMI DAYANAND SARASWATI CHOWK (FORT),BUS_STOP,SWAMI DAYANAND SARASWATI CHOWK (FORT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.935905,72.837375,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_35,35,TADWADI (MAZGAON),BUS_STOP,TADWADI (MAZGAON),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.964454,72.839319,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_36,36,MALLET BUNDER,BUS_STOP,MALLET BUNDER,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.958045,72.847281,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_37,37,MALLET BUNDER,BUS_STOP,MALLET BUNDER,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.957963,72.847347,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_38,38,VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),BUS_STOP,VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.944997,72.830371,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,C,GIS_MATCH
STOP_39,39,VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),BUS_STOP,VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.943055,72.830125,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_40,40,SWAMI DAYANAND SARASWATI CHOWK (FORT),BUS_STOP,SWAMI DAYANAND SARASWATI CHOWK (FORT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.934297,72.838069,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_41,41,VIJAY VALLABH CHOWK (PYDHONIE),BUS_STOP,VIJAY VALLABH CHOWK (PYDHONIE),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.954882,72.83212,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,C,GIS_MATCH
STOP_42,42,VIJAY VALLABH CHOWK (PYDHONIE),BUS_STOP,VIJAY VALLABH CHOWK (PYDHONIE),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.954945,72.832167,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_43,43,ZAKERIA MASJID,BUS_STOP,ZAKERIA MASJID,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.952462,72.834239,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_44,44,R.C.CHURCH (COLABA),BUS_STOP,R.C.CHURCH (COLABA),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.900103,72.813918,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_45,45,M.T.PARK,BUS_STOP,M.T.PARK,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.907473,72.811738,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_46,46,FIRE BRIGADE,BUS_STOP,FIRE BRIGADE,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.947317,72.840253,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_47,47,ZAKERIA MASJID,BUS_STOP,ZAKERIA MASJID,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.954105,72.832918,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_48,48,CHINCH BUNDER,BUS_STOP,CHINCH BUNDER,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.958283,72.838517,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_49,49,MAZGAON DOCK,BUS_STOP,MAZGAON DOCK,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.96576,72.846706,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,E,GIS_MATCH
STOP_50,50,KHADI BHANDAR,BUS_STOP,KHADI BHANDAR,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.93723,72.834155,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_51,51,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,BUS_STOP,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.938468,72.834696,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_52,52,INS ASHWINI HOSPITAL,BUS_STOP,INS ASHWINI HOSPITAL,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.901522,72.814677,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_53,53,BALLARD PIER,BUS_STOP,BALLARD PIER,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.937189,72.84027,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_54,54,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),BUS_STOP,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.939165,72.83535,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_55,55,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),BUS_STOP,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.939083,72.835521,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_56,56,BHULESHWAR,BUS_STOP,BHULESHWAR,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.952803,72.830032,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,C,GIS_MATCH
STOP_57,57,BHULESHWAR,BUS_STOP,BHULESHWAR,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.95208,72.829663,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,C,GIS_MATCH
STOP_58,58,CARNAC BUNDER,BUS_STOP,CARNAC BUNDER,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.949946,72.840916,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_59,59,CENTRAL RAILWAY GOODS,BUS_STOP,CENTRAL RAILWAY GOODS,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.960617,72.843567,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_60,60,CHAKALA MARKET,BUS_STOP,CHAKALA MARKET,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.950222,72.834506,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,B,GIS_MATCH
STOP_61,61,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),BUS_STOP,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.941143,72.834789,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_62,62,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),BUS_STOP,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.940762,72.833222,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_63,63,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),BUS_STOP,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.939064,72.833432,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_64,64,COLABA BUS STATION,BUS_STOP,COLABA BUS STATION,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.912649,72.823191,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_65,65,VIJAY VALLABH CHOWK,BUS_STOP,VIJAY VALLABH CHOWK,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.954448,72.831949,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,C,GIS_MATCH
STOP_66,66,KENDRIYA VIDYALAYA 3 (COLABA),BUS_STOP,KENDRIYA VIDYALAYA 3 (COLABA),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.895411,72.810354,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,A,GIS_MATCH
STOP_67,67,ANJEERWADI,BUS_STOP,ANJEERWADI,,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,18.973543,72.840243,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,E,GIS_MATCH
STOP_68,68,BEST COLONY (WADALA),BUS_STOP,BEST COLONY (WADALA),,,,"Android - https://bit.ly/3clkZsf, iOS - https://tinyurl.com/4ebk4r6k",1800227550,@myBESTBus,www.bestundertaking.com,19.012688,72.853807,#mumbai_best_stops_style,mumbai_best_stops_depots.kml,BMC / OpenCity Mumbai BEST Stops and Depots dataset,True,FN,GIS_MATCH
