district_area,pseudocode,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,teacher_total_tch,teacher_male,teacher_female,teacher_transgender,teacher_gen_tch,teacher_sc_tch,teacher_st_tch,teacher_obc_tch,teacher_regular,teacher_contract,teacher_part_time,teacher_below_graduate,teacher_graduate,teacher_post_graduate_and_above,teacher_trained_comp,teacher_class_taught_pr,teacher_class_taught_upr,teacher_class_taught_pr_upr,teacher_class_taught_sec_only,teacher_class_taught_hsec_only,teacher_class_taught_upr_sec,teacher_class_taught_sec_hsec,teacher_class_taugt_pre_primary_only,teacher_class_taught_pr_and_pre_pri,teacher_teacher_involve_non_training_assignment,teacher_diploma_certificate,teacher_bachelor_of_ee,teacher_bed_equivalent,teacher_med_equivalent,teacher_other,teacher_none,teacher_diploma_special_edu,teacher_pursuing_rpc,teacher_diploma_ele_edu,teacher_early_childhood_tch,teacher_bed_nursery,teacher_trained_cwsn
Mumbai City,1346120,1,0,4,1,0,48,50,0,0,1,60,60,50,50,3,3,3,3,63,53,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,3,1,1,1,9,10,100,120,0,46,4,50,10,10,1,1,1,107,19,88,0,107,0,0,0,103,0,4,0,43,64,104,23,17,14,30,8,11,4,0,0,95,0,3,92,3,1,0,7,0,0,0,1,57
Mumbai City,1356854,2,0,1,1,0,5,17,0,0,1,6,6,10,10,2,2,5,5,18,10,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,2,2,2,4,4,4,4,4,3,2,2,0,0,4,0,0,1,0,1,2,1,2,2,15,4,11,0,3,3,1,8,15,0,0,0,8,7,13,2,2,1,9,1,0,0,0,0,0,2,0,11,2,0,0,0,0,0,0,0,3
Mumbai City,1357994,2,0,1,1,0,15,24,0,0,1,11,11,0,0,2,2,0,0,40,0,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,40,3,93,100,24,1,24,24,10,1,2,1,28,9,19,0,28,0,0,0,28,0,0,1,20,7,21,2,1,4,16,0,5,0,0,0,0,2,1,20,0,0,0,1,0,4,0,0,0
Mumbai City,1358245,1,0,1,1,0,12,12,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,37,0,15,0,0,1,1,1,2,2,13,4,9,0,12,1,0,0,11,2,0,1,7,5,0,0,5,0,3,0,5,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0
Mumbai City,1362105,1,0,2,1,0,40,12,0,0,1,16,16,16,16,1,1,1,1,24,15,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,1,1,1,1,1,4,4,4,1,1,9,0,0,77,0,1,0,2,3,9,1,2,1,23,10,13,0,11,7,1,4,16,7,0,0,2,21,17,0,0,0,0,23,0,0,0,0,4,0,0,16,2,3,2,0,0,0,0,0,1
Mumbai City,1366705,2,0,1,1,0,6,12,0,0,1,3,3,3,3,3,3,3,3,5,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,30,0,0,0,0,1,2,1,2,2,18,6,12,0,17,1,0,0,12,6,0,2,12,4,14,1,8,1,6,0,2,0,0,0,0,4,0,11,0,0,0,1,0,2,0,0,0
Mumbai City,1371790,1,0,1,1,0,9,42,0,0,1,16,16,29,29,1,1,1,1,43,30,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,81,0,81,4,39,33,6,1,2,3,47,9,38,0,44,0,0,3,47,0,0,5,25,17,34,22,6,6,10,0,3,0,0,0,0,11,0,22,1,12,1,0,0,0,0,0,1
Mumbai City,1373838,1,0,1,3,0,8,6,0,0,1,1,1,1,1,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,2,1,4,4,4,4,4,4,4,4,1,1,9,9,0,16,0,4,0,2,2,2,1,2,2,11,2,9,0,10,1,0,0,9,2,0,1,5,5,11,0,0,3,1,2,4,1,0,0,6,0,0,6,0,1,2,0,0,2,0,0,0
Mumbai City,1375203,1,0,1,1,0,7,17,0,0,1,0,0,20,20,0,0,3,3,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,4,4,4,4,1,1,4,4,1,1,2,1,0,18,0,0,1,0,1,5,1,2,3,33,0,33,0,33,0,0,0,33,0,0,0,18,15,32,0,0,11,7,8,7,0,0,0,0,8,1,21,1,0,1,0,0,0,1,0,0
Mumbai City,1377330,2,0,1,5,0,6,6,0,0,1,3,3,3,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,20,18,0,1,1,1,1,2,1,1,3,9,6,3,0,9,0,0,0,9,0,0,3,6,0,0,0,3,0,3,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0
Mumbai City,1385891,1,0,1,1,0,12,24,0,0,1,27,27,20,20,1,1,1,1,38,21,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,2,1,1,1,4,4,4,1,1,4,4,4,1,2,2,20,0,50,200,0,1,1,22,10,1,1,2,28,10,18,0,19,6,1,1,10,13,5,0,4,24,11,0,0,0,0,28,0,0,0,0,0,0,0,16,1,8,3,0,0,0,0,0,0
Mumbai City,1389361,2,0,1,1,0,6,28,0,0,1,8,8,14,14,1,1,0,0,16,28,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,36,0,1,1,2,2,2,1,2,2,23,9,14,0,9,4,2,4,23,0,0,0,20,3,1,0,7,4,10,0,2,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0
Mumbai City,1397644,2,0,1,7,0,8,8,0,0,1,2,2,2,2,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,17,14,0,2,0,2,1,2,1,1,3,7,3,4,0,2,1,0,4,7,0,0,0,5,2,3,0,0,1,4,0,2,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0
Mumbai City,1400212,1,0,1,1,0,5,28,1,0,1,4,4,12,12,4,4,12,12,5,13,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,3,3,3,3,3,4,1,1,0,0,20,0,0,1,0,1,2,1,2,2,37,1,36,0,35,1,0,1,36,0,1,2,18,17,28,2,8,1,13,11,2,0,0,0,3,6,0,29,1,1,0,0,0,0,0,0,1
Mumbai City,1400764,2,0,3,3,0,8,6,0,0,1,3,3,3,3,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,10,5,0,2,2,3,3,2,1,2,2,10,6,4,0,5,1,0,2,10,0,0,0,6,4,1,3,0,0,5,0,2,0,0,0,0,4,0,5,0,0,0,0,1,0,0,0,1
Mumbai City,1412813,2,0,2,1,0,7,12,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,2,2,2,4,4,4,4,4,4,2,2,2,0,3,0,1,0,0,1,1,1,2,2,6,1,5,0,3,2,1,0,6,0,0,0,1,5,2,0,0,0,3,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
Mumbai City,1412971,1,0,1,1,0,7,27,0,0,1,21,21,23,23,4,4,2,2,50,23,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,2,1,1,1,1,2,2,2,4,4,1,1,9,1,0,57,0,26,2,26,1,5,1,1,3,43,8,35,0,41,0,0,2,43,0,0,2,20,21,32,1,2,3,15,7,11,4,0,0,6,2,0,35,0,3,2,1,0,0,0,0,2
Mumbai City,1425824,2,0,1,1,0,5,9,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,0,0,4,1,1,1,2,2,5,2,3,0,3,2,0,0,3,0,2,0,1,4,3,0,0,0,1,0,4,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0
Mumbai City,1433553,2,0,1,1,0,6,6,0,0,1,3,3,3,3,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,17,0,2,0,0,1,1,1,2,3,7,5,2,0,2,1,1,2,7,0,0,1,4,2,7,1,0,2,0,0,4,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,1
Mumbai City,1435633,1,0,1,1,0,40,58,0,0,1,28,28,55,55,7,7,7,7,71,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,4,1,1,9,180,4,150,0,0,3,58,22,7,1,1,3,150,17,133,0,143,2,0,4,135,15,0,4,86,60,145,72,5,17,29,1,25,1,0,0,0,0,2,70,7,38,0,11,0,19,2,1,18
Mumbai City,1440759,2,0,1,1,0,7,18,0,0,1,6,6,6,6,1,1,1,1,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,6,0,30,0,0,1,0,18,2,1,2,1,44,6,38,0,42,2,0,0,44,0,0,1,19,24,12,15,0,3,8,0,18,0,0,0,1,2,7,26,3,4,0,0,0,2,0,0,0
Mumbai City,1443315,1,0,1,1,0,7,12,0,0,1,12,12,15,15,1,1,1,1,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,33,0,0,1,0,1,2,1,2,3,16,5,11,0,16,0,0,0,8,8,0,1,13,2,0,0,0,2,8,0,6,0,0,0,0,0,0,11,0,1,3,1,0,0,0,0,0
Mumbai City,1448835,2,0,1,1,0,5,12,0,0,1,2,2,2,2,1,1,1,1,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,22,0,8,1,8,9,3,1,2,2,18,9,9,0,13,1,0,4,18,0,0,0,11,7,10,0,3,0,5,0,10,0,0,0,0,4,0,12,1,1,0,0,0,0,0,0,1
Mumbai City,1488048,2,0,1,7,0,2,6,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,6,0,0,0,2,1,2,2,6,3,3,0,5,1,0,0,6,0,0,0,6,0,3,0,0,0,5,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Mumbai City,1503157,2,0,1,1,0,6,18,0,0,1,6,6,6,6,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,2,25,0,5,2,19,5,8,1,2,2,23,6,17,0,23,0,0,0,23,0,0,2,16,5,20,0,0,3,19,0,1,0,0,0,0,1,0,15,0,0,6,0,0,1,0,0,1
Mumbai City,1511490,1,0,2,5,0,6,12,2,0,1,5,5,5,5,1,1,1,1,9,9,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,9,1,1,1,1,4,4,4,4,4,4,4,4,2,1,1,0,0,16,0,16,1,0,1,2,1,1,2,11,5,6,0,3,2,1,3,11,0,0,0,3,8,8,2,4,0,4,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0
Mumbai City,1511950,1,0,1,1,0,12,30,0,0,1,20,20,20,20,1,1,1,1,20,20,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,62,0,52,0,0,13,5,1,2,3,38,4,34,0,35,2,0,1,38,0,0,0,18,20,31,13,3,0,13,0,3,0,6,0,0,0,1,27,1,5,3,0,1,0,0,0,15
Mumbai City,1522422,1,0,1,1,0,6,6,0,0,1,4,4,0,0,1,1,0,0,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,12,20,2,0,1,1,2,1,2,3,6,5,1,0,6,0,0,0,6,0,0,1,1,4,3,0,2,1,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
Mumbai City,1530467,2,0,1,1,0,1,3,0,0,2,5,5,5,5,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mumbai City,1535579,1,0,1,1,0,18,18,0,0,1,12,12,9,9,1,1,1,1,12,9,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,5,48,64,0,0,2,18,18,4,1,2,3,20,3,17,0,20,0,0,0,10,10,0,0,16,4,16,0,1,1,18,0,0,0,0,0,1,0,0,17,0,2,1,0,0,0,0,0,0
Mumbai City,1538875,2,0,1,1,0,1,4,0,0,1,3,3,3,3,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,2,3,3,2,1,0,1,1,0,1,1,0,2,0,3,0,2,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Mumbai City,1562839,2,0,1,1,0,5,3,0,0,1,4,4,4,4,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,1,1,2,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mumbai City,1565655,1,0,1,1,0,7,6,0,0,1,5,5,5,5,1,1,1,1,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,30,0,0,3,0,12,4,1,2,2,8,0,8,0,8,0,0,0,8,0,0,1,6,1,4,0,0,1,6,0,1,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
Mumbai City,1583446,2,0,1,1,0,10,24,0,0,1,8,8,8,8,1,1,1,1,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,2,4,2,4,4,1,1,1,1,0,30,0,6,2,18,7,6,1,2,3,36,15,21,0,18,3,1,9,36,0,0,2,14,20,24,4,5,5,10,12,0,0,0,0,4,11,0,24,1,0,0,0,0,0,0,0,2
Mumbai City,1583537,1,0,1,1,0,5,19,0,0,1,3,3,2,2,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,2,1,1,1,4,4,4,4,4,4,4,4,4,1,9,1,1,15,0,2,1,4,2,3,1,2,3,23,3,20,0,19,3,0,1,23,0,0,4,14,5,18,1,6,3,5,0,8,0,0,0,0,2,0,11,0,0,9,0,0,1,0,0,0
Mumbai City,1589117,1,0,2,1,0,6,14,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,1,0,1,1,1,2,2,7,1,6,0,7,0,0,0,7,0,0,0,4,3,6,0,1,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3
Mumbai City,1591297,2,0,1,1,0,26,26,0,0,1,11,11,15,15,11,11,15,15,10,15,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,2,1,1,1,1,1,1,1,1,3,3,1,1,1,9,3,2,40,0,0,1,3,26,2,1,2,2,13,2,11,0,13,0,0,0,10,3,0,0,9,4,13,3,1,5,2,0,2,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0
Mumbai City,1600411,2,0,1,1,0,6,12,0,0,1,8,8,8,8,2,2,0,0,10,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,2,1,2,2,2,4,4,4,4,4,4,1,9,1,0,30,0,0,2,1,1,3,1,2,3,3,0,3,0,3,0,0,0,3,0,0,0,2,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Mumbai City,1602631,1,0,1,1,0,5,42,0,0,1,11,11,20,20,1,1,1,1,21,16,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,0,81,0,0,1,6,28,14,1,2,3,82,20,62,0,81,1,0,0,64,17,1,8,30,44,79,35,1,1,40,0,5,0,0,0,0,2,1,63,2,8,3,1,1,1,0,0,56
Mumbai City,1605466,2,0,1,1,0,8,18,0,0,1,10,10,0,0,3,3,0,0,13,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,30,0,20,0,18,18,3,1,2,3,25,5,20,0,24,1,0,0,25,0,0,7,15,3,19,1,4,1,17,0,2,0,0,0,25,8,0,16,0,1,0,0,0,0,0,0,1
Mumbai City,1615403,1,0,2,1,0,7,13,0,0,1,3,2,3,3,1,1,0,0,4,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,4,4,4,2,2,2,4,4,4,2,2,0,0,30,0,0,0,0,1,2,1,2,2,15,13,2,0,8,2,2,2,15,0,0,0,5,10,6,0,1,3,2,7,1,1,0,0,0,2,0,12,1,0,0,0,0,0,0,0,0
Mumbai City,1617490,1,0,0,7,0,6,12,0,0,1,4,4,4,4,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,24,0,0,0,0,1,1,1,2,3,16,8,8,0,8,1,1,5,16,0,0,0,9,7,0,4,5,0,7,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,0,0,0
Mumbai City,1622585,1,0,1,1,0,5,9,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,0,0,0,0,1,1,2,2,5,1,4,0,5,0,0,0,5,0,0,0,5,0,2,0,0,0,1,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0
Mumbai City,1622822,1,0,2,1,0,27,27,0,0,1,0,0,15,15,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,75,1000,25,1,25,27,7,1,2,1,35,1,34,0,35,0,0,0,30,5,0,2,17,16,35,5,3,7,14,0,6,0,0,0,34,1,0,24,1,9,0,0,0,0,0,0,1
Mumbai City,1625140,1,0,1,1,0,7,9,0,0,1,10,10,8,8,1,1,1,1,15,10,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,3,1,2,3,6,4,2,0,5,1,0,0,6,0,0,1,4,1,2,0,0,0,6,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,2
Mumbai City,1625206,2,0,1,1,0,4,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,0,0,0,2,1,1,2,3,3,2,1,0,1,0,1,0,3,0,0,0,3,0,3,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Mumbai City,1629552,1,0,1,1,0,13,18,0,0,1,3,3,3,3,2,2,2,2,3,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,46,1500,18,0,18,19,4,1,2,3,30,8,22,0,24,1,0,5,12,18,0,0,11,19,28,0,9,0,2,0,19,0,0,0,30,0,0,26,1,0,3,0,0,0,0,0,0
Mumbai City,1629960,2,0,1,1,0,7,33,0,0,1,5,5,5,5,1,1,1,1,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,1,1,1,2,2,37,11,26,0,20,6,2,8,25,12,0,3,11,23,2,3,8,4,21,0,1,0,0,0,0,12,1,20,1,0,0,0,1,2,0,0,0
Mumbai City,1634868,1,0,1,1,0,14,5,0,0,1,0,0,1,1,0,0,2,2,0,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,2,1,2,1,1,1,1,1,4,4,4,4,4,2,2,4,0,1,0,0,1,0,0,1,1,2,2,9,3,6,0,3,2,0,2,9,0,0,0,0,9,3,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1
Mumbai City,1643917,2,0,1,1,0,1,6,0,0,1,2,2,2,2,0,0,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,3,6,0,6,0,5,1,0,0,6,0,0,0,5,1,3,0,2,0,0,0,4,0,0,0,3,0,3,2,0,0,0,0,0,1,0,0,0
Mumbai City,1645486,1,0,1,1,0,4,32,0,0,1,10,10,10,10,1,1,1,1,20,20,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,0,0,40,0,40,1,1,3,6,1,1,3,33,13,20,0,19,4,2,6,23,10,0,0,9,24,13,0,9,3,10,11,0,0,0,0,11,4,0,27,1,1,0,0,0,0,0,0,1
Mumbai City,1658696,1,0,1,1,0,45,45,0,0,1,10,10,15,15,2,2,2,2,35,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,2,1,1,1,1,1,1,4,4,4,4,4,1,1,9,1,0,50,0,0,2,0,4,5,1,2,3,12,3,9,0,12,0,0,0,3,9,0,4,1,7,6,0,0,0,0,12,0,0,0,0,0,0,0,2,0,8,2,0,0,0,0,0,1
Mumbai City,1664751,1,0,1,1,0,4,18,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,2,2,2,4,4,4,4,4,4,1,1,1,0,15,0,0,0,0,1,2,1,2,2,15,11,4,0,15,0,0,0,13,2,0,0,11,4,3,0,3,0,9,3,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,1
Mumbai City,1665919,2,0,1,1,0,0,3,0,0,2,1,1,1,1,1,1,1,1,10,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mumbai City,1671484,2,0,1,1,0,4,6,0,0,1,3,3,3,3,1,1,1,1,6,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,8,0,3,1,3,3,1,1,2,3,5,3,2,0,3,0,1,0,5,0,0,0,4,1,4,0,0,0,5,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0
Mumbai City,1672083,2,0,1,1,0,12,12,0,0,1,12,12,18,18,5,5,5,5,26,51,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,9,2,1,1,1,1,1,1,4,4,4,4,4,4,1,2,4,0,22,0,0,6,12,12,8,1,2,3,27,9,18,0,26,1,0,0,26,0,1,0,0,27,4,0,0,0,0,27,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0
Mumbai City,1674001,1,0,2,5,0,6,14,0,0,1,6,6,7,7,1,1,1,1,3,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,9,2,2,15,0,8,2,6,6,3,1,2,2,21,2,19,0,21,0,0,0,21,0,0,3,15,3,21,6,6,1,7,0,1,0,0,0,21,0,15,0,0,0,2,0,1,3,0,0,20
