facility_id,name,service_type,source_ward,gis_ward,latitude,longitude,coordinate_status,name_status
HC_00307,Nemani UPHC,uphc,PN,PN,19.18,72.85,shared_coordinate,unique_name
HC_00308,Kurar Village UPHC,uphc,PN,PN,19.19,72.86,shared_coordinate,unique_name
HC_00309,Pathanwadi UPHC,uphc,PN,PN,19.18,72.86,shared_coordinate,unique_name
HC_00310,Malwani -2 UPHC,uphc,PN,PN,19.19,72.82,shared_coordinate,unique_name
HC_00311,Malwani 1 MH UPHC,uphc,PN,PN,19.19,72.82,shared_coordinate,unique_name
HC_00312,M.W Desai UPHC,uphc,PN,PN,19.18,72.85,shared_coordinate,unique_name
HC_00314,Choksy MH UPHC,uphc,PN,PN,19.19,72.84,shared_coordinate,unique_name
HC_00315,New Centenary UPHC,uphc,RS,MW,19.05,72.91,shared_coordinate,unique_name
HC_00317,Dhanukarwadi UPHC,uphc,RS,RS,19.21,72.83,shared_coordinate,unique_name
HC_00318,Charkop Sec 1 UPHC,uphc,RS,RS,19.21,72.83,shared_coordinate,unique_name
HC_00320,Babrekar Nagar UPHC,uphc,RS,RS,19.2,72.83,shared_coordinate,unique_name
HC_00321,Akurli Road MH UPHC,uphc,RS,RS,19.2,72.85,shared_coordinate,unique_name
HC_00322,Kajupada UPHC,uphc,RC,RC,19.23,72.87,shared_coordinate,duplicate_name
HC_00323,Maharastra Housing Board Colony UPHC,uphc,RC,RC,19.23,72.84,shared_coordinate,unique_name
HC_00324,Charkop MH UPHC,uphc,RC,RC,19.22,72.83,shared_coordinate,unique_name
HC_00325,Gorai MHADA UPHC,uphc,RC,RC,19.23,72.83,shared_coordinate,unique_name
HC_00326,Smt.Kesarbai Chhabildas Lallubhai Bhansali Maternity Home MH UPHC,uphc,RC,RC,19.23,72.86,shared_coordinate,unique_name
HC_00327,Mother & Child Hosp.UPHC,uphc,RC,RC,19.22,72.87,shared_coordinate,unique_name
HC_00328,Anand Nagar UPHC,uphc,RN,RN,19.26,72.86,shared_coordinate,unique_name
HC_00330,Navagaon UPHC,uphc,RN,RN,19.25,72.85,shared_coordinate,unique_name
HC_00331,Pramila Nagar UPHC,uphc,RN,RN,19.2605,72.8737,shared_coordinate,unique_name
HC_00332,Yashwant Rao Tawade Marg UPHC,uphc,RN,RN,19.25,72.86,shared_coordinate,unique_name
HC_00334,Nahar Amrut Shakti UPHC,uphc,L,L,19.07,72.88,shared_coordinate,unique_name
HC_00335,Bibi Fatima UPHC,uphc,L,S,19.1192,72.92,shared_coordinate,unique_name
HC_00336,Himalaya UPHC,uphc,L,L,19.09,72.89,shared_coordinate,unique_name
HC_00337,Dr.Anandibai Joshi Maternity Home UPHC,uphc,L,L,19.08,72.88,shared_coordinate,unique_name
HC_00338,Asalfa Village UPHC,uphc,L,L,19.1,72.9,shared_coordinate,unique_name
HC_00339,Mohili Village UPHC,uphc,L,L,19.1,72.89,shared_coordinate,unique_name
HC_00340,Kajupada UPHC,uphc,L,L,19.09,72.89,shared_coordinate,duplicate_name
HC_00341,Maasaheb Meenatai Thackeray MH UPHC,uphc,L,KE,19.1315,72.8846,shared_coordinate,unique_name
HC_00342,Buddha Colony UPHC,uphc,L,L,19.08,72.88,shared_coordinate,unique_name
HC_00345,Nehru Nagar UPHC,uphc,L,MW,19.06,72.89,shared_coordinate,unique_name
HC_00346,Vashinaka UPHC,uphc,ME,L,19.09,72.89,shared_coordinate,unique_name
HC_00347,New Bainganwadi UPHC,uphc,ME,ME,19.0589,72.9235,shared_coordinate,unique_name
HC_00348,Maharashtra Nagar UPHC,uphc,ME,ME,19.05,72.94,shared_coordinate,unique_name
HC_00349,Lokshahir Annabhau Sathe Nagar UPHC,uphc,ME,ME,19.05,72.93,shared_coordinate,unique_name
HC_00350,Deonar MH UPHC,uphc,ME,ME,19.05,72.92,shared_coordinate,unique_name
HC_00351,Shahaji Nagar MH UPHC,uphc,ME,ME,19.04,72.95,shared_coordinate,unique_name
HC_00352,Ayodhya Nagar UPHC,uphc,ME,ME,19.03,72.9,shared_coordinate,unique_name
HC_00353,Kamala Raman Nagar UPHC,uphc,ME,ME,19.06,72.93,shared_coordinate,unique_name
HC_00354,Ayodhya Nagar II UPHC,uphc,ME,ME,19.03,72.9,shared_coordinate,unique_name
HC_00355,Matoshri Ramabai Ambedkar MH UPHC,uphc,MW,MW,19.05,72.89,shared_coordinate,unique_name
HC_00356,Chembur Colony UPHC,uphc,MW,MW,19.05,72.89,shared_coordinate,unique_name
HC_00357,Lal Dongar UPHC,uphc,MW,MW,19.05,72.89,shared_coordinate,unique_name
HC_00358,Pestum Sagar UPHC,uphc,MW,MW,19.06,72.9,shared_coordinate,unique_name
HC_00359,Mahul Village UPHC,uphc,MW,MW,19.01,72.89,shared_coordinate,unique_name
HC_00360,Kamraj Nagar UPHC,uphc,N,KE,19.1315,72.8846,shared_coordinate,unique_name
HC_00361,Kirol Village UPHC,uphc,N,N,19.09,72.9,shared_coordinate,unique_name
HC_00362,Matoshri Ramabai Thackeray Maternity Home UPHC,uphc,N,N,19.09,72.91,shared_coordinate,unique_name
HC_00363,Vikhroli Park Site UPHC,uphc,N,N,19.1,72.91,shared_coordinate,unique_name
HC_00364,Ramabai Colony UPHC,uphc,N,N,19.08,72.92,shared_coordinate,unique_name
HC_00365,Pant Nagar UPHC,uphc,N,N,19.09,72.92,shared_coordinate,unique_name
HC_00366,Sarvodaya Nagar UPHC,uphc,N,KE,19.1315,72.8846,shared_coordinate,unique_name
HC_00367,Sonapur UPHC (Only HP),uphc,S,S,19.15,72.93,shared_coordinate,unique_name
HC_00368,Savitribai Jyotiba Phule Maternity Home UPHC,uphc,S,S,19.15,72.93,shared_coordinate,unique_name
HC_00369,Tulshetpada UPHC,uphc,S,S,19.1627,72.9306,shared_coordinate,unique_name
HC_00370,Shivaji Talao UPHC,uphc,S,S,19.15,72.93,shared_coordinate,unique_name
HC_00372,Dr.Babasaheb Ambedkar Maternity Home UPHC,uphc,S,S,19.12,72.94,shared_coordinate,unique_name
HC_00374,Subhash Nagar UPHC,uphc,S,KE,19.1315,72.8846,shared_coordinate,unique_name
HC_00375,Kanjur Village UPHC,uphc,S,S,19.13,72.94,shared_coordinate,unique_name
HC_00376,Ishwar Nagar UPHC,uphc,S,S,19.14,72.94,shared_coordinate,unique_name
HC_00377,LBS Marg MH UPHC,uphc,S,S,19.15,72.93,shared_coordinate,unique_name
HC_00378,Tembhipada UPHC,uphc,S,S,19.15,72.93,shared_coordinate,unique_name
HC_00379,Smt.Shyamkunwarbai Jatashankar Dosa Chanchani Maternity Home UPHC,uphc,T,T,19.18,72.95,shared_coordinate,unique_name
HC_00380,Mulund Colony UPHC,uphc,T,T,19.17,72.94,shared_coordinate,unique_name
HC_00381,DDU Marg UPHC,uphc,T,T,19.17,72.95,shared_coordinate,unique_name
HC_00383,Janabai Rokade HP,uphc,B,B,18.95,72.84,shared_coordinate,unique_name
HC_00384,Jail Road HP,uphc,B,B,18.96,72.84,shared_coordinate,unique_name
HC_00385,Banganga HP,uphc,D,,18.9615,72.8517,shared_coordinate,unique_name
HC_00388,Nawab Tank HP.,uphc,E,E,18.9654,72.8441,shared_coordinate,unique_name
HC_00389,Botliboy HP.,uphc,E,E,18.98,72.84,shared_coordinate,unique_name
HC_00390,Kasturba Hospital HP.,uphc,E,E,18.98,72.83,shared_coordinate,unique_name
HC_00391,Ram Laxman Tekadi HP.,uphc,FS,FS,19.0,72.85,shared_coordinate,unique_name
HC_00392,2nd. October Colony HP.,uphc,FS,FS,19.01,72.85,shared_coordinate,unique_name
HC_00393,V. Shantaram HP.,uphc,FS,FS,19.0,72.84,shared_coordinate,unique_name
HC_00394,Don Bosco HP.,uphc,FN,FN,19.02,72.86,shared_coordinate,unique_name
HC_00395,Jijamata Nagar RCH-II HP.,uphc,GS,GS,19.0,72.82,shared_coordinate,unique_name
HC_00396,Gokhale Road HP.,uphc,GN,GS,19.02,72.83,shared_coordinate,unique_name
HC_00397,Shastri Nagar HP.,uphc,GN,GN,19.03,72.84,shared_coordinate,unique_name
HC_00398,Vakola H.P.,uphc,HE,HE,19.08,72.85,shared_coordinate,unique_name
HC_00399,Govt Colony HP,uphc,HE,HE,19.06,72.86,shared_coordinate,unique_name
HC_00400,V.N. Desai Hospital H.P.,uphc,HE,HE,19.08,72.85,shared_coordinate,unique_name
HC_00403,S.V. Road H.P.,uphc,HW,HW,19.07,72.84,shared_coordinate,unique_name
HC_00404,K.B. Bhabha Hospital H.P.,uphc,HW,HW,19.06,72.83,shared_coordinate,unique_name
HC_00406,Ajgaonkar Plot H.P.,uphc,KE,KE,19.14,72.85,shared_coordinate,unique_name
HC_00407,Nehru Road H.P.,uphc,KE,KE,19.1,72.85,shared_coordinate,unique_name
HC_00409,Sarvodaya Nagar H.P.,uphc,KE,KE,19.13,72.86,shared_coordinate,unique_name
HC_00411,Tata Compound H.P.,uphc,KW,KW,19.11,72.84,shared_coordinate,unique_name
HC_00412,Anand Nagar H.P.,uphc,KW,KW,19.15,72.83,shared_coordinate,unique_name
HC_00414,Nehru Nagar H.P.,uphc,KW,KW,19.1,72.84,shared_coordinate,unique_name
HC_00415,Bhardawadi H.P.,uphc,KW,KE,19.13,72.85,shared_coordinate,unique_name
HC_00416,Millat Nagar H.P.,uphc,KW,KW,19.15,72.83,shared_coordinate,unique_name
HC_00417,Chincholi H.P.,uphc,PS,PS,19.17,72.84,shared_coordinate,unique_name
HC_00418,Pandurangwadi H.P.,uphc,PS,PS,19.17,72.85,shared_coordinate,unique_name
HC_00419,Teen Dongri H.P.,uphc,PS,PS,19.17,72.85,shared_coordinate,unique_name
HC_00421,Pahadi HP,uphc,PS,PN,19.18,72.85,shared_coordinate,unique_name
HC_00422,Tank Lane H.P.,uphc,PN,PN,19.19,72.86,shared_coordinate,unique_name
HC_00424,Dindoshi Vasahat H.P.,uphc,PN,PS,19.16,72.84,shared_coordinate,unique_name
HC_00425,Charkop Sec-1A HP,uphc,RS,RS,19.21,72.83,shared_coordinate,unique_name
HC_00426,Hanuman Nagar H.P.,uphc,RS,RS,19.21,72.87,shared_coordinate,unique_name
HC_00428,Tata Power House H.P.,uphc,RC,RC,19.22,72.87,shared_coordinate,unique_name
HC_00429,Eksar Village H.P.,uphc,RC,RN,19.24,72.85,shared_coordinate,unique_name
HC_00432,Baglipada H.P.,uphc,RN,RN,19.26,72.86,shared_coordinate,unique_name
HC_00435,Kurla Bhabha Hosp HP,uphc,L,L,19.07,72.88,shared_coordinate,unique_name
HC_00438,Match Factory HP,uphc,L,L,19.07,72.88,shared_coordinate,unique_name
HC_00439,Nimoni Baug HP,uphc,ME,ME,19.06,72.91,shared_coordinate,unique_name
HC_00440,Mankhurd HP,uphc,ME,ME,19.05,72.93,shared_coordinate,unique_name
HC_00441,Centenary Hosp. HP,uphc,ME,MW,19.05,72.91,shared_coordinate,unique_name
HC_00442,Baiganwadi HP,uphc,ME,ME,19.06,72.93,shared_coordinate,unique_name
HC_00443,Shivaji Nagar HP,uphc,ME,ME,19.04,72.95,shared_coordinate,unique_name
HC_00445,Tilak Nagar HP,uphc,MW,L,19.07,72.89,shared_coordinate,unique_name
HC_00446,Ghatla Village HP,uphc,MW,MW,19.05,72.91,shared_coordinate,unique_name
HC_00447,Subhash Nagar HP,uphc,MW,ME,19.06,72.91,shared_coordinate,unique_name
HC_00448,Barve Nagar HP,uphc,N,L,19.1,72.9,shared_coordinate,unique_name
HC_00450,Rajawadi Mun.School HP,uphc,N,N,19.08,72.9,shared_coordinate,unique_name
HC_00451,Ganesh Nagar HP (Laxmi Nagar),uphc,N,N,19.09,72.92,shared_coordinate,unique_name
HC_00453,Kannamwar Nagar HP,uphc,S,S,19.12,72.94,shared_coordinate,unique_name
HC_00454,Tagore Nagar HP RCH2,uphc,S,S,19.12,72.94,shared_coordinate,unique_name
HC_00455,Veer Savarkar HP,uphc,T,T,19.17,72.96,shared_coordinate,unique_name
HC_00456,Nanepada HP,uphc,T,T,19.17,72.95,shared_coordinate,unique_name
HC_00457,Mulund Gen.Hosp HP,uphc,T,T,19.18,72.95,shared_coordinate,unique_name
HC_00458,DDU HP 2,uphc,T,T,19.17,72.95,shared_coordinate,unique_name
