pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
6628683,3,0,1,1,0,3,6,0,0,1,2,2,3,3,1,1,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,1,1,1,2
8117801,3,0,1,1,0,5,5,0,0,1,4,4,4,4,1,1,1,1,9,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,1,2,2
5364625,3,0,1,1,0,3,9,0,0,1,3,3,5,5,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,100,1,12,0,0,2,1,1,1,2,3
7844959,3,0,1,1,0,6,37,0,0,1,3,3,7,7,1,1,1,1,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,16,79,0,8,0,0,2,2,2,1,2,2
8996136,1,0,1,1,0,5,7,0,0,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,0,0,2,1,2,3
5372449,1,0,1,1,0,8,4,0,0,1,8,8,6,6,1,1,1,1,9,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,30,0,0,0,1,1,1,1,2,3
6059913,2,0,1,1,0,6,6,0,0,1,3,3,8,8,0,0,0,0,10,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,14,0,12,0,4,8,2,1,2,2
9275703,1,0,1,1,0,2,15,0,0,1,1,1,1,1,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,2,2,0,3,4,1,2,3
6579099,1,0,1,1,0,6,13,0,0,1,1,1,1,1,1,1,1,1,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,29,0,12,0,0,1,3,1,2,1
8274691,2,0,1,1,0,8,16,0,0,1,6,6,6,6,2,2,2,2,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,3,1,1,1,1,5,1,1,2
8814785,1,0,1,1,0,6,9,0,0,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,4,0,0,2,2,2,2,1,1,1
4566249,3,0,1,1,0,18,18,0,0,1,5,5,6,6,1,1,1,1,4,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,13,0,0,0,1,0,1,1,2,2
2882001,1,0,1,1,0,6,4,0,0,1,1,1,2,2,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,2
2245559,2,0,1,1,0,4,6,0,0,1,2,2,2,2,2,2,2,2,4,4,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,0,1,1,2,2
9876632,3,0,1,1,0,3,3,0,0,1,3,3,4,4,0,0,0,0,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,2,2,2
6446790,3,0,1,1,0,7,17,0,0,1,6,6,9,9,3,3,3,3,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,72,1,0,0,0,8,1,1,1,2,2
2525580,3,0,1,1,0,7,9,0,0,1,3,3,5,5,1,1,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,1,1,1,2,2
4104630,1,0,1,1,0,6,4,0,0,1,3,3,3,3,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,5,1,1,1,2,3
1425656,2,0,1,1,0,4,6,0,0,1,2,2,2,2,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,1,1,1,2,3
8909040,3,0,1,1,0,4,5,0,0,1,2,2,3,3,1,1,1,1,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,22,1,0,0,0,1,1,1,1,2,2
9664678,2,0,1,1,0,2,3,1,0,1,3,3,6,6,1,1,2,2,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,0,1,1,2,2
4886470,3,0,1,1,0,2,4,0,0,1,4,4,3,3,0,0,1,1,8,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,11,0,0,1,0,1,1,1,2,3
2746013,3,0,1,1,0,0,2,0,0,2,2,2,2,2,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,1,1,1,2,2
4504738,2,0,1,5,0,8,6,0,0,1,2,2,2,2,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,24,0,0,0,1,1,2,1,1,2
9292792,3,0,4,1,0,4,4,0,0,1,3,3,6,6,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,229,0,0,0,0,1,1,1,1,2,2
1868153,3,0,1,1,0,1,4,2,0,1,6,6,3,3,1,1,1,1,9,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,1,1,2,3
6643850,2,0,1,1,0,9,9,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,0,1,2,2,2
5726044,3,0,1,1,0,0,2,0,0,2,4,4,4,4,1,1,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,3
9022949,3,0,1,1,0,5,2,0,0,1,4,4,3,3,1,1,0,0,6,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,14,0,0,0,1,1,1,1,2,2
6687624,2,0,1,3,0,5,4,0,0,1,1,1,1,1,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,1,0,1,4,1,1,2,2
6251063,2,0,1,1,0,6,4,0,0,1,0,0,3,3,1,1,1,1,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,37,0,0,1,9,0,4,1,2,3
6019349,1,0,1,1,0,6,20,0,0,1,4,4,4,4,0,0,0,0,10,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,18,0,0,0,0,1,3,1,2,3
6041868,2,0,1,1,0,4,12,0,0,1,30,30,30,30,1,1,1,1,12,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,1,5,0,5,0,1,1,3,1,2,2
4711406,2,0,1,1,0,10,0,20,0,1,4,4,4,4,1,1,0,0,6,12,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,0,2,1,1,1,1,2,3
1520547,2,0,1,1,0,25,20,0,0,1,6,6,6,6,1,1,1,1,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,70,12,5,4,1,4,3,2,1,2,3
9474321,3,0,1,1,0,4,4,0,0,1,4,4,4,4,1,1,0,0,6,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,260,13,0,0,0,1,1,2,1,2,3
3700537,3,0,1,1,0,2,0,0,9,1,4,4,2,2,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,17,1,0,0,0,2,0,1,1,2,3
6749631,2,0,1,1,0,4,6,0,0,1,8,8,8,8,1,1,1,1,12,12,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,15,1,1,2,2,1,2,2
8409784,3,0,1,1,0,3,9,0,0,1,5,5,5,5,1,1,1,1,8,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,8,125,7,0,1,0,1,1,2,2
2914499,3,0,1,1,0,7,5,0,0,1,2,2,2,2,1,1,1,1,5,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,20,0,0,1,1,1,1,2,2
4835201,2,0,2,1,0,4,8,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,0,0,1,1,2,3
1499838,2,0,1,1,0,2,7,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,40,5,0,2,1,0,1,2,1,2,1
3944822,2,0,1,1,0,6,16,0,0,1,15,15,10,10,3,3,3,3,17,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,36,0,36,1,16,2,4,1,2,3
2801776,2,0,1,1,0,6,5,0,0,1,4,4,5,5,1,1,1,1,10,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,7,0,0,0,4,0,2,1,1,2
9425936,3,0,1,1,0,2,8,0,0,1,3,3,3,3,0,0,1,1,9,4,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,2,2,2
7040892,3,0,1,1,0,2,2,0,0,2,4,4,3,3,1,1,1,1,6,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,2,2,2
6192713,3,0,1,1,0,6,0,5,0,1,4,4,4,4,1,1,1,1,3,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,21,21,0,0,1,2,1,2,1,2,3
3423739,2,0,1,1,0,6,10,0,0,1,2,2,2,2,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,0,0,0,2,2,1,1,2
9873716,3,0,1,1,0,3,10,0,0,1,20,20,20,20,2,2,2,2,16,16,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1,1,2,1
7372661,3,0,1,1,0,8,10,0,0,1,2,2,2,2,1,1,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,98,11,0,1,0,2,2,2,2,2,3
4305709,2,0,1,1,0,7,9,0,0,1,8,8,11,11,1,1,1,1,27,15,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,30,0,30,1,8,8,2,1,1,2
6179090,3,0,1,1,0,5,0,2,0,2,2,2,3,3,1,1,1,1,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,1,1,2,3
3148458,3,0,1,1,0,18,19,0,0,1,10,10,10,10,1,1,1,1,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,20,0,0,0,6,2,1,1,2,1
5141009,1,0,1,1,0,6,8,0,0,1,1,1,2,2,0,0,1,1,5,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,2,11,0,11,1,0,1,2,1,2,3
6560949,4,0,6,2,0,1,5,0,0,1,2,2,3,3,1,1,1,1,4,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,140,1,0,0,0,5,0,1,2,2,1
5651073,3,0,1,1,0,4,5,0,0,2,5,5,3,3,1,1,1,0,5,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,2,0,30,0,0,0,0,0,1,0,2,2,3
7211681,3,0,1,1,0,5,2,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,20,0,0,1,0,0,1,1,2
4556789,1,0,1,1,0,4,7,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,0,0,5,2,1,2,3
5784207,3,0,1,1,0,6,4,0,0,1,2,2,2,2,0,0,0,0,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,1,2,2,3
1739848,2,0,1,1,0,6,12,0,0,1,0,0,113,113,0,0,1,1,0,113,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,3,0,21,1,12,13,2,1,1,2
7091442,2,0,1,1,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,0,1,1,2,3
5323403,1,0,1,1,0,2,8,0,0,1,1,1,2,2,1,1,1,1,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,3,2,1,1,2,2
2697815,3,0,1,1,0,1,3,0,0,1,3,3,4,4,1,1,1,1,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,1,1,1,2,3
7111546,3,0,1,1,0,1,3,0,0,2,3,3,3,3,0,0,1,1,7,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,1,2,3
9625982,2,0,1,1,0,9,3,0,0,1,10,10,6,6,0,0,0,0,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,11,0,0,0,1,0,1,2,2,3
4608895,3,0,1,1,0,2,3,0,0,2,3,3,3,3,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,30,3,0,0,8,0,1,1,1,2,2
1112910,1,0,1,3,0,8,6,0,0,1,1,1,1,1,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,9,0,14,0,0,0,0,2,2,1,2,3
2266291,1,0,1,1,0,5,20,0,0,1,11,11,11,11,0,0,0,0,11,11,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,35,0,20,1,0,2,3,1,2,3
1414831,2,0,1,1,0,6,15,0,0,1,6,6,6,6,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,1,25,0,5,2,23,5,8,1,2,2
9112296,1,0,1,1,0,4,8,0,0,1,0,0,4,4,0,0,4,4,0,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,30,0,30,0,0,1,2,1,2,3
8724989,1,0,9,1,0,10,8,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,1,8,0,0,1,0,1,1,1,1,1
1021930,3,0,1,1,0,9,6,0,0,1,4,4,4,4,1,1,1,1,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,18,0,0,10,0,1,1,0,1,2,2
2654687,2,0,1,1,0,5,7,0,0,1,2,2,2,2,1,1,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,12,0,0,0,0,1,1,1,2,1
4470017,3,0,1,1,0,3,9,0,0,1,4,4,4,4,1,1,0,0,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,2,2,2
2742466,2,0,1,1,0,20,20,0,0,1,0,0,17,17,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,60,0,60,0,0,14,2,1,2,3
6234270,3,0,1,1,0,5,2,0,0,1,3,3,3,3,2,2,2,2,3,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,299,12,0,1,1,1,1,1,1,2,2
1390129,1,0,1,1,0,12,8,0,0,1,25,25,25,25,5,5,5,5,20,20,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,25,0,0,0,0,1,3,1,2,3
6576825,3,0,1,1,0,3,12,0,0,1,4,1,4,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,154,5,8,7,0,1,1,1,2,1,2
7874061,3,0,1,1,0,10,6,0,0,1,5,5,6,6,0,0,1,1,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,22,2,0,0,0,0,1,1,1,1,1
4269452,2,0,1,7,0,7,9,0,0,1,4,4,5,5,1,1,1,1,3,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,26,0,0,0,9,11,3,1,2,2
7642022,3,0,1,1,0,7,18,0,0,1,4,4,3,3,1,1,1,1,11,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,25,2,50,0,0,0,0,0,1,1,2
2541878,3,0,1,1,0,1,6,0,0,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,27,2,0,0,0,1,1,1,1,2,2
3396148,1,0,1,1,0,8,18,5,3,1,4,4,4,4,1,1,1,1,6,4,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,4,0,5,0,2,2,0,1,3,1,2,1
3024551,2,0,1,1,0,6,12,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,2,0,1,2,1,1,1,2
8293606,3,0,1,1,0,8,6,0,0,1,3,3,2,2,1,1,1,1,11,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,1,0,1,2,0,1,1,2
4038173,3,0,1,1,0,2,14,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,28,1,0,0,0,2,2,1,2,2,2
7602438,1,0,2,1,0,3,9,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,1,0,0,2,1,2,3
8484368,3,0,1,1,0,3,8,0,0,1,2,2,6,6,2,2,2,2,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,57,1,0,0,0,5,1,1,1,2,2
4993236,3,0,1,1,0,2,5,0,0,1,4,4,3,3,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,148,1,0,0,0,0,1,1,1,2,3
4736813,3,0,1,1,0,0,8,0,0,2,3,2,3,3,2,2,2,2,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,1,2,3
7890150,2,0,1,1,0,6,8,0,0,1,3,3,3,3,1,1,1,1,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,16,0,16,1,0,1,1,1,2,2
7502242,2,0,16,1,0,6,16,0,0,1,13,13,15,15,1,1,0,0,15,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,1,0,8,1,1,2,2
4746798,2,0,1,1,0,9,11,0,0,1,12,12,11,11,1,1,1,1,9,11,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,39,0,8,1,8,10,2,1,2,2
5434572,3,0,1,1,0,10,6,0,4,1,5,5,8,8,1,1,1,1,9,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,33,3,50,1,1,1,1,1,1,1,2
