pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
4198957,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 123",,,,3,3,5,12,4,400079,2,2,3,0,2,10,19,0,0,2,2,1,9,2,220,1,0,0,0,0,0,0
4840123,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 165",,,,6,3,5,10,4,400070,2,2,3,0,2,10,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
6412386,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","C - Ward No. 222",,,,7,3,8,10,4,400002,2,2,3,0,2,4,0,0,0,2,0,1,9,0,0,1,0,0,0,0,0,0
5027616,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 117",,,,3,3,5,12,4,400042,2,2,3,0,2,10,19,0,0,2,2,1,9,2,212,1,0,0,0,0,0,0
1819128,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/South - Ward No. 194",,,,7,3,8,10,4,400028,2,2,3,0,2,10,0,0,0,2,0,1,9,0,198,1,0,0,0,0,0,0
4324829,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","T - Ward No. 108",,,,6,3,1,10,5,400082,2,2,3,0,1,19,4,10,0,3,0,1,1,9,0,1,22,21,10,6,0,0
3610850,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 40",,,,3,3,1,12,5,400065,2,2,3,0,1,19,0,0,0,2,2,1,2,9,0,1,0,0,0,0,0,0
4208505,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 177",,,,11,3,11,12,4,400031,2,2,3,0,2,19,0,0,0,0,2,1,9,0,0,1,0,0,0,0,0,0
4005579,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 157",,,,3,3,5,12,4,400078,2,2,3,0,2,10,19,4,0,2,2,1,9,2,240,1,0,0,0,0,0,0
3128520,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","T - Ward No. 104",,,,3,3,5,12,4,400080,2,1,3,0,1,19,0,0,0,2,2,1,9,2,0,1,0,0,0,0,0,0
1787782,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","T - Ward No. 104",,,,3,3,5,12,5,400080,2,1,3,0,1,19,0,0,0,2,2,1,9,9,230,1,0,0,0,0,0,0
4212357,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 84",,,,6,3,5,10,5,400057,2,2,3,0,2,19,0,0,0,2,0,1,9,9,209,1,0,0,0,0,0,0
1397644,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","T - Ward No. 108",,,,6,3,5,10,4,400082,2,2,3,0,1,10,0,0,0,2,0,1,9,2,230,1,0,0,0,0,0,0
4798555,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 9",,,,11,3,11,12,5,400091,2,2,3,0,2,19,4,10,0,0,2,1,9,9,0,1,0,0,0,0,0,0
3023498,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 138",,,,3,3,5,12,5,400043,2,2,3,0,2,19,0,0,0,2,2,1,9,9,220,1,0,0,0,0,0,0
4028545,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 217",,,,6,3,5,10,5,400004,2,2,3,0,2,19,0,0,0,2,0,1,9,9,0,2,0,0,0,0,0,0
5315682,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 126",,,,6,3,5,10,4,400086,2,2,3,0,2,10,0,0,0,2,0,1,9,2,226,1,0,0,0,0,0,0
5880864,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 118",,,,11,3,11,12,5,400083,2,2,3,0,2,19,0,0,0,0,2,1,9,9,0,1,0,0,0,0,0,0
4208005,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 167",,,,6,3,5,10,4,400070,2,2,3,0,2,10,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
9154962,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 14",,,,3,3,1,12,5,400092,2,2,3,0,2,19,4,10,0,1,1,1,1,9,0,1,16,26,12,11,0,0
3082133,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 48",,,,5,3,8,12,5,400095,2,1,3,0,1,19,0,0,0,2,2,1,9,9,198,1,0,0,0,0,0,0
3020188,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 156",,,,11,3,11,12,5,400083,2,2,3,0,2,19,0,0,0,0,2,1,9,9,171,1,0,0,0,0,0,0
3019424,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 19",,,,6,3,5,10,4,400067,2,1,3,0,2,10,19,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
1683229,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 55",,,,6,3,1,10,5,400102,2,1,1,3,2,19,4,10,0,2,0,1,2,9,0,1,0,0,0,0,0,0
8740252,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 23",,,,3,3,1,12,5,400101,2,2,3,0,1,19,0,0,0,2,2,1,2,9,118,2,0,0,0,0,0,0
6908882,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 148",,,,6,3,5,10,5,400074,2,1,1,3,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
4432117,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 133",,,,6,3,5,10,5,400077,2,2,3,0,2,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
4048933,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 211",,,,6,3,5,10,5,400008,2,2,3,0,2,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
5460994,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","T - Ward No. 105",,,,3,3,1,12,5,400081,2,1,3,0,2,19,0,0,0,3,3,1,2,9,195,1,0,1,2,1,38,30
3999309,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 114",,,,6,3,1,10,5,400078,2,2,3,0,2,19,10,4,0,2,0,1,2,9,0,1,10,12,1,2,0,0
2827186,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 33",,,,3,3,5,12,5,400095,2,2,3,0,1,19,0,0,0,2,2,1,9,9,210,1,0,0,0,0,0,0
2900890,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 62",,,,3,3,1,12,5,400102,2,2,3,0,1,19,4,10,0,2,2,1,2,9,225,1,0,0,1,0,0,0
5314665,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 97",,,,3,3,1,12,5,400054,2,2,3,0,1,19,0,0,0,4,4,1,2,9,0,2,0,0,1,0,0,0
8489540,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North - Ward No. 6",,,,3,3,1,12,5,400068,2,2,3,0,1,19,10,4,0,2,2,1,2,9,204,1,1,0,1,3,0,0
6292584,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 54",,,,11,3,11,12,4,400102,2,2,3,0,2,19,0,0,0,0,2,1,9,0,0,1,0,0,0,0,0,0
2786834,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 21",,,,11,3,11,12,5,400067,2,2,3,0,1,19,4,0,0,0,2,1,9,9,0,1,0,0,0,0,0,0
7177236,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 15",,,,10,3,9,12,5,400067,2,2,3,0,1,19,0,0,0,2,2,1,9,9,207,1,0,0,0,0,0,0
2794426,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 33",,,,7,3,6,10,5,400064,2,1,3,0,1,19,0,0,0,2,0,1,9,9,214,1,0,0,0,0,0,0
3024441,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 63",,,,3,3,5,12,5,400058,2,1,3,0,1,19,0,0,0,2,2,1,9,9,0,1,0,0,0,0,0,0
6756183,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 180",,,,6,3,5,10,5,400014,2,1,3,0,1,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
9250168,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 70",,,,11,3,11,12,5,400049,2,2,3,0,1,19,0,0,0,0,4,1,9,9,0,1,0,0,0,0,0,0
1773932,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 50",,,,3,3,1,12,5,400064,2,2,3,0,1,19,0,0,0,4,4,1,2,9,0,1,8,12,3,0,0,0
6039620,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","A - Ward No. 225",,,,6,3,1,10,5,400001,2,1,3,0,2,19,0,0,0,3,0,1,2,9,189,1,2,0,17,9,0,1
4104860,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 29",,,,11,3,11,12,5,400101,2,1,3,0,2,19,0,0,0,0,2,1,9,9,0,1,0,0,0,0,0,0
4187854,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 61",,,,3,3,5,12,5,400102,2,1,3,0,2,19,0,0,0,2,2,1,9,9,0,1,0,0,0,0,0,0
9864475,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 158",,,,3,3,1,12,5,400072,2,2,3,0,1,19,0,0,0,2,2,1,2,2,0,1,0,0,0,0,0,0
8370332,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 52",,,,3,3,5,12,5,400065,2,2,3,0,2,19,0,0,0,2,2,1,9,9,220,1,0,0,0,0,0,0
9966698,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 61",,,,3,3,1,12,5,400058,2,1,3,0,2,19,0,0,0,4,4,1,2,9,0,1,8,4,0,1,0,0
1105893,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 209",,,,6,3,5,10,4,400010,2,1,3,0,1,19,0,0,0,2,0,1,9,2,226,2,0,0,0,0,0,0
1726283,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 22",,,,3,3,5,12,5,400067,2,2,3,0,2,19,0,0,0,2,2,1,9,9,220,1,0,0,0,0,0,0
4556205,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/East - Ward No. 90",,,,6,2,5,10,4,400029,2,1,3,0,1,19,0,0,0,2,0,1,9,2,220,1,0,0,0,0,0,0
3360596,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 168",,,,6,3,5,10,5,400070,2,2,3,0,1,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
3419683,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 61",,,,6,3,5,10,5,400061,2,2,3,0,1,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
5528770,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 26",,,,6,3,5,10,5,400101,2,2,3,0,2,19,0,0,0,2,0,1,9,9,230,1,0,0,0,0,0,0
3992350,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/South - Ward No. 194",,,,11,3,11,12,5,400028,2,2,3,0,1,19,0,0,0,0,2,1,9,9,192,2,0,0,0,0,0,0
1615403,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 214",,,,3,3,5,12,4,400034,2,1,3,0,2,10,19,0,0,2,2,1,9,2,220,1,0,0,0,0,0,0
9117703,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 210",,,,6,3,1,10,5,400010,2,2,3,0,1,19,0,0,0,3,0,1,1,9,220,1,29,28,2,4,0,0
9226616,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 20",,,,6,3,5,10,5,400067,2,2,2,3,1,19,10,4,0,2,0,1,9,9,0,1,0,0,0,0,0,0
4236441,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 217",,,,3,3,1,12,5,400007,2,2,3,0,1,19,0,0,0,4,4,1,2,9,196,1,20,26,0,3,0,0
8697773,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North - Ward No. 6",,,,6,3,5,10,4,400068,2,1,3,0,1,3,0,0,0,2,0,1,9,2,238,1,0,0,0,0,0,0
1737376,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","A - Ward No. 225",,,,11,3,11,12,5,400001,2,2,3,0,1,19,0,0,0,0,4,1,9,9,184,1,0,0,0,0,0,0
6540353,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 46",,,,6,3,5,10,5,400064,2,2,3,0,2,19,0,0,0,2,0,1,9,9,230,1,0,0,0,0,0,0
2746464,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 46",,,,5,3,8,12,4,400064,2,1,3,0,1,4,19,0,0,2,2,1,9,0,0,2,0,0,0,0,0,0
5708583,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 168",,,,3,3,5,12,4,400070,2,2,3,0,1,19,0,0,0,2,2,1,9,2,225,1,0,0,0,0,0,0
2201741,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 156",,,,6,3,1,10,5,400072,2,2,3,0,1,19,0,0,0,3,0,1,2,9,220,1,75,51,3,4,0,0
1346120,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","A - Ward No. 225",,,,3,3,1,12,5,400001,2,2,3,0,1,19,0,0,0,3,3,1,1,9,195,1,18,19,0,0,0,0
8895956,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 114",,,,3,3,5,12,5,400078,2,2,3,0,2,19,0,0,0,2,2,1,9,2,230,1,0,0,0,0,0,0
4056320,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","C - Ward No. 222",,,,6,3,5,10,4,400002,2,2,3,0,2,10,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
5494437,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 54",,,,3,3,5,12,4,400063,2,1,3,0,1,19,0,0,0,2,2,1,9,2,0,1,0,0,0,0,0,0
2176293,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 102",,,,6,3,5,10,4,400050,2,1,3,0,2,10,0,0,0,2,0,1,9,2,233,1,0,0,0,0,0,0
7462321,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 120",,,,6,3,5,10,4,400079,2,2,3,0,1,19,0,0,0,2,0,1,9,2,210,1,0,0,0,0,0,0
6100135,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 119",,,,6,2,5,10,4,400083,2,2,3,0,1,18,0,0,0,2,0,1,9,2,234,1,0,0,0,0,0,0
5572683,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 101",,,,3,1,5,12,4,400050,2,1,3,0,1,19,0,0,0,2,2,1,9,2,0,1,0,0,0,0,0,0
2178034,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 43",,,,6,3,5,10,5,400097,2,2,3,0,2,19,0,0,0,2,0,1,9,9,208,1,0,0,0,0,0,0
7460595,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 29",,,,3,3,5,12,5,400101,2,1,3,0,1,19,0,0,0,2,2,1,9,9,221,1,0,0,0,0,0,0
9975056,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 49",,,,3,3,5,12,5,400095,2,2,3,0,2,19,0,0,0,2,2,1,9,9,0,1,0,0,0,0,0,0
9638556,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 139",,,,11,3,11,12,4,400089,2,2,3,0,1,19,0,0,0,0,2,1,9,0,230,1,0,0,0,0,0,0
7591123,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 102",,,,6,3,1,10,5,400050,2,2,3,0,2,19,0,0,0,3,0,1,1,9,0,1,17,8,0,0,0,0
9655648,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 216",,,,6,2,5,10,5,400008,2,2,3,0,1,19,0,0,0,2,0,1,9,9,1,1,0,0,0,0,0,0
9073452,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 219",,,,6,3,1,10,5,400006,2,2,3,0,1,19,0,0,0,1,0,1,2,9,0,1,0,0,21,10,0,0
3853373,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 25",,,,11,3,11,12,5,400101,2,1,3,0,1,19,0,0,0,0,2,1,9,9,220,1,0,0,0,0,0,0
8512495,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 216",,,,11,3,11,12,4,400008,2,2,3,0,2,19,0,0,0,0,2,1,9,0,0,1,0,0,0,0,0,0
1916086,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 72",,,,7,3,8,10,4,400060,2,2,3,0,2,10,0,0,0,2,0,1,9,0,234,1,0,0,0,0,0,0
1589117,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 136",,,,6,3,5,10,5,400043,2,2,3,0,2,19,10,4,0,2,0,1,9,9,220,1,0,0,0,0,0,0
6042327,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/East - Ward No. 92",,,,6,3,1,10,5,400051,2,2,3,0,2,19,0,0,0,4,0,1,1,9,190,1,4,6,0,0,0,0
5523516,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 138",,,,6,3,5,10,4,400043,2,2,3,0,1,18,0,0,0,2,0,1,9,2,226,1,0,0,0,0,0,0
1263824,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 62",,,,11,2,11,12,5,400061,2,2,3,0,1,19,0,0,0,0,2,1,9,9,0,2,0,0,0,0,0,0
3010693,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 99",,,,6,3,5,10,4,400052,2,2,3,0,1,19,4,10,0,2,0,1,9,2,230,1,0,0,0,0,0,0
4401435,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 67",,,,8,3,9,10,4,400058,2,2,3,0,2,10,0,0,0,2,0,1,9,0,231,1,0,0,0,0,0,0
5990930,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 52",,,,3,3,1,12,5,400063,2,2,3,0,1,19,0,0,0,3,3,1,2,9,220,1,66,43,10,19,0,0
8687506,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 177",,,,3,3,5,12,4,400019,2,1,3,0,1,4,0,0,0,2,2,1,9,2,0,1,0,0,0,0,0,0
4806440,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/East - Ward No. 92",,,,7,3,8,10,5,400009,2,2,3,0,1,19,0,0,0,4,0,1,9,9,210,1,0,0,0,0,0,0
2479489,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 57",,,,5,3,8,12,4,400102,2,1,3,0,1,5,0,0,0,2,2,1,9,0,238,1,0,0,0,0,0,0
6789140,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 37",,,,6,3,5,10,4,400097,2,2,3,0,2,10,0,0,0,2,0,1,9,2,230,1,0,0,0,0,0,0
4129170,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 172",,,,11,3,11,12,4,400022,2,2,3,0,1,19,4,10,0,0,2,1,9,0,0,1,0,0,0,0,0,0
6193670,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/South - Ward No. 202",,,,3,3,5,12,4,400014,2,2,3,0,1,19,0,0,0,2,2,1,9,2,212,1,0,0,0,0,0,0
9858451,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 70",,,,6,3,5,10,5,400058,2,2,3,0,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
