pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
3167775,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North - Ward No. 6",,,,6,3,5,10,5,400068,2,1,3,0,1,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
6738109,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 74",,,,6,3,5,10,5,400093,2,1,3,0,2,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
7598579,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 132",,,,3,3,1,12,5,400077,2,2,3,0,2,19,0,0,0,4,4,1,2,9,0,1,0,0,17,8,0,0
5633129,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 151",,,,6,3,5,10,4,400071,2,2,3,0,1,19,0,0,0,2,0,1,9,2,220,1,0,0,0,0,0,0
3385358,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North - Ward No. 4",,,,6,3,5,10,5,400068,2,1,3,0,2,4,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
6109586,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 122",,,,11,3,11,12,5,400076,2,2,3,0,1,19,0,0,0,0,2,1,9,9,0,1,0,0,0,0,0,0
2941449,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","T - Ward No. 108",,,,3,3,5,12,4,400082,2,1,3,0,1,4,19,10,0,2,2,1,9,2,230,1,0,0,0,0,0,0
5203622,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 146",,,,6,3,5,10,4,400088,2,2,3,0,2,10,4,19,0,2,0,1,9,2,0,1,0,0,0,0,0,0
8214300,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/East - Ward No. 88",,,,3,3,5,12,5,400005,2,1,3,0,1,19,10,4,0,2,2,1,9,9,0,2,0,0,0,0,0,0
3394202,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 9",,,,6,3,5,10,5,400091,2,2,3,0,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
8002572,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/South - Ward No. 199",,,,7,3,8,10,4,400011,2,2,3,0,2,10,0,0,0,2,0,1,9,0,0,2,0,0,0,0,0,0
4172987,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 61",,,,11,3,11,12,5,400102,2,2,3,0,1,19,0,0,0,0,2,1,9,9,0,1,0,0,0,0,0,0
6660514,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 211",,,,6,2,5,10,4,400008,2,2,3,0,1,19,0,0,0,2,0,1,9,2,220,1,0,0,0,0,0,0
2591292,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 51",,,,6,3,5,10,4,400063,2,2,3,0,2,10,0,0,0,2,0,1,9,2,224,1,0,0,0,0,0,0
5553459,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 215",,,,3,3,5,12,4,400007,2,2,3,0,1,10,19,0,0,2,2,1,9,2,230,1,0,0,0,0,0,0
7890917,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 131",,,,3,3,5,12,4,400075,2,1,3,0,2,10,19,4,0,2,2,1,9,2,0,1,0,0,0,0,0,0
5772419,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/South - Ward No. 202",,,,6,2,5,10,4,400014,2,2,3,0,1,19,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
2655944,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 182",,,,3,3,1,12,5,400016,2,1,3,0,1,19,4,10,0,3,3,1,1,9,185,1,114,126,2,0,0,0
3086032,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 72",,,,6,3,5,10,4,400060,2,1,3,0,2,10,0,0,0,2,0,1,9,2,235,1,0,0,0,0,0,0
1412813,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 192",,,,10,3,9,12,4,400028,2,2,3,0,2,10,19,0,0,2,2,1,9,0,230,1,0,0,0,0,0,0
9860387,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 86",,,,6,3,1,10,5,400101,2,2,3,0,2,19,0,0,0,1,0,1,1,9,220,1,12,11,0,0,0,0
4831364,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","C - Ward No. 222",,,,3,3,5,12,4,400002,2,1,3,0,1,4,19,0,0,2,2,1,9,2,0,1,0,0,0,0,0,0
3566061,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 11",,,,6,3,5,10,4,400066,2,1,3,0,2,10,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
1377330,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 56",,,,6,3,5,10,4,400102,2,2,3,0,1,4,10,19,0,2,0,1,9,2,0,1,0,0,0,0,0,0
7495939,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 111",,,,6,3,5,10,4,400042,2,2,3,0,2,10,0,0,0,2,0,1,9,1,224,1,0,0,0,0,0,0
4308548,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 34",,,,3,3,5,12,5,400095,2,1,3,0,1,19,10,4,0,2,2,1,9,9,220,2,0,0,0,0,0,0
1884260,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 61",,,,3,3,1,12,5,400058,2,2,3,0,1,19,0,0,0,4,4,1,2,9,215,1,0,0,0,0,0,0
2086369,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 155",,,,6,3,5,10,4,400074,2,2,3,0,2,10,4,19,0,2,0,1,9,2,212,1,0,0,0,0,0,0
1625206,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","B - Ward No. 223",,,,7,3,8,10,4,400009,2,2,3,0,2,10,0,0,0,2,0,1,9,0,0,1,0,0,0,0,0,0
4116504,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 173",,,,6,3,5,10,4,400022,2,1,2,3,2,10,0,0,0,2,0,1,9,2,215,1,0,0,0,0,0,0
1890127,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 25",,,,6,3,1,10,5,400101,2,1,3,0,2,19,0,0,0,3,0,1,2,9,225,1,57,52,26,21,0,0
5639687,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 36",,,,3,3,1,12,5,400097,2,1,3,0,1,19,0,0,0,3,3,1,2,9,195,1,94,81,28,21,1,0
7105549,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","B - Ward No. 224",,,,6,3,5,10,4,400009,2,2,3,0,1,19,10,4,0,2,0,1,9,2,0,1,0,0,0,0,0,0
4242148,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 154",,,,6,3,5,10,4,400074,2,1,3,0,1,19,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
2485822,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 76",,,,6,3,5,10,5,400059,2,1,3,0,1,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
5349038,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 153",,,,6,3,5,10,5,400088,2,2,3,0,2,19,0,0,0,2,0,1,9,9,216,1,0,0,0,0,0,0
1131142,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 47",,,,3,3,1,12,5,400095,2,2,3,0,1,19,0,0,0,4,4,1,2,9,180,1,4,3,1,1,0,0
1966598,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 131",,,,7,3,8,10,4,400075,2,2,3,0,1,4,0,0,0,2,0,1,9,0,230,1,0,0,0,0,0,0
8052967,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 138",,,,6,3,5,10,4,400043,2,2,3,0,2,10,0,0,0,2,0,1,9,2,237,1,0,0,0,0,0,0
9193730,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 40",,,,3,3,5,12,4,400097,2,2,3,0,1,4,10,19,0,2,2,1,9,2,0,2,0,0,0,0,0,0
8051880,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 123",,,,6,3,5,10,4,400079,2,2,3,0,1,4,0,0,0,2,0,1,9,2,228,1,0,0,0,0,0,0
5214413,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 70",,,,3,3,5,12,4,400058,2,2,3,0,1,3,0,0,0,2,2,1,9,2,0,1,0,0,0,0,0,0
7617680,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 61",,,,11,3,11,12,5,400102,2,2,3,0,1,19,0,0,0,0,2,1,9,9,0,1,0,0,0,0,0,0
7733383,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 149",,,,6,3,5,10,4,400089,2,2,3,0,2,19,10,4,0,2,0,1,9,2,236,1,0,0,0,0,0,0
4097501,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 132",,,,8,3,9,10,5,400077,2,2,3,0,1,19,0,0,0,2,0,1,9,9,230,1,0,0,0,0,0,0
3236112,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 139",,,,6,3,5,10,4,400088,2,1,3,0,2,10,0,0,0,2,0,1,9,2,3,1,0,0,0,0,0,0
8602037,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 180",,,,5,3,8,12,4,400019,2,1,3,0,1,4,19,0,0,2,2,1,9,0,220,1,0,0,0,0,0,0
9377890,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 50",,,,11,3,11,12,4,400064,2,2,3,0,2,19,10,4,3,0,2,1,9,0,0,1,0,0,0,0,0,0
7213395,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 48",,,,3,3,5,12,5,400095,2,2,3,0,2,19,10,4,0,2,2,1,9,9,0,1,0,0,0,0,0,0
2723027,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","B - Ward No. 224",,,,3,3,5,12,4,400009,2,2,3,0,1,19,0,0,0,2,2,1,9,2,193,1,0,0,0,0,0,0
9083962,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 154",,,,7,3,8,10,4,400074,2,2,3,0,1,4,10,19,0,2,0,1,9,0,0,1,0,0,0,0,0,0
5036843,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 214",,,,6,3,5,10,5,0,2,1,3,0,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
3433730,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 20",,,,6,3,5,10,5,400067,2,2,3,0,2,19,0,0,0,2,0,1,9,9,209,1,0,0,0,0,0,0
7205814,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 183",,,,7,3,8,10,5,400017,2,2,3,0,2,19,0,0,0,2,0,1,9,9,8,1,0,0,0,0,0,0
9243602,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","C - Ward No. 222",,,,6,3,5,10,4,400002,2,2,3,0,1,19,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
8523323,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 192",,,,6,3,5,10,5,400028,2,2,3,0,2,19,10,4,0,2,0,1,9,9,215,1,0,0,0,0,0,0
1366705,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 102",,,,6,3,5,10,4,400050,2,2,3,0,1,19,0,0,0,2,0,1,9,2,220,1,0,0,0,0,0,0
9624387,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 131",,,,5,3,8,12,4,400075,2,2,3,0,2,10,19,0,0,2,2,1,9,0,230,1,0,0,0,0,0,0
8536984,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 23",,,,3,3,1,12,5,400101,2,1,3,0,2,19,0,0,0,2,2,1,2,9,245,1,0,0,11,18,0,0
2810805,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 101",,,,11,3,11,12,4,400050,2,2,3,0,1,19,0,0,0,0,2,1,9,0,230,1,0,0,0,0,0,0
5746617,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 62",,,,3,3,5,12,5,400102,2,2,3,0,1,19,0,0,0,2,2,1,9,9,230,1,0,0,0,0,0,0
5161044,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 71",,,,6,3,5,10,5,400049,2,1,3,0,1,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
8145014,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 136",,,,6,3,5,10,4,400043,2,2,3,0,2,4,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
1029555,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 43",,,,6,3,5,10,5,400097,2,1,3,0,1,19,10,4,0,2,0,1,9,9,0,1,0,0,0,0,0,0
2046533,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","A - Ward No. 227",,,,3,3,1,12,5,400005,2,2,3,0,2,19,0,0,0,1,1,1,2,9,0,1,0,2,7,12,0,0
3636206,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 211",,,,6,3,5,10,5,400008,2,1,3,0,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
3964221,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 11",,,,8,3,9,10,5,400066,2,2,3,0,1,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
3314257,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 32",,,,3,3,1,12,5,400095,2,2,3,0,2,19,0,0,0,1,1,1,2,9,208,1,37,52,8,8,0,0
3376416,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 177",,,,3,3,5,12,5,400019,2,1,3,0,2,19,0,0,0,2,2,1,9,9,0,1,0,0,0,0,0,0
5296801,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 169",,,,6,3,5,10,4,400024,2,1,3,0,2,10,19,0,0,2,0,1,9,2,221,1,0,0,0,0,0,0
1535579,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 81",,,,6,3,5,10,5,400059,2,1,3,0,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
4607181,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 157",,,,3,3,1,12,5,400072,2,2,3,0,1,19,4,0,0,4,4,1,1,9,210,1,27,33,10,7,0,0
5457613,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 210",,,,6,2,5,10,4,400027,2,2,3,0,1,19,10,4,0,2,0,1,9,2,220,1,0,0,0,0,0,0
5120534,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 110",,,,3,3,5,12,4,400078,2,2,3,0,1,19,4,0,0,2,2,1,9,2,220,1,0,0,0,0,0,0
3210867,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 15",,,,3,3,1,12,5,400092,2,1,3,0,1,19,4,10,0,1,1,1,2,9,210,1,13,9,42,44,0,0
6832494,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 45",,,,11,3,11,12,5,400097,2,1,3,0,1,19,0,0,0,0,2,1,9,9,190,1,0,0,0,0,0,0
1778140,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 185",,,,6,3,1,10,5,400004,2,2,3,0,2,19,0,0,0,2,0,1,2,9,220,1,0,0,1,1,0,0
4154329,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 9",,,,6,3,5,10,4,400091,2,2,3,0,1,19,0,0,0,2,0,1,9,2,206,1,0,0,0,0,0,0
4181556,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North MCGM - Ward No.2",,,,6,3,5,10,5,400068,2,2,3,0,2,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
3250249,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 25",,,,6,3,1,10,5,400101,2,1,3,0,1,19,0,0,0,3,0,1,2,9,0,1,61,58,16,14,0,0
9279104,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 42",,,,6,3,5,10,5,400095,2,2,3,0,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
6502984,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 149",,,,6,3,5,10,5,400089,2,2,3,0,1,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
6051500,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 159",,,,6,3,5,10,5,400072,2,2,3,0,1,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
2807902,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 140",,,,6,3,5,10,4,400043,2,2,3,0,2,10,0,0,0,2,0,1,9,2,232,1,0,0,0,0,0,0
4734105,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 84",,,,3,3,1,12,5,400058,2,1,3,0,1,19,0,0,0,4,4,1,2,9,210,1,38,38,1,1,0,0
6090817,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 82",,,,6,3,5,10,5,400093,2,2,2,3,1,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
7133447,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 67",,,,6,3,1,10,5,400058,2,2,3,0,1,19,4,10,0,3,0,1,2,9,0,1,51,46,11,15,0,0
7936763,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 162",,,,6,3,5,10,4,400072,2,2,3,0,1,18,0,0,0,2,0,1,9,2,230,1,0,0,0,0,0,0
9549533,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 123",,,,6,3,5,10,4,400079,2,2,3,0,2,10,0,0,0,2,0,1,9,2,226,1,0,0,0,0,0,0
9213791,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","B - Ward No. 224",,,,6,2,5,10,4,400009,2,1,3,0,1,19,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
8241574,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 165",,,,7,3,8,10,4,400070,2,1,3,0,1,18,0,0,0,2,0,1,9,0,231,1,0,0,0,0,0,0
7374175,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 180",,,,6,3,5,10,4,400031,2,2,3,0,2,10,0,0,0,2,0,1,9,2,220,1,0,0,0,0,0,0
7631166,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","A - Ward No. 227",,,,3,3,1,12,5,400005,2,2,3,0,2,19,0,0,0,1,1,1,2,9,0,1,0,3,36,38,0,0
1201384,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 191",,,,6,3,5,10,4,400028,2,2,3,0,2,10,0,0,0,2,0,1,9,2,230,1,0,0,0,0,0,0
2020795,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 101",,,,3,2,1,12,5,400050,2,2,3,0,1,19,0,0,0,4,4,1,2,9,184,1,0,0,0,0,0,4
8560709,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 36",,,,6,3,5,10,4,400097,2,1,3,0,1,19,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
4622935,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 97",,,,7,3,6,10,5,400054,2,2,3,0,2,19,0,0,0,2,0,1,9,9,218,1,0,0,0,0,0,0
