pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
7027847,1,0,1,1,0,8,10,0,0,1,4,4,3,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,2,15,0,2,0,0,1,2,1,1,3
7009176,2,0,3,6,0,7,6,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,12,0,1,0,0,2,2,1,1,3
6065102,1,0,2,1,0,8,20,0,0,1,5,5,5,5,5,5,5,5,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,0,25,0,0,1,10,2,3,1,2,1
6252075,2,0,1,1,0,5,14,0,0,1,5,5,5,5,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,3,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,13,0,0,0,12,12,2,1,2,3
2970073,2,0,1,1,0,15,20,0,0,1,6,6,6,6,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,91,0,295,0,1,3,0,39,49,1,1,2
6098735,2,0,1,1,0,4,9,0,0,1,8,6,6,6,1,1,1,1,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,12,0,0,1,0,1,3,1,2,3
9966698,2,0,1,1,0,7,12,0,0,1,8,8,0,0,4,4,10,10,8,0,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,3,3,3,3,1,1,9,6,0,6,0,0,0,12,11,3,1,1,1
6039620,2,0,1,1,0,8,20,0,0,1,2,2,2,2,0,0,0,0,7,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,4,12,31,0,0,1,1,2,6,1,2,2
9908658,2,0,1,1,0,6,12,0,0,1,2,2,6,6,1,1,0,0,2,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,4,1,2,0,0,12,0,0,0,1,1,3,1,2,3
9003148,2,0,1,1,0,10,18,0,0,1,6,6,11,11,3,3,5,5,14,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,20,35,0,0,1,0,1,4,1,2,3
4781384,2,0,1,1,0,12,11,0,0,1,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,1,1,1,4,4,4,4,4,1,1,9,1,0,45,0,0,0,0,2,2,1,2,2
6378199,1,0,1,1,0,29,16,0,0,1,15,15,4,4,2,2,0,0,7,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,19,0,22,0,0,0,17,18,5,1,2,2
7905398,2,0,1,1,0,4,6,0,0,1,2,2,4,4,1,1,1,1,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,7,0,20,0,0,0,7,7,3,1,2,2
9595450,1,0,1,1,0,4,5,0,0,1,2,2,1,1,1,1,1,1,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,20,0,0,1,1,1,4,1,2,2
1323977,2,0,1,1,0,6,18,0,0,1,0,0,12,12,0,0,2,2,0,14,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,5,1,35,0,33,1,18,2,3,1,1,2
9394300,1,0,1,1,0,5,8,0,0,1,2,2,2,2,1,1,1,1,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,4,0,0,1,0,1,2,1,2,2
6577771,1,0,1,1,0,11,16,0,0,1,25,25,8,8,1,1,1,1,26,9,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,9,2,1,1,1,2,2,2,2,4,4,4,4,1,1,9,2,1,18,0,13,1,7,1,3,1,2,2
2338519,2,0,1,1,0,6,13,0,0,1,0,0,0,0,3,3,13,13,17,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,42,0,0,2,0,1,2,1,2,3
9622244,2,0,1,1,0,14,13,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,1,3,1,1,1,1,2
8476073,1,0,1,1,0,6,23,0,0,1,20,20,25,25,2,2,2,2,10,15,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,6,0,0,0,0,1,5,1,1,2
9425048,1,0,1,1,0,6,10,0,0,1,4,4,4,4,4,4,4,4,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,2,2,2,2,4,4,4,4,2,1,9,0,0,10,0,0,1,0,0,2,1,2,2
4761012,2,0,1,1,0,1,2,0,0,1,6,6,6,6,2,2,2,2,8,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,1,1,1,4,4,4,4,4,4,2,9,0,0,3,0,0,1,0,1,1,1,2,2
1725651,1,0,1,1,0,4,12,0,0,1,1,1,1,1,1,1,1,1,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,2,1,4,4,4,4,4,4,4,4,1,1,2,0,0,12,0,0,0,0,1,3,1,2,2
6363845,2,0,1,1,0,6,12,0,0,1,11,11,6,6,1,1,0,0,11,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,11,0,0,0,0,10,2,1,2,2
7591438,2,0,1,1,0,8,12,0,0,1,12,12,11,11,0,0,1,1,9,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,4,0,0,3,12,13,2,1,2,3
7437419,1,0,1,1,0,6,13,0,0,1,9,9,10,10,1,1,1,1,10,11,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,2,2,2,1,4,4,4,4,4,1,1,1,0,25,0,1,1,0,1,2,1,2,2
5214652,1,0,1,1,0,9,10,0,0,1,1,1,1,1,4,4,4,4,3,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,15,0,0,1,0,2,3,1,2,2
9014984,2,0,1,1,0,4,12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,11,0,9,1,0,2,2,1,2,2
6019570,2,0,1,1,0,6,17,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,10,7,0,3,2,3,2,2,1,1,2
1371790,1,0,1,1,0,9,42,0,0,1,16,16,29,29,1,1,1,1,43,30,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,81,0,81,4,39,33,6,1,2,3
8868477,1,0,1,1,0,6,17,0,0,1,4,4,7,7,1,1,1,1,4,7,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,4,4,4,4,4,4,2,2,10,0,100,0,0,0,0,5,15,1,2,2
5050646,1,0,1,1,0,6,24,0,0,1,15,15,11,11,0,0,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,128,43,30,10,30,2,2,3,17,1,1,2
9755801,2,0,2,1,0,6,18,0,0,1,10,10,10,10,2,2,2,2,6,6,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,38,0,0,0,18,22,2,1,1,3
1743140,1,0,1,1,0,6,9,0,0,1,4,4,4,4,1,1,1,1,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,1,1,1,2,2
3811167,1,0,1,1,0,6,43,0,0,1,11,11,15,15,5,5,4,4,21,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,53,0,0,0,23,24,3,1,2,1
3819231,2,0,10,1,0,6,10,0,0,1,2,2,3,3,1,1,1,1,4,3,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,8,0,22,0,0,0,0,8,2,1,1,3
7560651,2,0,1,1,0,6,8,0,0,1,0,0,4,4,0,0,1,1,0,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,1,1,1,2,1,2,2
7068397,2,0,1,1,0,6,6,0,0,1,3,3,2,2,1,1,0,0,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,2,1,2,1,2,4,4,4,4,4,4,2,9,1,0,12,0,5,0,1,1,2,1,2,2
8912452,1,0,20,1,0,26,20,0,0,1,4,4,8,8,2,2,2,2,4,0,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,0,26,150,0,0,5,1,2,1,2,3
2051805,2,0,1,1,0,6,6,0,0,1,0,0,6,6,0,0,1,1,0,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,11,0,0,0,0,1,1,1,2,2
7574910,2,0,1,1,0,4,10,0,0,1,2,2,2,2,1,1,1,1,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,3,0,1,1,1,1,2,3
9484403,2,0,1,1,0,3,2,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,4,0,0,0,0,1,1,1,2,3
6323083,2,0,1,1,0,3,5,0,0,1,3,3,3,3,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,20,0,10,0,0,0,0,3,2,1,2,3
2262738,1,0,1,1,0,11,40,0,0,1,20,20,20,20,0,0,0,0,15,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,1,1,1,1,4,4,4,4,1,1,9,10,0,130,0,53,4,53,10,20,1,2,1
7647988,1,0,1,1,0,12,46,0,0,1,36,36,36,36,1,1,1,1,36,36,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,9,1,1,2,1,1,1,1,3,1,3,3,3,1,1,2,0,0,130,0,0,1,0,50,4,1,2,2
3937615,1,0,1,1,0,7,25,0,0,1,9,9,8,8,2,2,2,2,15,11,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,28,0,60,30,1,0,16,1,3,1,2,1
1385891,1,0,1,1,0,12,24,0,0,1,27,27,20,20,1,1,1,1,38,21,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,2,1,1,1,4,4,4,1,1,4,4,4,1,2,2,20,0,50,200,0,1,1,22,10,1,1,2
5894303,1,0,2,1,0,8,3,0,0,1,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,15,0,1,1,0,1,3,1,2,2
6245159,1,0,1,1,0,4,8,0,0,1,1,1,2,2,1,1,1,1,5,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,35,1,0,10,1,4,1,1,1,2,2
4534072,1,0,2,1,0,8,12,0,0,1,4,4,4,4,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,80,10,150,2,1,0,2,2,1,2,3
6299379,1,0,1,1,0,18,14,0,0,1,6,6,6,6,6,6,6,6,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,25,3,0,10,3,1,2,3
6385248,2,0,1,1,0,13,18,0,0,1,8,8,8,8,8,8,8,8,8,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,1,1,1,1,3,3,3,1,1,1,1,8,0,65,0,0,0,0,2,12,1,2,2
9325226,1,0,2,1,0,6,17,0,0,1,8,4,8,4,2,2,2,2,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,28,0,0,2,2,2,2,1,2,2
8936337,2,0,1,1,0,6,10,0,0,1,10,10,10,10,1,1,1,1,10,10,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,1,1,1,9,15,5,40,500,5,1,4,2,5,1,1,2
4361314,1,0,1,1,0,12,16,0,0,1,3,3,3,3,1,1,1,1,60,21,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,3,1,1,1,4,4,4,4,4,1,1,2,23,20,274,0,0,3,0,40,36,1,2,3
8997739,1,0,1,1,0,20,23,0,0,1,4,4,4,4,4,4,4,4,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,9,2,1,1,1,1,1,1,1,3,1,3,3,1,1,2,0,0,30,21,0,1,1,9,5,1,2,3
1719079,2,0,3,1,0,8,6,0,0,1,3,3,3,3,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,4,0,5,1,0,0,1,1,2,2
2913915,1,0,1,1,0,11,31,0,0,1,17,17,23,23,1,1,1,1,8,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,9,20,0,180,0,0,1,0,50,10,1,2,1
5761087,2,0,1,1,0,5,16,4,0,1,2,2,8,8,1,1,0,0,24,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,2,1,9,2,1,1,1,4,4,4,4,4,4,4,4,4,2,2,1,1,33,0,2,0,0,2,4,1,1,2
1979402,2,0,1,1,0,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,1,1,2,2
5016508,1,0,1,1,0,8,5,0,0,1,5,5,5,5,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,4,4,4,4,4,4,2,9,15,5,42,0,0,1,5,1,3,1,1,2
2975818,1,0,1,3,0,5,9,0,0,1,4,4,4,4,1,1,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,53,0,2,0,1,1,5,1,2,3
2393261,2,0,1,1,0,5,20,0,0,1,5,5,6,6,3,3,1,1,14,6,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,4,4,4,4,4,4,4,4,1,1,9,2,0,10,0,0,0,0,0,2,1,2,3
7996261,1,0,1,1,0,11,50,0,0,1,8,8,8,8,8,8,8,8,47,47,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,4,4,1,4,1,1,1,9,100,2,5,2,0,0,0,2,4,1,2,1
2761995,2,0,1,5,0,5,6,0,0,1,2,2,2,2,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,0,0,0,0,0,2,1,1,2
8765406,1,0,1,1,0,5,15,0,0,1,4,4,3,3,1,1,1,1,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,24,0,0,2,1,0,1,1,2,2
6853066,1,0,1,3,0,3,12,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,17,0,1,1,0,2,2,1,1,2
4071864,2,0,1,1,0,28,60,0,0,1,36,36,40,40,0,0,0,0,32,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,2,1,1,1,1,1,1,4,4,4,4,4,2,1,9,1,0,181,0,49,1,49,51,5,1,2,1
5515229,1,0,1,1,0,3,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,0,1,0,3,1,1,2,3
8118696,1,0,76,1,0,12,76,0,0,1,23,23,38,38,23,23,38,38,23,38,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,9,2,1,1,1,1,1,1,4,4,4,4,4,1,1,9,5,0,235,0,0,4,0,75,4,1,2,3
4035502,2,0,1,1,0,10,14,2,0,1,4,4,3,3,1,1,0,0,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,43,500,0,0,9,8,3,1,2,3
7599538,1,0,1,1,0,4,10,0,0,1,3,3,3,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,1,1,3,4,4,4,1,4,3,1,9,1,0,5,0,0,0,0,5,2,1,2,3
1321284,1,0,1,1,0,6,15,0,0,1,8,8,8,8,2,2,2,2,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,2,1,1,1,3,3,3,1,1,3,3,3,1,1,9,1,1,30,0,30,0,0,2,2,1,2,3
7044773,2,0,1,1,0,4,5,0,0,1,1,1,3,3,0,0,1,1,1,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,3,1,1,0,0,11,0,1,1,1,1,1,1,2,3
1326613,2,0,1,1,0,12,8,0,0,1,5,5,5,5,1,1,1,1,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,9,0,0,40,0,8,1,0,1,2,1,2,2
5805304,2,0,1,1,0,5,6,0,0,1,8,8,12,12,1,1,1,1,14,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,22,0,0,1,0,3,1,1,2,3
4667751,2,0,1,1,0,5,8,0,0,1,3,3,3,3,1,1,1,1,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,1,4,4,4,4,4,1,9,0,0,32,0,0,3,0,1,3,1,2,2
8449511,1,0,1,1,0,13,48,0,0,1,24,24,28,28,1,1,0,0,24,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,11,0,108,0,0,1,50,50,9,1,2,1
3036454,1,0,1,1,0,8,17,0,0,1,7,7,7,7,1,1,1,1,17,13,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,15,0,0,0,17,0,3,1,2,2
8367436,2,0,1,1,0,4,3,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,1,2,2
4254529,2,0,1,1,0,7,12,0,0,1,5,5,8,8,1,1,1,1,12,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,33,0,30,1,12,12,2,1,2,3
7079435,1,0,1,1,0,5,10,0,0,1,2,2,3,3,1,1,1,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,1,1,1,1,1,1,1,3
3316691,1,0,1,3,0,7,12,0,0,1,3,3,4,4,1,1,2,2,8,12,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,24,0,0,0,0,3,3,1,2,3
3095792,1,0,1,1,0,5,20,0,0,1,12,12,12,12,2,2,2,2,12,12,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,4,4,4,4,1,1,2,4,0,32,0,0,2,26,20,3,1,2,2
4207748,1,0,1,1,0,16,81,0,0,1,23,23,15,15,1,1,1,1,20,15,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,4,4,4,4,4,2,1,9,5,0,50,0,50,1,81,81,6,1,2,1
9187432,1,0,1,1,0,11,50,0,0,1,14,14,41,41,2,2,2,2,16,43,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,120,0,0,8,0,5,5,1,2,2
6068906,2,0,1,7,0,6,26,0,0,1,2,2,2,2,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,2,9,4,1,8,489,2,1,1,1,4,1,1,2
4776347,1,0,1,1,0,14,14,0,0,1,8,8,8,8,1,1,1,1,8,8,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,3,1,2,2,1,9,1,1,1,1,2,2,2,4,4,4,4,4,4,1,9,1,0,15,0,4,1,0,1,3,1,2,3
6252092,1,0,1,6,0,6,12,0,0,1,5,5,4,4,1,1,1,1,6,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,15,0,2,0,1,2,3,1,1,2
3115531,2,0,1,1,0,9,30,0,0,1,8,8,20,20,2,2,0,0,16,20,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,38,0,0,0,0,30,4,1,2,2
1617490,1,0,0,7,0,6,12,0,0,1,4,4,4,4,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,24,0,0,0,0,1,1,1,2,3
2122304,2,0,1,1,0,9,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,0,0,0,1,2,3
1044270,1,0,1,1,0,8,26,0,0,1,15,15,15,15,5,5,5,5,30,30,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,46,0,0,1,0,7,9,1,2,1
9280226,2,0,1,1,0,10,26,0,0,1,7,7,8,8,1,1,1,1,9,7,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,4,4,4,4,4,3,1,1,0,0,44,0,0,1,0,1,6,1,2,3
