pseudocode,total_tch,male,female,transgender,gen_tch,sc_tch,st_tch,obc_tch,regular,contract,part_time,below_graduate,graduate,post_graduate_and_above,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,class_taught_upr_sec,class_taught_sec_hsec,class_taugt_pre_primary_only,class_taught_pr_and_pre_pri,teacher_involve_non_training_assignment,diploma_certificate,bachelor_of_ee,bed_equivalent,med_equivalent,other,none,diploma_special_edu,pursuing_rpc,diploma_ele_edu,early_childhood_tch,bed_nursery,trained_cwsn
2949018,26,1,25,0,23,1,0,1,26,0,0,1,20,5,26,7,0,7,0,0,3,1,8,0,12,3,0,14,1,7,0,0,0,1,0,0,23
2949508,35,7,28,0,32,3,0,0,26,9,0,0,17,18,34,0,0,12,17,0,6,0,0,0,4,13,0,19,1,0,0,0,0,2,0,0,2
2951298,9,0,9,0,9,0,0,0,9,0,0,0,9,0,2,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0
2968324,4,1,3,0,4,0,0,0,0,4,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2970073,15,6,9,0,15,0,0,0,15,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
2975818,13,4,9,0,5,2,1,4,13,0,0,1,4,8,13,0,1,4,2,0,6,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,11
2977056,6,3,3,0,3,2,0,1,6,0,0,1,3,2,5,0,0,1,1,0,4,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
2983983,43,8,35,0,42,1,0,0,42,1,0,1,16,26,42,13,5,10,12,0,3,0,0,0,0,1,8,28,1,3,0,0,0,2,0,0,1
2985256,3,2,1,0,1,1,0,1,2,1,0,0,1,2,2,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
2987917,11,1,10,0,9,0,0,1,0,11,0,0,0,11,6,0,0,0,0,10,0,1,0,0,3,0,0,6,0,0,5,0,0,0,0,0,0
3003994,16,7,9,0,12,3,0,0,16,0,0,3,10,3,6,4,1,1,6,2,0,2,0,0,3,1,0,10,0,3,1,0,0,0,1,0,0
3010693,20,2,18,0,19,0,0,1,20,0,0,0,3,17,19,1,0,4,6,0,9,0,0,0,5,0,0,17,2,1,0,0,0,0,0,0,1
3011318,8,0,8,0,8,0,0,0,7,1,0,2,2,4,2,1,3,2,2,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,1
3014040,44,9,35,0,42,1,0,1,42,2,0,1,19,24,41,1,0,1,30,10,1,1,0,0,3,0,1,39,2,1,0,1,0,0,0,0,0
3019424,14,2,12,0,9,1,0,2,14,0,0,1,5,8,6,0,1,0,3,0,10,0,0,0,13,1,0,11,1,1,0,0,0,0,0,0,2
3020188,9,0,9,0,6,3,0,0,9,0,0,2,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
3023498,39,3,36,0,39,0,0,0,37,2,0,3,19,17,26,4,1,0,19,4,2,9,0,0,12,1,0,24,0,7,5,0,2,0,0,0,0
3024441,36,3,33,0,34,2,0,0,36,0,0,0,7,29,33,0,0,3,4,17,10,2,0,0,0,0,0,30,0,6,0,0,0,0,0,0,6
3024598,13,3,10,0,13,0,0,0,4,9,0,0,0,13,6,0,0,0,0,13,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0
3027324,6,2,4,0,3,2,0,1,6,0,0,0,4,2,4,0,2,0,3,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0
3030048,29,8,21,0,29,0,0,0,29,0,0,4,14,11,5,0,7,6,14,0,2,0,0,0,1,11,0,18,0,0,0,0,0,0,0,0,1
3036387,16,2,14,0,15,0,0,1,15,0,1,2,11,3,16,8,1,0,0,0,0,0,3,4,0,2,0,7,1,6,0,0,0,0,0,0,0
3036454,19,6,13,0,11,2,2,3,19,0,0,8,10,1,15,1,1,7,9,0,1,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0
3044292,9,0,9,0,7,1,0,1,9,0,0,0,2,7,9,0,0,0,9,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0
3044753,16,10,6,0,16,0,0,0,16,0,0,3,10,3,3,5,4,1,5,0,1,0,0,0,0,5,1,9,0,1,0,0,0,0,0,0,1
3047887,24,10,14,0,5,4,1,7,24,0,0,0,12,12,21,1,6,5,11,0,1,0,0,0,0,9,0,12,1,0,0,2,0,0,0,0,0
3049385,21,11,10,0,21,0,0,0,12,9,0,1,4,16,4,2,3,1,6,8,0,1,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0
3057591,12,3,9,0,10,2,0,0,12,0,0,0,7,5,11,1,0,1,5,1,3,1,0,0,2,1,1,6,0,4,0,0,0,0,0,0,0
3061718,2,2,0,0,1,0,0,1,0,2,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3063764,62,8,54,0,62,0,0,0,58,3,1,0,21,41,62,29,1,5,12,0,15,0,0,0,4,1,1,52,4,2,2,0,0,0,0,0,52
3064354,8,2,6,0,7,0,0,1,8,0,0,2,5,1,7,1,3,0,4,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0
3067600,10,2,8,0,9,0,0,0,10,0,0,0,7,3,6,0,1,0,7,0,2,0,0,0,1,0,0,4,0,0,5,0,1,0,0,0,0
3068163,34,1,33,0,34,0,0,0,34,0,0,32,2,0,32,27,6,0,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,32
3069578,27,1,26,0,25,1,1,0,18,9,0,0,16,11,13,0,1,0,23,0,3,0,0,0,2,0,1,24,1,1,0,0,0,0,0,0,1
3071187,5,0,5,0,3,2,0,0,5,0,0,3,2,0,3,0,0,0,4,0,1,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,2
3073338,65,11,54,0,33,2,2,14,65,0,0,2,31,32,64,2,10,4,45,0,4,0,0,0,0,16,0,45,3,1,0,0,0,0,0,0,1
3077665,8,3,5,0,6,1,0,1,6,2,0,0,1,7,8,0,0,0,0,8,0,0,0,0,8,0,0,5,0,3,0,0,0,0,0,0,4
3078795,9,1,8,0,9,0,0,0,9,0,0,4,5,0,9,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8
3082133,3,1,2,0,2,1,0,0,3,0,0,0,3,0,2,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0
3083055,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3083389,12,3,9,0,6,4,1,0,12,0,0,2,7,3,9,3,2,0,4,2,1,0,0,0,0,4,0,5,0,1,2,0,0,0,0,0,0
3083771,9,0,9,0,9,0,0,0,9,0,0,0,2,7,2,0,0,1,7,0,1,0,0,0,1,0,0,7,1,1,0,0,0,0,0,0,0
3086032,18,10,8,0,6,3,2,5,18,0,0,1,12,5,17,0,3,3,7,0,5,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,1
3095792,27,6,21,0,25,1,0,0,20,7,0,4,16,7,14,3,8,0,7,6,2,1,0,0,8,7,0,16,1,2,1,0,0,0,0,0,1
3099901,5,0,5,0,5,0,0,0,5,0,0,0,2,3,5,0,0,0,3,0,2,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,2
3104347,20,5,15,0,16,3,0,1,20,0,0,0,12,8,14,3,2,0,15,0,0,0,0,0,1,2,0,12,3,1,2,0,0,0,0,0,4
3105657,12,2,10,0,8,0,0,3,12,0,0,0,5,7,10,0,0,1,5,1,3,2,0,0,6,0,1,8,1,2,0,0,0,0,0,0,0
3106115,4,2,2,0,2,2,0,0,4,0,0,0,2,2,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
3108434,17,6,11,0,8,4,0,4,15,2,0,3,10,4,0,2,4,2,7,2,0,0,0,0,0,4,0,12,0,1,0,0,0,0,0,0,0
3108683,46,7,39,0,39,4,0,3,46,0,0,2,24,20,46,19,2,2,8,0,15,0,0,0,1,5,0,28,2,9,2,0,0,0,0,0,0
3109926,142,11,131,0,142,0,0,0,138,4,0,1,69,72,137,60,27,16,14,0,10,0,0,15,0,7,0,94,4,4,28,1,1,3,0,0,112
3115531,40,12,28,0,33,4,0,3,40,0,0,12,19,9,40,5,1,9,7,0,18,0,0,0,0,13,0,24,1,1,0,0,0,1,0,0,0
3122967,7,3,4,0,7,0,0,0,7,0,0,0,3,4,3,0,0,0,0,7,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0
3128520,50,10,40,0,42,4,1,3,50,0,0,0,17,33,7,7,12,0,8,22,0,1,0,0,46,11,0,37,1,1,0,0,0,0,0,0,1
3133931,7,1,6,0,6,1,0,0,7,0,0,0,4,3,6,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0
3139018,26,15,11,0,19,0,0,6,26,0,0,0,18,8,0,1,1,11,13,0,0,0,0,0,6,8,0,18,0,0,0,0,0,0,0,0,0
3142838,58,4,54,0,58,0,0,0,51,5,2,3,28,27,13,27,7,2,18,0,4,0,0,0,6,3,0,40,2,4,0,2,7,0,0,0,6
3148966,8,2,6,0,8,0,0,0,8,0,0,0,0,8,8,2,2,0,4,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
3157889,65,26,39,0,31,9,5,20,65,0,0,0,0,65,14,0,0,0,0,65,0,0,0,0,0,0,0,62,1,1,1,0,0,0,0,0,0
3167775,26,6,20,0,26,0,0,0,26,0,0,2,14,10,9,0,9,3,8,0,6,0,0,0,0,0,0,20,1,4,1,0,0,0,0,0,1
3169269,57,10,47,0,50,2,0,5,57,0,0,3,22,32,54,0,2,0,55,0,0,0,0,0,1,1,0,47,5,1,0,2,0,1,0,0,54
3169658,6,4,2,0,6,0,0,0,6,0,0,0,6,0,6,1,2,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3172881,34,1,33,0,34,0,0,0,32,2,0,1,16,17,30,3,3,4,10,2,10,2,0,0,2,2,0,32,0,0,0,0,0,0,0,0,0
3179082,36,8,28,0,26,4,1,5,36,0,0,3,21,12,19,0,1,2,32,0,1,0,0,0,0,8,0,23,1,2,0,2,0,0,0,0,1
3189330,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3200938,4,0,4,0,4,0,0,0,4,0,0,0,3,1,1,0,3,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
3201303,11,2,9,0,10,0,0,1,0,11,0,0,7,4,4,1,3,2,3,0,2,0,0,0,4,1,0,5,0,1,4,0,0,0,0,0,0
3206542,6,3,3,0,2,1,0,2,6,0,0,0,4,2,5,0,2,0,3,0,1,0,0,0,6,2,0,3,1,0,0,0,0,0,0,0,0
3209203,47,23,24,0,25,15,1,5,43,4,0,0,20,27,6,4,10,1,11,6,0,15,0,0,45,4,0,40,0,2,0,0,0,1,0,0,2
3210867,70,8,62,0,68,2,0,0,63,6,1,2,17,51,63,24,0,7,30,9,0,0,0,0,31,1,0,51,6,11,0,1,0,0,0,0,8
3216386,8,3,5,0,7,0,0,1,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
3223989,8,6,2,0,4,2,0,0,8,0,0,0,5,3,1,1,3,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
3224626,17,6,11,0,17,0,0,0,10,7,0,0,1,16,10,0,0,0,0,17,0,0,0,0,7,0,3,11,0,1,2,0,0,0,0,0,1
3225182,41,4,37,0,40,0,0,1,36,0,5,2,19,20,40,22,1,3,14,0,1,0,0,0,0,2,0,18,0,13,1,0,6,1,0,0,0
3234428,4,0,4,0,4,0,0,0,4,0,0,0,2,2,2,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
3236112,45,17,28,0,19,7,4,8,45,0,0,1,23,21,31,2,18,6,18,0,1,0,0,0,44,18,0,23,2,1,0,0,1,0,0,0,6
3237479,58,6,52,0,43,4,0,11,56,1,1,5,28,25,51,14,4,15,12,0,11,2,0,0,1,6,0,36,4,2,0,8,1,1,0,0,2
3242046,13,0,13,0,12,1,0,0,13,0,0,1,7,5,13,0,0,0,5,0,8,0,0,0,13,1,0,11,0,0,0,0,1,0,0,0,13
3250249,93,4,89,0,91,2,0,0,81,12,0,2,48,43,93,41,0,2,50,0,0,0,0,0,0,0,0,69,0,21,1,0,2,0,0,0,0
3266177,26,0,26,0,21,1,0,3,8,18,0,0,15,11,22,0,0,1,25,0,0,0,0,0,0,0,0,21,1,3,0,0,0,1,0,0,20
3267707,21,4,17,0,19,2,0,0,18,3,0,1,4,16,19,0,2,3,7,2,4,3,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0
3281039,18,4,14,0,17,1,0,0,14,4,0,1,10,7,11,4,0,3,6,0,5,0,0,0,18,2,0,12,1,1,0,0,0,2,0,0,0
3295282,7,2,5,0,3,1,2,1,7,0,0,2,5,0,7,2,0,0,5,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
3309058,11,4,7,0,11,0,0,0,11,0,0,1,10,0,11,4,0,6,1,0,0,0,0,0,0,0,0,6,1,4,0,0,0,0,0,0,0
3314257,69,7,62,0,69,0,0,0,68,1,0,1,20,48,65,17,9,3,19,9,4,8,0,0,0,0,0,54,3,11,1,0,0,0,0,0,12
3316691,18,5,13,0,13,4,1,0,18,0,0,0,5,13,9,0,0,0,18,0,0,0,0,0,2,1,1,14,0,0,1,0,1,0,0,0,0
3318006,16,3,13,0,13,1,0,1,16,0,0,1,11,4,10,0,0,2,9,0,5,0,0,0,0,2,1,11,1,1,0,0,0,0,0,0,0
3321446,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3323625,6,0,6,0,6,0,0,0,6,0,0,0,3,3,6,0,1,0,0,0,5,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
3345959,22,3,19,0,22,0,0,0,16,6,0,4,16,2,21,3,3,2,11,0,3,0,0,0,0,4,0,17,0,0,0,0,0,1,0,0,0
3350090,31,6,25,0,26,3,0,2,30,0,1,1,25,5,31,6,13,0,7,4,1,0,0,0,0,2,2,22,0,3,2,0,0,0,0,0,0
3351589,43,7,36,0,43,0,0,0,43,0,0,5,28,10,37,3,5,7,23,0,5,0,0,0,1,3,0,37,0,3,0,0,0,0,0,0,2
3351928,11,6,5,0,4,2,1,2,11,0,0,0,8,3,8,0,2,3,6,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,3
3356003,6,3,3,0,6,0,0,0,2,4,0,0,1,5,4,0,0,0,0,6,0,0,0,0,6,0,0,2,0,1,3,0,0,0,0,0,0
3357145,60,9,51,0,60,0,0,0,0,58,2,43,11,6,60,2,27,2,1,7,3,18,0,0,0,0,0,11,4,33,0,11,1,0,0,0,53
3360596,22,5,17,0,18,4,0,0,22,0,0,0,10,12,22,0,2,3,10,0,7,0,0,0,22,5,0,16,0,0,0,0,0,1,0,0,0
3363836,2,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3365949,45,8,37,0,45,0,0,0,45,0,0,2,30,13,2,9,9,1,10,16,0,0,0,0,0,1,0,40,0,2,0,0,0,2,0,0,0
3372880,17,3,14,0,16,0,0,1,12,0,5,1,5,11,17,0,1,1,7,7,1,0,0,0,0,1,0,11,1,1,3,0,0,0,0,0,0
3376416,18,3,15,0,13,2,0,1,12,3,3,2,1,15,16,0,0,0,7,9,0,2,0,0,0,1,0,11,1,0,5,0,0,0,0,0,0
3385358,4,2,2,0,3,1,0,0,4,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3394202,9,1,8,0,8,0,0,1,9,0,0,1,3,5,4,0,1,0,4,0,4,0,0,0,0,1,0,5,0,1,1,1,0,0,0,0,4
3407357,24,1,23,0,24,0,0,0,24,0,0,1,9,14,18,0,6,0,11,0,7,0,0,0,0,4,0,18,0,2,0,0,0,0,0,0,4
3408318,16,4,12,0,13,1,0,2,14,2,0,3,4,9,11,0,0,5,2,0,9,0,0,0,10,3,0,11,1,1,0,0,0,0,0,0,1
3419683,8,0,8,0,8,0,0,0,8,0,0,0,3,5,4,0,1,0,7,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,1
3421138,47,17,30,0,36,2,0,9,47,0,0,12,23,12,24,3,15,0,26,0,1,2,0,0,0,15,0,29,1,1,0,0,1,0,0,0,0
3432780,18,5,13,0,18,0,0,0,18,0,0,1,6,11,12,0,3,0,11,0,4,0,0,0,9,0,0,14,0,2,2,0,0,0,0,0,1
3433730,27,3,24,0,27,0,0,0,27,0,0,1,15,11,21,0,0,0,27,0,0,0,0,0,0,0,0,20,0,0,7,0,0,0,0,0,0
3440865,21,6,15,0,9,3,2,4,21,0,0,0,13,8,1,0,0,0,13,0,8,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0
3445113,4,1,3,0,4,0,0,0,2,2,0,1,3,0,1,1,0,0,0,0,0,0,2,1,4,1,0,0,1,0,2,0,0,0,0,0,0
3449581,44,33,11,0,42,0,0,2,44,0,0,4,15,25,18,0,2,3,14,12,8,5,0,0,5,3,1,31,2,5,1,0,0,1,0,0,3
3453374,6,2,4,0,6,0,0,0,6,0,0,0,2,4,6,0,0,0,0,6,0,0,0,0,3,1,0,4,0,0,1,0,0,0,0,0,3
3460074,2,1,1,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
3464986,18,6,12,0,4,6,2,3,18,0,0,2,8,8,15,0,3,0,11,0,4,0,0,0,0,1,0,15,2,0,0,0,0,0,0,0,1
3476742,23,6,17,0,21,0,0,1,19,4,0,1,14,8,16,0,2,6,10,0,5,0,0,0,3,2,1,15,0,0,0,1,1,3,0,0,8
3479996,37,2,35,0,37,0,0,0,37,0,0,7,15,15,36,17,1,1,17,0,1,0,0,0,0,13,0,20,0,2,0,0,1,1,0,0,0
3481106,78,9,69,0,78,0,0,0,0,78,0,1,32,45,76,13,5,12,19,6,13,9,1,0,0,6,1,47,2,17,0,4,1,0,0,0,4
3497719,17,4,13,0,14,0,0,3,16,1,0,1,7,9,6,2,4,0,6,4,0,1,0,0,0,3,0,13,0,0,1,0,0,0,0,0,0
3513525,55,2,53,0,52,0,0,3,55,0,0,2,25,28,31,11,15,0,21,8,0,0,0,0,0,1,0,36,0,8,9,0,0,1,0,0,0
3513616,21,2,19,0,20,0,0,1,15,6,0,2,11,8,19,0,7,0,13,0,1,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0
3520321,39,16,23,0,13,4,2,13,39,0,0,0,21,18,35,0,0,17,1,0,21,0,0,0,0,14,0,23,1,0,0,1,0,0,0,0,0
3520805,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3524114,28,2,26,0,28,0,0,0,26,2,0,0,1,27,28,0,0,0,0,28,0,0,0,0,0,0,0,24,3,1,0,0,0,0,0,0,26
3531838,7,1,6,0,5,2,0,0,6,0,1,0,3,4,5,0,0,0,7,0,0,0,0,0,5,0,0,5,0,1,1,0,0,0,0,0,0
3532771,28,1,27,0,28,0,0,0,28,0,0,7,18,3,4,0,3,1,20,0,4,0,0,0,0,8,0,19,0,0,0,0,0,0,1,0,0
3535795,100,6,94,0,98,0,0,2,100,0,0,3,60,37,100,44,0,1,55,0,0,0,0,0,14,10,2,82,2,3,1,0,0,0,0,0,1
3539111,42,18,24,0,21,8,1,12,36,6,0,0,18,24,37,14,0,0,16,4,1,5,1,1,29,3,1,24,3,6,0,0,0,4,0,1,5
3543806,13,6,7,0,8,2,1,2,13,0,0,0,7,6,0,0,4,0,9,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0
3546696,22,1,21,0,22,0,0,0,21,0,1,0,10,12,14,0,4,0,7,11,0,0,0,0,3,0,0,20,0,1,1,0,0,0,0,0,0
3549475,4,2,2,0,2,1,0,1,4,0,0,0,2,2,0,0,3,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
3559091,16,1,15,0,16,0,0,0,16,0,0,0,10,6,0,0,1,5,0,0,10,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0
3564666,38,12,26,0,34,3,0,0,31,7,0,4,13,21,20,4,9,1,13,8,2,1,0,0,0,7,0,27,0,2,0,2,0,0,0,0,0
3566061,9,3,6,0,2,2,2,3,9,0,0,0,4,5,8,0,2,1,1,0,5,0,0,0,5,1,0,6,2,0,0,0,0,0,0,0,0
3567487,12,4,8,0,12,0,0,0,9,1,2,0,3,9,11,0,0,0,10,0,2,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,8
3570897,10,8,2,0,3,1,1,5,10,0,0,0,4,6,0,1,0,0,8,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0
3577124,5,0,5,0,5,0,0,0,5,0,0,0,2,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
3579826,12,2,10,0,12,0,0,0,9,3,0,0,5,7,12,8,0,3,0,0,0,1,0,0,2,4,0,3,0,4,0,0,0,0,1,0,3
3581350,9,5,4,0,9,0,0,0,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,1,0,3,1,1,0,2,1,0,0,0,0
3583144,8,7,1,0,3,0,0,4,8,0,0,0,8,0,8,0,2,1,5,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,8
3588204,9,3,6,0,8,0,0,1,9,0,0,0,3,6,5,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
3591493,7,0,7,0,6,1,0,0,7,0,0,0,4,3,3,1,0,0,6,0,0,0,0,0,1,0,0,2,0,0,4,0,1,0,0,0,0
3592137,14,5,9,0,13,1,0,0,12,0,2,0,1,13,9,0,0,0,0,14,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0
3610850,7,4,3,0,7,0,0,0,7,0,0,1,4,2,6,1,0,0,6,0,0,0,0,0,7,0,0,1,0,5,1,0,0,0,0,0,0
3614356,3,0,3,0,3,0,0,0,3,0,0,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
3615013,24,3,21,0,22,0,0,2,15,0,9,0,11,13,21,0,0,5,1,9,9,0,0,0,15,4,0,15,0,2,2,0,1,0,0,0,0
3615072,11,0,11,0,8,3,0,0,11,0,0,1,4,6,10,5,0,2,1,0,3,0,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0
3618293,44,23,21,0,42,1,0,1,42,2,0,4,33,7,4,3,11,4,15,4,6,1,0,0,0,11,0,27,1,1,1,0,2,1,0,0,1
3625086,63,7,56,0,62,1,0,0,63,0,0,2,25,36,58,42,0,1,10,0,10,0,0,0,1,1,0,41,1,8,7,0,4,1,0,0,15
3630880,6,2,4,0,4,2,0,0,6,0,0,0,3,3,3,0,0,1,4,0,0,1,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0
3635596,5,1,4,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0
3636206,7,2,5,0,7,0,0,0,6,0,1,1,6,0,5,0,0,0,6,0,1,0,0,0,2,0,0,6,0,0,1,0,0,0,0,0,1
3647567,17,1,16,0,16,0,0,1,15,2,0,2,8,7,17,1,1,3,6,0,6,0,0,0,1,1,1,14,0,1,0,0,0,0,0,0,4
3647575,130,18,112,0,128,1,0,1,125,2,3,1,49,80,129,30,0,6,45,44,0,5,0,0,0,1,0,95,5,1,24,0,4,0,0,0,0
3648173,4,4,0,0,4,0,0,0,4,0,0,0,3,1,4,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0
3655077,37,14,23,0,30,0,0,6,29,7,1,0,14,23,36,0,0,11,1,7,17,1,0,0,24,7,0,23,3,4,0,0,0,0,0,0,6
3655689,5,1,4,0,2,2,0,0,5,0,0,0,3,2,2,0,0,0,1,0,4,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2
3674031,16,13,3,0,6,3,1,4,16,0,0,0,13,3,1,0,0,5,4,0,7,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0
3675779,4,2,2,0,0,2,0,2,3,0,1,0,2,2,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3686348,63,1,62,0,63,0,0,0,63,0,0,1,43,19,62,37,11,9,3,0,3,0,0,0,26,18,2,13,2,18,7,0,0,3,0,0,0
3695604,34,0,34,0,33,0,0,1,30,4,0,4,21,9,32,1,10,2,15,0,6,0,0,0,0,5,0,27,0,0,0,2,0,0,0,0,0
3704630,15,1,14,0,13,0,0,2,15,0,0,1,6,8,7,0,5,0,5,0,5,0,0,0,15,1,0,12,0,1,0,0,0,1,0,0,3
3708410,10,1,9,0,9,1,0,0,10,0,0,1,5,4,10,0,1,0,2,2,0,5,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0
3709666,45,17,28,0,21,12,3,9,45,0,0,3,19,23,37,12,0,8,12,5,2,6,0,0,19,2,0,29,1,2,1,0,1,9,0,0,2
3709669,5,1,4,0,5,0,0,0,4,1,0,0,3,2,2,0,0,0,2,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
3711382,12,1,11,0,9,0,0,3,11,0,1,2,3,7,6,0,3,0,4,5,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0
3715468,3,0,3,0,3,0,0,0,3,0,0,0,3,0,3,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
3715502,18,3,15,0,13,3,0,2,18,0,0,1,6,11,5,1,0,8,5,0,4,0,0,0,0,0,0,14,0,2,1,0,1,0,0,0,0
3722598,19,3,16,0,19,0,0,0,19,0,0,1,9,9,17,0,0,2,16,0,1,0,0,0,0,2,0,16,1,0,0,0,0,0,0,0,0
3735177,18,6,12,0,18,0,0,0,18,0,0,0,17,1,6,4,8,0,6,0,0,0,0,0,0,6,0,11,0,1,0,0,0,0,0,0,2
3741365,96,39,57,0,88,3,1,4,88,8,0,0,4,92,38,0,1,0,7,88,0,0,0,0,0,2,0,84,7,2,1,0,0,0,0,0,0
3750565,4,1,3,0,4,0,0,0,3,1,0,1,3,0,1,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
3755665,38,13,25,0,37,0,0,1,30,7,1,6,9,23,36,4,5,1,11,16,1,0,0,0,5,6,0,29,2,1,0,0,0,0,0,0,1
3757426,6,2,4,0,6,0,0,0,5,0,1,0,6,0,3,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3773057,40,11,29,0,32,2,1,2,40,0,0,1,17,22,23,0,1,0,25,7,2,5,0,0,0,2,0,32,0,3,2,0,1,0,0,0,2
3810429,17,2,15,0,16,1,0,0,17,0,0,0,4,13,15,0,1,1,7,0,8,0,0,0,0,1,0,13,2,0,0,1,0,0,0,0,2
