pseudocode,total_tch,male,female,transgender,gen_tch,sc_tch,st_tch,obc_tch,regular,contract,part_time,below_graduate,graduate,post_graduate_and_above,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,class_taught_upr_sec,class_taught_sec_hsec,class_taugt_pre_primary_only,class_taught_pr_and_pre_pri,teacher_involve_non_training_assignment,diploma_certificate,bachelor_of_ee,bed_equivalent,med_equivalent,other,none,diploma_special_edu,pursuing_rpc,diploma_ele_edu,early_childhood_tch,bed_nursery,trained_cwsn
3811167,90,24,66,0,88,0,0,1,89,1,0,1,45,44,50,39,8,5,17,0,21,0,0,0,0,0,0,76,1,12,1,0,0,0,0,0,1
3819231,9,2,7,0,8,0,0,1,9,0,0,4,3,2,9,1,3,5,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,2,0,0,4
3853373,81,45,36,0,74,5,0,2,62,19,0,0,0,81,74,0,0,0,0,81,0,0,0,0,5,0,0,74,1,1,5,0,0,0,0,0,0
3854770,16,2,14,0,16,0,0,0,16,0,0,4,6,6,8,5,0,0,6,5,0,0,0,0,3,4,0,6,0,1,4,0,1,0,0,0,1
3856068,11,1,10,0,11,0,0,0,2,9,0,1,3,7,8,0,0,2,1,0,8,0,0,0,1,0,3,4,0,3,1,0,0,0,0,0,0
3856575,24,6,18,0,13,1,1,6,21,0,3,0,5,19,18,0,0,7,11,6,0,0,0,0,0,3,0,14,6,1,0,0,0,0,0,0,0
3856803,27,15,12,0,15,4,1,5,27,0,0,4,16,7,25,1,7,5,9,5,0,0,0,0,18,6,0,21,0,0,0,0,0,0,0,0,1
3872597,9,2,7,0,9,0,0,0,9,0,0,3,5,1,2,0,0,3,1,0,5,0,0,0,9,3,0,6,0,0,0,0,0,0,0,0,0
3875818,10,5,5,0,4,0,0,6,10,0,0,1,6,3,5,2,2,1,4,0,1,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0,0
3884314,28,1,27,0,23,4,0,1,20,8,0,3,14,11,22,1,0,0,26,0,1,0,0,0,1,2,0,22,1,2,0,0,0,1,0,0,0
3891269,11,2,9,0,10,1,0,0,7,4,0,1,7,3,9,2,2,1,4,0,2,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,1
3899124,33,2,31,0,33,0,0,0,33,0,0,2,28,3,3,7,6,3,15,0,2,0,0,0,1,13,0,18,0,2,0,0,0,0,0,0,0
3899645,10,0,10,0,8,1,0,1,10,0,0,0,5,5,10,4,0,0,2,0,4,0,0,0,10,4,1,4,1,0,0,0,0,0,0,0,7
3906392,24,9,15,0,24,0,0,0,24,0,0,0,1,23,10,0,1,0,4,17,2,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0
3908303,119,13,106,0,119,0,0,0,119,0,0,9,53,57,116,42,10,5,35,0,7,0,19,1,11,37,0,66,6,4,2,4,0,0,0,0,4
3915937,23,5,18,0,23,0,0,0,21,2,0,1,9,13,20,4,1,2,5,0,6,0,5,0,0,7,0,12,1,2,1,0,0,0,0,0,0
3922423,7,4,3,0,6,1,0,0,7,0,0,0,1,6,7,0,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0
3923226,6,0,6,0,5,1,0,0,6,0,0,2,1,3,6,0,1,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,5
3924898,17,2,15,0,12,0,0,5,16,0,1,0,5,12,10,0,1,0,4,6,4,2,0,0,7,0,0,13,2,0,1,0,1,0,0,0,1
3925373,21,14,7,0,8,3,1,9,21,0,0,1,14,6,6,1,4,5,7,4,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0
3926217,5,4,1,0,0,1,0,3,5,0,0,0,3,2,4,0,1,1,1,0,2,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0
3937615,32,8,24,0,30,2,0,0,29,0,3,2,13,17,22,0,1,5,20,0,6,0,0,0,2,0,0,22,1,8,1,0,0,0,0,0,1
3942082,11,6,5,0,10,1,0,0,11,0,0,0,0,11,1,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
3942420,8,1,7,0,4,0,0,3,8,0,0,0,1,7,4,0,3,0,3,0,2,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,1
3955814,44,13,31,0,44,0,0,0,8,36,0,3,24,17,34,25,3,2,5,0,9,0,0,0,37,7,0,26,1,3,5,0,0,2,0,0,1
3957144,17,1,16,0,17,0,0,0,17,0,0,0,13,4,10,2,1,4,5,0,5,0,0,0,17,5,0,11,0,0,0,0,0,1,0,0,0
3964221,6,1,5,0,6,0,0,0,0,6,0,0,5,1,5,0,0,0,6,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0
3964759,6,2,4,0,2,3,0,1,6,0,0,1,3,2,5,0,1,0,0,0,5,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0
3971080,9,5,4,0,9,0,0,0,9,0,0,0,0,9,3,0,0,0,0,9,0,0,0,0,6,0,0,6,1,1,1,0,0,0,0,0,2
3977587,10,6,4,0,9,0,0,1,10,0,0,0,8,2,2,1,2,0,6,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0
3983411,6,1,5,0,6,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3986936,8,6,2,0,3,2,0,3,8,0,0,0,7,1,6,1,3,1,3,0,0,0,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0
3987748,69,26,43,0,38,12,1,18,57,12,0,10,17,42,61,26,2,0,16,7,5,13,0,0,18,2,1,41,7,6,1,0,0,11,0,0,7
3992350,6,3,3,0,6,0,0,0,4,1,1,0,1,5,4,0,0,0,0,6,0,0,0,0,2,0,0,4,1,1,0,0,0,0,0,0,0
3999309,7,0,7,0,3,3,0,1,5,2,0,6,1,0,7,4,0,0,2,0,1,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,3
3999596,16,1,15,0,16,0,0,0,14,0,2,0,10,6,15,2,1,7,2,0,3,1,0,0,1,1,1,9,0,5,0,0,0,0,0,0,7
4005579,8,7,1,0,3,2,0,2,8,0,0,0,3,5,7,0,0,0,3,5,0,0,0,0,7,0,0,6,0,2,0,0,0,0,0,0,0
4009258,66,15,51,0,63,3,0,0,16,50,0,1,32,33,66,0,0,0,66,0,0,0,0,0,0,0,0,55,1,4,3,2,0,0,0,1,0
4021759,10,2,8,0,10,0,0,0,10,0,0,1,7,2,8,0,0,3,0,0,7,0,0,0,10,3,0,7,0,0,0,0,0,0,0,0,0
4022443,5,1,4,0,4,1,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
4025049,15,0,15,0,11,1,0,2,15,0,0,1,9,5,15,0,3,0,12,0,0,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0
4028545,8,0,8,0,5,1,0,2,8,0,0,2,3,3,4,0,1,1,6,0,0,0,0,0,3,1,0,6,1,0,0,0,0,0,0,0,0
4035502,15,7,8,0,12,0,0,1,14,1,0,0,10,5,10,1,0,6,4,0,4,0,0,0,14,3,0,9,3,0,0,0,0,0,0,0,1
4040243,25,12,13,0,25,0,0,0,17,0,8,5,8,12,23,0,0,6,3,8,5,3,0,0,0,0,0,18,0,0,0,0,1,6,0,0,0
4048933,10,2,8,0,10,0,0,0,9,1,0,3,6,1,1,0,4,1,4,0,1,0,0,0,1,1,0,8,0,0,0,0,1,0,0,0,0
4050913,9,5,4,0,8,1,0,0,9,0,0,0,4,5,9,0,1,1,2,0,5,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0
4056320,7,0,7,0,4,2,1,0,7,0,0,0,3,4,1,0,1,1,4,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7
4056858,58,15,43,0,57,1,0,0,57,0,1,1,0,57,18,0,0,0,0,58,0,0,0,0,0,1,1,51,0,0,4,1,0,0,0,0,2
4059822,6,0,6,0,6,0,0,0,6,0,0,0,5,1,1,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
4065934,19,3,16,0,14,4,0,1,19,0,0,1,13,5,5,0,6,1,9,0,3,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0
4067633,5,3,2,0,4,1,0,0,2,3,0,0,4,1,3,0,2,0,3,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0
4069670,55,5,50,0,55,0,0,0,52,1,2,3,15,37,52,24,2,7,8,0,14,0,0,0,49,2,0,39,5,7,0,1,1,0,0,0,7
4071864,95,9,86,0,84,4,0,5,94,1,0,3,32,60,90,38,1,14,28,0,14,0,0,0,66,1,0,75,4,7,1,4,0,3,0,0,3
4076202,21,5,16,0,12,1,0,5,21,0,0,1,8,12,13,0,0,0,20,0,1,0,0,0,0,4,0,14,2,0,0,0,0,1,0,0,0
4077826,6,0,6,0,6,0,0,0,6,0,0,0,6,0,5,0,1,0,3,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
4082113,5,0,5,0,4,0,0,1,5,0,0,0,4,1,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4097501,5,1,4,0,5,0,0,0,5,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1
4098885,17,9,8,0,7,4,3,1,17,0,0,1,9,7,8,2,3,2,9,0,1,0,0,0,0,7,0,7,3,0,0,0,0,0,0,0,0
4104860,7,4,3,0,7,0,0,0,7,0,0,1,0,6,2,0,0,0,0,7,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,2
4108519,11,7,4,0,4,7,0,0,11,0,0,3,5,3,2,0,6,0,5,0,0,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,0
4114045,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4116504,39,16,23,0,16,6,5,7,39,0,0,0,23,16,35,0,7,6,10,0,16,0,0,0,39,11,0,28,0,0,0,0,0,0,0,0,0
4121668,38,3,35,0,38,0,0,0,32,6,0,4,19,15,22,7,3,10,11,7,0,0,0,0,0,5,2,26,0,3,2,0,0,0,0,0,0
4122124,27,1,26,0,26,1,0,0,27,0,0,0,16,11,7,8,1,0,12,2,0,3,1,0,0,0,0,21,2,3,0,0,0,1,0,0,6
4125304,69,14,55,0,36,15,4,14,53,16,0,0,23,46,61,25,0,2,22,9,1,10,0,0,30,4,1,52,2,3,0,1,0,6,0,0,4
4129170,38,10,28,0,35,0,0,2,38,0,0,0,0,38,30,0,0,0,0,38,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0
4130811,6,4,2,0,6,0,0,0,6,0,0,0,0,6,2,0,0,0,4,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
4131283,47,10,37,0,45,2,0,0,46,0,1,1,27,19,7,7,16,0,12,12,0,0,0,0,0,13,0,32,0,1,0,1,0,0,0,0,1
4150945,3,1,2,0,3,0,0,0,1,2,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4154329,15,2,13,0,14,1,0,0,15,0,0,0,9,6,15,0,0,6,0,0,9,0,0,0,0,4,0,9,0,0,0,2,0,0,0,0,1
4155958,10,3,7,0,8,1,1,0,10,0,0,0,5,5,7,0,0,0,10,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0
4157352,28,2,26,0,21,3,0,4,20,8,0,1,10,17,2,0,8,5,8,0,7,0,0,0,27,1,0,24,2,1,0,0,0,0,0,0,1
4159300,14,7,7,0,9,1,0,3,14,0,0,2,6,6,1,3,3,0,6,0,2,0,0,0,0,2,0,8,2,0,0,0,1,1,0,0,0
4160364,10,0,10,0,10,0,0,0,10,0,0,1,6,3,10,0,2,0,8,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1
4172987,7,1,6,0,7,0,0,0,7,0,0,2,0,5,3,0,0,0,0,7,0,0,0,0,7,0,0,3,0,0,0,2,2,0,0,0,0
4173596,14,7,7,0,13,1,0,0,12,1,1,0,9,5,2,0,0,0,0,14,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0
4181334,34,28,6,0,31,0,0,2,32,1,1,1,8,25,31,0,0,3,15,16,0,0,0,0,0,1,0,32,0,1,0,0,0,0,0,0,0
4181556,10,1,9,0,10,0,0,0,10,0,0,0,3,7,10,0,0,0,10,0,0,0,0,0,6,0,0,5,1,4,0,0,0,0,0,0,0
4187854,25,5,20,0,25,0,0,0,23,2,0,1,12,12,24,0,3,1,9,7,5,0,0,0,0,1,0,22,0,2,0,0,0,0,0,0,0
4198957,44,23,21,0,13,5,1,22,44,0,0,3,12,29,11,0,16,0,10,16,1,1,0,0,0,8,0,35,1,0,0,0,0,0,0,0,4
4200966,8,5,3,0,8,0,0,0,8,0,0,2,3,3,1,0,1,1,2,2,2,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,0
4202106,24,20,4,0,24,0,0,0,24,0,0,0,10,14,1,3,5,1,7,0,8,0,0,0,1,5,0,19,0,0,0,0,0,0,0,0,0
4203033,19,2,17,0,18,0,0,1,19,0,0,0,7,12,18,2,0,6,7,0,4,0,0,0,1,1,0,15,2,0,0,1,0,0,0,0,0
4206853,34,0,34,0,34,0,0,0,34,0,0,0,26,8,33,0,0,12,6,0,16,0,0,0,3,9,0,24,0,0,0,0,0,1,0,0,2
4207198,13,4,9,0,12,1,0,0,0,13,0,0,10,3,6,0,0,0,13,0,0,0,0,0,4,0,0,8,0,0,5,0,0,0,0,0,0
4207748,76,15,61,0,76,0,0,0,76,0,0,0,59,17,61,25,3,2,25,8,2,1,9,1,0,35,0,39,1,1,0,0,0,0,0,0,0
4208005,11,4,7,0,1,4,1,5,11,0,0,1,8,2,1,1,5,1,4,0,0,0,0,0,0,1,1,7,1,1,0,0,0,0,0,0,0
4208505,23,19,4,0,6,8,2,6,23,0,0,0,0,23,13,0,0,0,0,23,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,13
4208720,3,0,3,0,2,0,0,1,2,1,0,0,2,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4212357,38,7,31,0,34,0,0,3,37,0,1,1,18,19,1,0,8,2,12,0,16,0,0,0,0,1,0,28,8,0,0,0,0,1,0,0,0
4216673,9,1,8,0,8,1,0,0,8,0,1,0,5,4,8,0,2,0,4,0,3,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0
4216796,9,0,9,0,9,0,0,0,9,0,0,0,4,5,9,1,2,0,4,0,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0
4219043,46,4,42,0,37,2,1,5,46,0,0,19,17,10,44,28,4,1,5,0,4,0,0,4,0,16,0,24,1,1,1,0,0,3,0,0,1
4227361,16,0,16,0,14,1,0,1,13,2,1,0,4,12,6,5,1,1,7,0,2,0,0,0,0,1,0,13,0,2,0,0,0,0,0,0,1
4234729,16,2,14,0,7,4,0,5,15,1,0,1,9,6,16,16,0,0,0,0,0,0,0,0,0,8,0,3,1,0,0,0,1,3,0,0,0
4236441,93,15,78,0,88,3,0,2,84,5,4,4,41,48,86,39,3,18,3,4,9,17,0,0,0,11,0,28,6,36,6,0,2,4,0,0,1
4242148,32,7,25,0,31,0,0,0,32,0,0,3,20,9,18,0,17,1,14,0,0,0,0,0,0,6,0,25,0,0,0,1,0,0,0,0,0
4243548,6,0,6,0,6,0,0,0,6,0,0,0,4,2,3,0,0,0,5,0,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0
4245593,14,5,9,0,7,4,0,3,11,0,3,0,0,14,3,0,0,0,0,14,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0
4246460,8,3,5,0,7,1,0,0,8,0,0,0,7,1,1,0,0,1,1,0,6,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0
4254529,15,2,13,0,15,0,0,0,15,0,0,0,9,6,15,0,0,0,8,0,7,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0
4255286,20,4,16,0,19,0,0,1,20,0,0,1,9,10,17,0,0,6,10,0,4,0,0,0,1,6,0,12,2,0,0,0,0,0,0,0,0
4263471,79,6,73,0,79,0,0,0,78,1,0,3,33,43,79,29,13,0,12,0,15,0,9,1,0,0,0,55,4,20,0,0,0,0,0,0,1
4273766,34,11,23,0,21,3,2,5,34,0,0,5,18,11,4,1,14,1,17,0,1,0,0,0,0,4,0,21,1,0,0,0,1,7,0,0,0
4275134,27,7,20,0,25,1,0,0,27,0,0,4,8,15,22,0,0,0,27,0,0,0,0,0,0,7,0,18,1,1,0,0,0,0,0,0,1
4283616,19,3,16,0,18,0,0,1,19,0,0,9,3,7,16,0,0,0,19,0,0,0,0,0,0,7,0,10,1,0,0,0,0,1,0,0,18
4300307,147,18,129,0,139,4,0,3,147,0,0,3,63,81,141,45,8,20,31,6,15,19,0,3,0,4,0,108,4,17,2,1,8,3,0,0,14
4308548,9,4,5,0,9,0,0,0,8,1,0,0,2,7,2,0,1,0,6,2,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0
4313568,48,16,32,0,25,11,3,9,48,0,0,0,15,33,45,19,0,0,11,5,4,9,0,0,22,5,1,28,4,5,1,0,0,4,0,0,12
4323359,22,6,16,0,22,0,0,0,22,0,0,0,0,22,22,0,0,0,0,22,0,0,0,0,0,0,0,19,2,1,0,0,0,0,0,0,0
4323929,4,1,3,0,4,0,0,0,4,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
4324829,48,2,46,0,46,2,0,0,47,0,1,3,22,23,30,12,1,1,18,0,6,0,4,6,2,1,0,35,1,9,1,0,0,1,0,0,2
4342061,12,0,12,0,10,0,0,2,12,0,0,2,8,2,9,2,2,1,7,0,0,0,0,0,0,1,0,5,1,0,0,0,0,5,0,0,7
4354543,4,0,4,0,4,0,0,0,4,0,0,0,3,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2
4361314,31,4,27,0,30,1,0,0,21,9,1,0,1,30,22,0,0,0,0,31,0,0,0,0,2,0,0,26,2,3,0,0,0,0,0,0,0
4367751,8,8,0,0,2,0,1,3,8,0,0,0,1,7,8,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
4370363,25,4,21,0,25,0,0,0,20,5,0,0,17,8,8,1,2,0,22,0,0,0,0,0,0,1,0,23,0,0,1,0,0,0,0,0,0
4372918,36,12,24,0,36,0,0,0,36,0,0,2,0,34,1,0,0,0,0,36,0,0,0,0,1,0,0,33,0,3,0,0,0,0,0,0,0
4376148,5,1,4,0,3,1,0,0,5,0,0,0,2,3,2,0,0,0,0,0,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
4383492,5,3,2,0,1,0,1,1,5,0,0,1,1,3,1,0,3,0,2,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1
4383701,37,10,27,0,37,0,0,0,37,0,0,0,16,21,37,7,4,9,4,1,7,5,0,0,10,3,1,18,3,9,0,3,0,0,0,0,26
4385810,8,2,6,0,8,0,0,0,8,0,0,0,3,5,8,0,0,1,7,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0
4393812,17,2,15,0,16,0,0,1,17,0,0,0,10,7,11,0,0,0,17,0,0,0,0,0,0,0,0,11,1,5,0,0,0,0,0,0,1
4395480,11,3,8,0,7,1,0,3,11,0,0,0,9,2,7,0,3,1,6,0,1,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,2
4398220,45,7,38,0,45,0,0,0,1,44,0,0,22,23,26,17,3,3,17,1,2,2,0,0,23,3,0,29,1,11,1,0,0,0,0,0,14
4399236,2,2,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4401435,3,3,0,0,1,2,0,0,3,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4420234,50,8,42,0,50,0,0,0,50,0,0,0,34,16,11,13,4,4,27,0,0,0,0,2,0,4,1,37,3,3,1,1,0,0,0,0,3
4422462,14,1,13,0,13,1,0,0,14,0,0,2,5,7,13,0,2,4,3,0,5,0,0,0,14,3,0,7,2,1,0,0,0,1,0,0,0
4428850,12,1,11,0,11,1,0,0,0,12,0,3,9,0,12,0,0,5,7,0,0,0,0,0,1,3,0,7,0,0,0,0,0,2,0,0,1
4432117,15,5,10,0,11,2,0,1,15,0,0,0,11,4,4,1,3,1,9,0,1,0,0,0,0,0,3,7,1,0,0,0,0,3,0,1,0
4442343,9,6,3,0,9,0,0,0,9,0,0,1,7,1,1,0,0,1,2,0,6,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0
4446080,10,2,8,0,5,1,1,2,10,0,0,1,7,2,1,0,4,0,5,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0
4458923,44,6,38,0,44,0,0,0,28,15,1,6,24,14,33,15,0,6,5,2,3,4,8,1,18,7,4,13,0,13,2,0,2,3,0,0,0
4471456,3,3,0,0,2,1,0,0,3,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4473485,9,2,7,0,9,0,0,0,7,1,1,1,7,1,5,2,0,0,7,0,0,0,0,0,0,3,0,4,0,1,1,0,0,0,0,0,3
4479863,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4481232,18,0,18,0,16,1,0,1,18,0,0,0,9,9,3,0,3,0,14,0,1,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0
4487136,19,2,17,0,18,0,0,1,19,0,0,1,11,7,9,0,0,3,8,0,8,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0
4495333,5,1,4,0,5,0,0,0,5,0,0,0,1,4,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4499862,4,2,2,0,2,0,0,1,4,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
4523054,25,5,20,0,23,1,0,0,25,0,0,2,1,22,15,0,11,0,13,0,1,0,0,0,0,9,0,13,2,1,0,0,0,0,0,0,0
4528276,6,1,5,0,4,1,0,1,6,0,0,0,3,3,6,0,1,0,0,0,5,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
4530650,19,7,12,0,19,0,0,0,19,0,0,0,6,13,17,0,0,0,16,0,3,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,0
4534072,9,4,5,0,9,0,0,0,9,0,0,2,5,2,8,2,3,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
4539581,26,5,21,0,21,3,1,1,21,5,0,0,12,14,0,0,0,0,26,0,0,0,0,0,0,0,0,22,3,0,0,1,0,0,0,0,0
4556205,19,0,19,0,19,0,0,0,19,0,0,0,12,7,3,0,6,0,3,0,10,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0
4558851,13,5,8,0,2,3,1,1,13,0,0,1,4,8,10,1,0,5,2,0,5,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0,0
4561491,34,5,29,0,34,0,0,0,19,14,1,2,14,18,13,8,2,6,8,0,9,0,0,1,0,0,0,22,0,10,0,0,0,2,0,0,0
4564187,17,10,7,0,17,0,0,0,17,0,0,0,10,7,0,2,6,0,9,0,0,0,0,0,0,2,0,14,0,1,0,0,0,0,0,0,0
4569810,6,1,5,0,5,0,0,1,6,0,0,1,4,1,4,1,0,1,1,0,3,0,0,0,6,0,0,0,0,2,0,4,0,0,0,0,6
4573107,15,6,9,0,5,3,2,5,15,0,0,6,6,3,0,2,5,2,5,0,1,0,0,0,0,5,0,9,0,0,0,1,0,0,0,0,0
4577277,29,4,25,0,29,0,0,0,29,0,0,0,19,10,8,8,2,6,11,0,2,0,0,0,0,0,0,22,2,2,0,3,0,0,0,0,0
4584866,8,3,5,0,8,0,0,0,7,0,1,0,5,3,8,0,0,0,3,3,0,2,0,0,0,0,1,6,0,1,0,0,0,0,0,0,2
4586857,6,1,5,0,4,1,0,1,6,0,0,1,4,1,3,1,2,0,3,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0
4587762,9,0,9,0,9,0,0,0,6,3,0,2,6,1,6,0,1,0,6,0,2,0,0,0,8,0,0,7,0,1,1,0,0,0,0,0,1
4598680,5,2,3,0,4,1,0,0,3,2,0,0,0,5,4,0,0,0,4,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0
4602567,41,17,24,0,29,3,0,7,33,8,0,0,6,35,38,0,0,0,6,35,0,0,0,0,0,1,0,35,1,2,0,2,0,0,0,0,0
4607181,87,3,84,0,87,0,0,0,87,0,0,0,46,41,51,40,0,2,27,4,0,14,0,0,0,0,0,84,0,3,0,0,0,0,0,0,27
4622935,7,3,4,0,7,0,0,0,7,0,0,0,6,1,6,0,0,0,7,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,0,0,0
4624319,25,16,9,0,12,6,1,2,24,0,1,1,13,11,23,0,1,7,4,1,10,2,0,0,1,1,7,16,0,0,0,1,0,0,0,0,2
4641353,23,8,15,0,20,0,0,3,9,14,0,0,0,23,18,0,0,0,0,23,0,0,0,0,2,0,0,18,1,0,4,0,0,0,0,0,1
4663401,14,0,14,0,6,1,1,1,14,0,0,0,7,7,14,0,0,5,5,0,4,0,0,0,14,0,0,9,0,1,0,0,0,4,0,0,0
4667751,13,4,9,0,11,0,0,2,0,13,0,0,1,12,10,0,0,0,0,13,0,0,0,0,1,2,0,11,0,0,0,0,0,0,0,0,3
4677383,14,0,14,0,12,0,0,1,14,0,0,0,3,11,14,0,0,0,14,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0
4677840,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4698011,75,8,67,0,74,1,0,0,73,2,0,6,27,42,70,25,1,6,25,4,5,9,0,0,10,3,0,49,0,20,3,0,0,0,0,0,24
4719901,22,9,13,0,15,3,0,4,22,0,0,0,13,9,21,0,1,8,8,0,5,0,0,0,0,6,0,13,3,0,0,0,0,0,0,0,0
4721890,7,0,7,0,4,2,0,1,7,0,0,1,6,0,6,4,0,1,2,0,0,0,0,0,2,2,0,2,0,2,1,0,0,0,0,0,0
4730503,10,2,8,0,10,0,0,0,10,0,0,3,6,1,9,5,3,1,0,0,0,0,1,0,8,1,0,9,0,0,0,0,0,0,0,0,0
4733878,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4734105,36,6,30,0,36,0,0,0,31,5,0,2,15,19,35,11,2,1,13,3,3,3,0,0,0,0,1,30,2,1,0,0,0,2,0,0,12
4736121,12,3,9,0,12,0,0,0,12,0,0,0,10,2,3,3,0,1,6,0,2,0,0,0,7,1,0,6,0,5,0,0,0,0,0,0,0
4743597,11,4,7,0,5,3,0,1,11,0,0,0,0,11,1,0,0,0,0,11,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0
4751097,6,2,4,0,5,0,0,1,6,0,0,0,6,0,6,0,0,0,5,0,1,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0
